level,independent_sensor_runs,ODI_trans_median,lambda_min_trans_normalized_median,weak_trans_subspace_alignment_median,axis_drift_rate_median,ODI_median,AIS_trans_normalized_median,condition_number_trans_median
L0,6,0.06174906917013839,126.14351787278201,0.0,3.796924627795053e-05,0.5288362256599061,5.286886617937902,2.0199842204502523
L1,6,0.49080644861886985,4.842443330388182,0.9979318572460574,0.0005674294979237733,0.7103133640799568,4.281633880016439,67.6887933225481
L2,6,0.5035658210458933,3.1940818072219557,0.9994297963316989,0.00012035371327646277,0.7158164827567333,4.188534743624617,105.99721385680938
L3,6,0.5181911263502124,1.2074490432311973,0.9999373606110807,0.0007782242467335128,0.7246866245940182,3.8637246485019165,272.20397518503364
L4,6,0.5296137443883844,0.18878788778535474,0.9999986396752363,0.0015886703827474589,0.7304307874257567,3.2231262207573206,1857.4590865456294
