sequence_id,scene_family,level,geometry_seed,sensor_seed,process_seed,final_translation_error,final_axis_error,final_cross_error,mean_axis_error,mean_cross_error,axis_drift_rate,trajectory_path,motion_path
OC-L0-G02,OC,L0,202,22,1003,0.001885616248582948,0.0005817506785259496,0.001793631730583128,0.0011101816164217266,0.0020669133850516903,1.5640224557869962e-05,results/metric_redesign_stage1/trajectories/OC-L0-G02/sensor_022/process_1003.tum,results/metric_redesign_stage1/motion/OC-L0-G02/sensor_022/process_1003.npz
OC-L0-G02,OC,L0,202,22,1004,0.0018860463300058759,0.0005832628203492618,0.0017935928304180016,0.0011106418284566766,0.002067352024057615,1.56808781205609e-05,results/metric_redesign_stage1/trajectories/OC-L0-G02/sensor_022/process_1004.tum,results/metric_redesign_stage1/motion/OC-L0-G02/sensor_022/process_1004.npz
OC-L0-G02,OC,L0,202,22,1005,0.001885482121873052,0.000569249279193329,0.0017974977301907177,0.001109452426304323,0.0020673419644952327,1.5304127497622063e-05,results/metric_redesign_stage1/trajectories/OC-L0-G02/sensor_022/process_1005.tum,results/metric_redesign_stage1/motion/OC-L0-G02/sensor_022/process_1005.npz
OC-L0-G03,OC,L0,303,11,1001,0.0009303788054932575,0.00022173318979490375,0.0009035702043861549,0.001080282964984744,0.0017624959967587643,5.9612425190672175e-06,results/metric_redesign_stage1/trajectories/OC-L0-G03/sensor_011/process_1001.tum,results/metric_redesign_stage1/motion/OC-L0-G03/sensor_011/process_1001.npz
OC-L0-G03,OC,L0,303,11,1002,0.0009336800799407363,0.0002209554999197394,0.0009071588387561232,0.0010790383058555185,0.0017619582664668851,5.9403345171809596e-06,results/metric_redesign_stage1/trajectories/OC-L0-G03/sensor_011/process_1002.tum,results/metric_redesign_stage1/motion/OC-L0-G03/sensor_011/process_1002.npz
OC-L0-G03,OC,L0,303,11,1003,0.0009373166939865093,0.00022400924330945315,0.0009101551756363997,0.0010783731550800396,0.0017612868354816812,6.0224336605429454e-06,results/metric_redesign_stage1/trajectories/OC-L0-G03/sensor_011/process_1003.tum,results/metric_redesign_stage1/motion/OC-L0-G03/sensor_011/process_1003.npz
OC-L0-G03,OC,L0,303,11,1004,0.0009635090516780238,0.00024834025793651904,0.0009309547835171738,0.001079249929213625,0.0017630898673426368,6.676567031650229e-06,results/metric_redesign_stage1/trajectories/OC-L0-G03/sensor_011/process_1004.tum,results/metric_redesign_stage1/motion/OC-L0-G03/sensor_011/process_1004.npz
OC-L0-G03,OC,L0,303,11,1005,0.0009449118782651406,0.00023749650044280202,0.0009145785203928518,0.001080102079710236,0.0017629438173329627,6.385035266388602e-06,results/metric_redesign_stage1/trajectories/OC-L0-G03/sensor_011/process_1005.tum,results/metric_redesign_stage1/motion/OC-L0-G03/sensor_011/process_1005.npz
OC-L0-G03,OC,L0,303,22,1001,0.002833837612231195,0.002340320927046946,0.001597977963215489,0.0011097019182738338,0.0018877548953796,6.291895512566028e-05,results/metric_redesign_stage1/trajectories/OC-L0-G03/sensor_022/process_1001.tum,results/metric_redesign_stage1/motion/OC-L0-G03/sensor_022/process_1001.npz
OC-L0-G03,OC,L0,303,22,1002,0.002831468953053586,0.002336880879749259,0.0015988133680854375,0.001110395301819069,0.0018878356192955563,6.282647029631407e-05,results/metric_redesign_stage1/trajectories/OC-L0-G03/sensor_022/process_1002.tum,results/metric_redesign_stage1/motion/OC-L0-G03/sensor_022/process_1002.npz
OC-L0-G03,OC,L0,303,22,1003,0.0028330622686191832,0.0023383575811788404,0.0015994766770469388,0.0011085169726966187,0.0018881495856179777,6.286617105269668e-05,results/metric_redesign_stage1/trajectories/OC-L0-G03/sensor_022/process_1003.tum,results/metric_redesign_stage1/motion/OC-L0-G03/sensor_022/process_1003.npz
OC-L0-G03,OC,L0,303,22,1004,0.002819711000768974,0.00232180812154148,0.0015999928670470986,0.0011094818932329284,0.0018885191171078334,6.242124288227224e-05,results/metric_redesign_stage1/trajectories/OC-L0-G03/sensor_022/process_1004.tum,results/metric_redesign_stage1/motion/OC-L0-G03/sensor_022/process_1004.npz
OC-L0-G03,OC,L0,303,22,1005,0.0028359610769650664,0.0023427740520105544,0.0015981504845561031,0.0011088141880256446,0.001888456307686182,6.298490678969026e-05,results/metric_redesign_stage1/trajectories/OC-L0-G03/sensor_022/process_1005.tum,results/metric_redesign_stage1/motion/OC-L0-G03/sensor_022/process_1005.npz
ST-L1-G01,ST,L1,101,11,1001,0.03226062309197777,0.032203110616581654,0.0019254788752035353,0.007698407844973988,0.0022865486267674238,0.0010734370205527216,results/metric_redesign_stage1/trajectories/ST-L1-G01/sensor_011/process_1001.tum,results/metric_redesign_stage1/motion/ST-L1-G01/sensor_011/process_1001.npz
ST-L1-G01,ST,L1,101,11,1002,0.03227355959016178,0.03221606071589633,0.0019256377046071734,0.007698833400289449,0.0022865542174782864,0.0010738686905298776,results/metric_redesign_stage1/trajectories/ST-L1-G01/sensor_011/process_1002.tum,results/metric_redesign_stage1/motion/ST-L1-G01/sensor_011/process_1002.npz
ST-L1-G01,ST,L1,101,11,1003,0.032278295803031584,0.0322208294914752,0.0019252342271236752,0.0076984988372334915,0.0022865421490773736,0.00107402764971584,results/metric_redesign_stage1/trajectories/ST-L1-G01/sensor_011/process_1003.tum,results/metric_redesign_stage1/motion/ST-L1-G01/sensor_011/process_1003.npz
ST-L1-G01,ST,L1,101,11,1004,0.03230455453893737,0.032247157557812045,0.0019248567221548773,0.0076998942998131115,0.002286520160777141,0.001074905251927068,results/metric_redesign_stage1/trajectories/ST-L1-G01/sensor_011/process_1004.tum,results/metric_redesign_stage1/motion/ST-L1-G01/sensor_011/process_1004.npz
ST-L1-G01,ST,L1,101,11,1005,0.03226178250676356,0.03220426058320669,0.0019256715199211028,0.007697126415821359,0.0022866032896106257,0.0010734753527735562,results/metric_redesign_stage1/trajectories/ST-L1-G01/sensor_011/process_1005.tum,results/metric_redesign_stage1/motion/ST-L1-G01/sensor_011/process_1005.npz
ST-L1-G01,ST,L1,101,22,1001,0.015269040167368051,0.009833557892090283,0.011680955732114041,0.006759935902883265,0.0020122851462830156,0.00032778526306967605,results/metric_redesign_stage1/trajectories/ST-L1-G01/sensor_022/process_1001.tum,results/metric_redesign_stage1/motion/ST-L1-G01/sensor_022/process_1001.npz
ST-L1-G01,ST,L1,101,22,1002,0.015277249174218748,0.00984582621594754,0.011681354735497402,0.006761231272980537,0.002012248173529904,0.00032819420719825125,results/metric_redesign_stage1/trajectories/ST-L1-G01/sensor_022/process_1002.tum,results/metric_redesign_stage1/motion/ST-L1-G01/sensor_022/process_1002.npz
ST-L1-G01,ST,L1,101,22,1003,0.015281043678878474,0.009850621245337976,0.01168227533474057,0.006760098965704481,0.0020123856328291274,0.00032835404151126583,results/metric_redesign_stage1/trajectories/ST-L1-G01/sensor_022/process_1003.tum,results/metric_redesign_stage1/motion/ST-L1-G01/sensor_022/process_1003.npz
ST-L1-G01,ST,L1,101,22,1004,0.015301836731004905,0.009881830273254621,0.011683134758827332,0.006761158295105049,0.0020123309317358466,0.00032939434244182067,results/metric_redesign_stage1/trajectories/ST-L1-G01/sensor_022/process_1004.tum,results/metric_redesign_stage1/motion/ST-L1-G01/sensor_022/process_1004.npz
ST-L1-G01,ST,L1,101,22,1005,0.015270807359944391,0.009836039639488092,0.011681176380611277,0.006760960277287192,0.0020124127680353054,0.00032786798798293637,results/metric_redesign_stage1/trajectories/ST-L1-G01/sensor_022/process_1005.tum,results/metric_redesign_stage1/motion/ST-L1-G01/sensor_022/process_1005.npz
ST-L1-G02,ST,L1,202,11,1001,0.024247117212048513,0.024194971029515955,0.0015893614993772941,0.009461197698231687,0.002319745185028712,0.0008064990343171984,results/metric_redesign_stage1/trajectories/ST-L1-G02/sensor_011/process_1001.tum,results/metric_redesign_stage1/motion/ST-L1-G02/sensor_011/process_1001.npz
ST-L1-G02,ST,L1,202,11,1002,0.02425217899490438,0.024199943659478862,0.0015908843072109837,0.009461645746976825,0.00231976264550316,0.0008066647886492953,results/metric_redesign_stage1/trajectories/ST-L1-G02/sensor_011/process_1002.tum,results/metric_redesign_stage1/motion/ST-L1-G02/sensor_011/process_1002.npz
ST-L1-G02,ST,L1,202,11,1003,0.024255061370158978,0.024202838580198005,0.001590788084899201,0.009461606215005176,0.002319847128542272,0.0008067612860066,results/metric_redesign_stage1/trajectories/ST-L1-G02/sensor_011/process_1003.tum,results/metric_redesign_stage1/motion/ST-L1-G02/sensor_011/process_1003.npz
ST-L1-G02,ST,L1,202,11,1004,0.024285938041468325,0.024233905158965285,0.0015889075807969518,0.00946207126082716,0.0023197794050024696,0.0008077968386321761,results/metric_redesign_stage1/trajectories/ST-L1-G02/sensor_011/process_1004.tum,results/metric_redesign_stage1/motion/ST-L1-G02/sensor_011/process_1004.npz
ST-L1-G02,ST,L1,202,11,1005,0.02424913243618791,0.024196998257725255,0.001589244859491905,0.009460108935108603,0.0023198650087979484,0.0008065666085908418,results/metric_redesign_stage1/trajectories/ST-L1-G02/sensor_011/process_1005.tum,results/metric_redesign_stage1/motion/ST-L1-G02/sensor_011/process_1005.npz
ST-L1-G02,ST,L1,202,22,1001,0.012332286102827132,0.00423229431384442,0.011583305459279894,0.008270521322569736,0.0019998500431125475,0.00014107647712814734,results/metric_redesign_stage1/trajectories/ST-L1-G02/sensor_022/process_1001.tum,results/metric_redesign_stage1/motion/ST-L1-G02/sensor_022/process_1001.npz
ST-L1-G02,ST,L1,202,22,1002,0.012329251089819823,0.00422742016141342,0.011581854394469765,0.00827267721079116,0.001999794310995268,0.00014091400538044732,results/metric_redesign_stage1/trajectories/ST-L1-G02/sensor_022/process_1002.tum,results/metric_redesign_stage1/motion/ST-L1-G02/sensor_022/process_1002.npz
ST-L1-G02,ST,L1,202,22,1003,0.012329029835240313,0.004225195506638357,0.01158243064338953,0.008271730090148937,0.001999965708440305,0.00014083985022127855,results/metric_redesign_stage1/trajectories/ST-L1-G02/sensor_022/process_1003.tum,results/metric_redesign_stage1/motion/ST-L1-G02/sensor_022/process_1003.npz
ST-L1-G02,ST,L1,202,22,1004,0.012321300815032249,0.0041947089908696,0.011585286800784522,0.008271365955057758,0.001999965371754339,0.00013982363302898664,results/metric_redesign_stage1/trajectories/ST-L1-G02/sensor_022/process_1004.tum,results/metric_redesign_stage1/motion/ST-L1-G02/sensor_022/process_1004.npz
ST-L1-G02,ST,L1,202,22,1005,0.012332040012821796,0.004229877803940241,0.011583926132428998,0.008272894857577245,0.0020000885087267197,0.000140995926798008,results/metric_redesign_stage1/trajectories/ST-L1-G02/sensor_022/process_1005.tum,results/metric_redesign_stage1/motion/ST-L1-G02/sensor_022/process_1005.npz
ST-L1-G03,ST,L1,303,11,1001,0.02637558403073012,0.026351638134450184,0.0011236550151610346,0.00867270736704681,0.0023611507429592534,0.000878387937815006,results/metric_redesign_stage1/trajectories/ST-L1-G03/sensor_011/process_1001.tum,results/metric_redesign_stage1/motion/ST-L1-G03/sensor_011/process_1001.npz
ST-L1-G03,ST,L1,303,11,1002,0.02637737679133614,0.02635343696653436,0.0011235508190636763,0.008672578184921361,0.002361142924411134,0.0008784478988844785,results/metric_redesign_stage1/trajectories/ST-L1-G03/sensor_011/process_1002.tum,results/metric_redesign_stage1/motion/ST-L1-G03/sensor_011/process_1002.npz
ST-L1-G03,ST,L1,303,11,1003,0.02637807052786527,0.026354129432974105,0.0011235953911805934,0.008673589728100135,0.002361196633162596,0.0008784709810991367,results/metric_redesign_stage1/trajectories/ST-L1-G03/sensor_011/process_1003.tum,results/metric_redesign_stage1/motion/ST-L1-G03/sensor_011/process_1003.npz
ST-L1-G03,ST,L1,303,11,1004,0.02641626715216581,0.026392371849215834,0.001123333622444402,0.00867378190717066,0.0023611463998917323,0.0008797457283071944,results/metric_redesign_stage1/trajectories/ST-L1-G03/sensor_011/process_1004.tum,results/metric_redesign_stage1/motion/ST-L1-G03/sensor_011/process_1004.npz
ST-L1-G03,ST,L1,303,11,1005,0.026376755030868095,0.026352809145890888,0.0011236797046644913,0.008671435330998789,0.002361240994012988,0.0008784269715296962,results/metric_redesign_stage1/trajectories/ST-L1-G03/sensor_011/process_1005.tum,results/metric_redesign_stage1/motion/ST-L1-G03/sensor_011/process_1005.npz
ST-L1-G03,ST,L1,303,22,1001,0.010607774866839857,0.0007241007229588092,0.010583031974277025,0.007427628448920378,0.0019356953612706842,2.413669076529364e-05,results/metric_redesign_stage1/trajectories/ST-L1-G03/sensor_022/process_1001.tum,results/metric_redesign_stage1/motion/ST-L1-G03/sensor_022/process_1001.npz
ST-L1-G03,ST,L1,303,22,1002,0.010606118686394998,0.0007201879297156211,0.010581638953195723,0.0074289998225941616,0.0019356098658823834,2.4006264323854034e-05,results/metric_redesign_stage1/trajectories/ST-L1-G03/sensor_022/process_1002.tum,results/metric_redesign_stage1/motion/ST-L1-G03/sensor_022/process_1002.npz
ST-L1-G03,ST,L1,303,22,1003,0.01060680051114287,0.0007205391436961861,0.010582298447198615,0.007428340780131497,0.0019357521605955078,2.4017971456539534e-05,results/metric_redesign_stage1/trajectories/ST-L1-G03/sensor_022/process_1003.tum,results/metric_redesign_stage1/motion/ST-L1-G03/sensor_022/process_1003.npz
ST-L1-G03,ST,L1,303,22,1004,0.010607943575633605,0.0006979235653048477,0.0105849595937263,0.007427755457546326,0.0019357637126436204,2.326411884349492e-05,results/metric_redesign_stage1/trajectories/ST-L1-G03/sensor_022/process_1004.tum,results/metric_redesign_stage1/motion/ST-L1-G03/sensor_022/process_1004.npz
ST-L1-G03,ST,L1,303,22,1005,0.010608293973227113,0.0007241208240067465,0.010583550918980193,0.0074287548175602505,0.0019358516843186555,2.413736080022488e-05,results/metric_redesign_stage1/trajectories/ST-L1-G03/sensor_022/process_1005.tum,results/metric_redesign_stage1/motion/ST-L1-G03/sensor_022/process_1005.npz
ST-L2-G01,ST,L2,101,11,1001,0.02000664547744806,0.01866641764524246,0.0071993552179117955,0.008853546967852954,0.0019257483236818473,0.000622213921508082,results/metric_redesign_stage1/trajectories/ST-L2-G01/sensor_011/process_1001.tum,results/metric_redesign_stage1/motion/ST-L2-G01/sensor_011/process_1001.npz
ST-L2-G01,ST,L2,101,11,1002,0.01998999541045273,0.018649031553476192,0.007198162170121663,0.008853353435212813,0.0019257317563363388,0.000621634385115873,results/metric_redesign_stage1/trajectories/ST-L2-G01/sensor_011/process_1002.tum,results/metric_redesign_stage1/motion/ST-L2-G01/sensor_011/process_1002.npz
ST-L2-G01,ST,L2,101,11,1003,0.019992352525600617,0.018651845111556042,0.0071974185262781735,0.008853545695886296,0.0019256733361052859,0.0006217281703852014,results/metric_redesign_stage1/trajectories/ST-L2-G01/sensor_011/process_1003.tum,results/metric_redesign_stage1/motion/ST-L2-G01/sensor_011/process_1003.npz
ST-L2-G01,ST,L2,101,11,1004,0.02003530503507574,0.018697255718500116,0.0071990330215624156,0.008854786130706527,0.0019257171456104139,0.0006232418572833372,results/metric_redesign_stage1/trajectories/ST-L2-G01/sensor_011/process_1004.tum,results/metric_redesign_stage1/motion/ST-L2-G01/sensor_011/process_1004.npz
ST-L2-G01,ST,L2,101,11,1005,0.02001466727227143,0.018674947755705773,0.00719953000836812,0.008854027084346388,0.0019256649948040314,0.0006224982585235257,results/metric_redesign_stage1/trajectories/ST-L2-G01/sensor_011/process_1005.tum,results/metric_redesign_stage1/motion/ST-L2-G01/sensor_011/process_1005.npz
ST-L2-G01,ST,L2,101,22,1001,0.004256906605094809,0.0031039164012582887,0.0029132382014692188,0.007843278113663157,0.0017783432127880681,0.00010346388004194295,results/metric_redesign_stage1/trajectories/ST-L2-G01/sensor_022/process_1001.tum,results/metric_redesign_stage1/motion/ST-L2-G01/sensor_022/process_1001.npz
ST-L2-G01,ST,L2,101,22,1002,0.004268892935597253,0.003120351014104017,0.002913220974174833,0.00784205039905816,0.0017783109024369814,0.00010401170047013389,results/metric_redesign_stage1/trajectories/ST-L2-G01/sensor_022/process_1002.tum,results/metric_redesign_stage1/motion/ST-L2-G01/sensor_022/process_1002.npz
ST-L2-G01,ST,L2,101,22,1003,0.004263226568259222,0.003112542716060318,0.002913276267883147,0.007841973204004146,0.001778314406529969,0.00010375142386867726,results/metric_redesign_stage1/trajectories/ST-L2-G01/sensor_022/process_1003.tum,results/metric_redesign_stage1/motion/ST-L2-G01/sensor_022/process_1003.npz
ST-L2-G01,ST,L2,101,22,1004,0.004211934619159225,0.0030413367555048865,0.0029138743925720234,0.007840279359929684,0.001778325050092013,0.00010137789185016287,results/metric_redesign_stage1/trajectories/ST-L2-G01/sensor_022/process_1004.tum,results/metric_redesign_stage1/motion/ST-L2-G01/sensor_022/process_1004.npz
ST-L2-G01,ST,L2,101,22,1005,0.004248019738323205,0.0030916000595446747,0.0029133624506756653,0.00784126933296883,0.0017783290562302869,0.00010305333531815581,results/metric_redesign_stage1/trajectories/ST-L2-G01/sensor_022/process_1005.tum,results/metric_redesign_stage1/motion/ST-L2-G01/sensor_022/process_1005.npz
ST-L2-G02,ST,L2,202,11,1001,0.008321552428898612,0.004117306395329479,0.007231598915446526,0.009494080014837765,0.0018970448620261077,0.0001372435465109826,results/metric_redesign_stage1/trajectories/ST-L2-G02/sensor_011/process_1001.tum,results/metric_redesign_stage1/motion/ST-L2-G02/sensor_011/process_1001.npz
ST-L2-G02,ST,L2,202,11,1002,0.00831720778336904,0.004107652318559474,0.007232090827801288,0.009492877712523716,0.0018970408256107957,0.00013692174395198246,results/metric_redesign_stage1/trajectories/ST-L2-G02/sensor_011/process_1002.tum,results/metric_redesign_stage1/motion/ST-L2-G02/sensor_011/process_1002.npz
ST-L2-G02,ST,L2,202,11,1003,0.008318635942752322,0.004111410126778736,0.007231598074939735,0.009493099548138947,0.0018969703610604515,0.00013704700422595786,results/metric_redesign_stage1/trajectories/ST-L2-G02/sensor_011/process_1003.tum,results/metric_redesign_stage1/motion/ST-L2-G02/sensor_011/process_1003.npz
ST-L2-G02,ST,L2,202,11,1004,0.008334813610301387,0.004144298262534818,0.007231452815971086,0.009493565857513325,0.0018969880725230855,0.00013814327541782724,results/metric_redesign_stage1/trajectories/ST-L2-G02/sensor_011/process_1004.tum,results/metric_redesign_stage1/motion/ST-L2-G02/sensor_011/process_1004.npz
ST-L2-G02,ST,L2,202,11,1005,0.008324473707990642,0.004123487595425246,0.007231439176637083,0.009493078657048782,0.00189690719869516,0.00013744958651417484,results/metric_redesign_stage1/trajectories/ST-L2-G02/sensor_011/process_1005.tum,results/metric_redesign_stage1/motion/ST-L2-G02/sensor_011/process_1005.npz
ST-L2-G02,ST,L2,202,22,1001,0.003294236107736996,0.0015422669919793464,0.0029109112076752134,0.008629295873035804,0.0017887162583759503,5.1408899732644874e-05,results/metric_redesign_stage1/trajectories/ST-L2-G02/sensor_022/process_1001.tum,results/metric_redesign_stage1/motion/ST-L2-G02/sensor_022/process_1001.npz
ST-L2-G02,ST,L2,202,22,1002,0.0032986750400480183,0.0015519177165614906,0.0029108088945958587,0.008628385804288088,0.0017886550917232884,5.173059055204968e-05,results/metric_redesign_stage1/trajectories/ST-L2-G02/sensor_022/process_1002.tum,results/metric_redesign_stage1/motion/ST-L2-G02/sensor_022/process_1002.npz
ST-L2-G02,ST,L2,202,22,1003,0.0032948988712669155,0.0015438401101413035,0.002910827422949509,0.008627363584173663,0.0017886201807597903,5.146133700471011e-05,results/metric_redesign_stage1/trajectories/ST-L2-G02/sensor_022/process_1003.tum,results/metric_redesign_stage1/motion/ST-L2-G02/sensor_022/process_1003.npz
ST-L2-G02,ST,L2,202,22,1004,0.003270205843880844,0.0014891126257374765,0.0029114927183871956,0.008626713852847497,0.001788646950375535,4.9637087524582545e-05,results/metric_redesign_stage1/trajectories/ST-L2-G02/sensor_022/process_1004.tum,results/metric_redesign_stage1/motion/ST-L2-G02/sensor_022/process_1004.npz
ST-L2-G02,ST,L2,202,22,1005,0.0032899938950680355,0.0015329432226671713,0.0029110384582934886,0.00862797309758307,0.0017886412586575948,5.1098107422239037e-05,results/metric_redesign_stage1/trajectories/ST-L2-G02/sensor_022/process_1005.tum,results/metric_redesign_stage1/motion/ST-L2-G02/sensor_022/process_1005.npz
ST-L2-G03,ST,L2,303,11,1001,0.01042454758247201,0.00764908584764612,0.007082561541883194,0.008753778950085776,0.0019152621558672996,0.00025496952825487064,results/metric_redesign_stage1/trajectories/ST-L2-G03/sensor_011/process_1001.tum,results/metric_redesign_stage1/motion/ST-L2-G03/sensor_011/process_1001.npz
ST-L2-G03,ST,L2,303,11,1002,0.01041404965260141,0.0076345939168120935,0.007082754117730144,0.008753082929292385,0.0019152356348753196,0.0002544864638937364,results/metric_redesign_stage1/trajectories/ST-L2-G03/sensor_011/process_1002.tum,results/metric_redesign_stage1/motion/ST-L2-G03/sensor_011/process_1002.npz
ST-L2-G03,ST,L2,303,11,1003,0.01041495351286302,0.007636385984568506,0.007082151210598618,0.008752354756069268,0.0019151671057672794,0.0002545461994856168,results/metric_redesign_stage1/trajectories/ST-L2-G03/sensor_011/process_1003.tum,results/metric_redesign_stage1/motion/ST-L2-G03/sensor_011/process_1003.npz
ST-L2-G03,ST,L2,303,11,1004,0.010443931824110788,0.007675715622330159,0.007082309060736536,0.008753606867424263,0.0019152040621560015,0.0002558571874110053,results/metric_redesign_stage1/trajectories/ST-L2-G03/sensor_011/process_1004.tum,results/metric_redesign_stage1/motion/ST-L2-G03/sensor_011/process_1004.npz
ST-L2-G03,ST,L2,303,11,1005,0.0104285623850095,0.007654675995727445,0.0070824324083233635,0.008751700333956189,0.001915125889545437,0.0002551558665242481,results/metric_redesign_stage1/trajectories/ST-L2-G03/sensor_011/process_1005.tum,results/metric_redesign_stage1/motion/ST-L2-G03/sensor_011/process_1005.npz
