scope_count,axis_rmse_relative_change,strong_translation_rmse_relative_change,orientation_rmse_rad_relative_change,trajectory_rmse_3d_relative_change
3600,0.0068599279618572,9.393261970113784e-05,3.873893416610201e-05,0.00528438815532466
