backend,backend_schema_name,condition,geometry_seed,planned_trial_id,rotation_update_rad,scene_variant,snapshot_id,translation_update_m
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1957656152,phase-b-signal-v1/LONG_CORRIDOR/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.00034068241163121585,LONG_CORRIDOR,phase-b-signal-v1/LONG_CORRIDOR/g1/INDEPENDENT_NOISE_FREE,0.00899904226765225
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1334931069,phase-b-signal-v1/LONG_CORRIDOR/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.0007270770865390135,LONG_CORRIDOR,phase-b-signal-v1/LONG_CORRIDOR/g2/INDEPENDENT_NOISE_FREE,0.005580800191100977
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1850310744,phase-b-signal-v1/PARALLEL_WALLS/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.0008639850696820123,PARALLEL_WALLS,phase-b-signal-v1/PARALLEL_WALLS/g0/INDEPENDENT_NOISE_FREE,0.0032911520072346225
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1957656152,phase-b-signal-v1/PARALLEL_WALLS/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.00032215100815064727,PARALLEL_WALLS,phase-b-signal-v1/PARALLEL_WALLS/g1/INDEPENDENT_NOISE_FREE,0.00043283584277951465
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1334931069,phase-b-signal-v1/PARALLEL_WALLS/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.0003917804634814531,PARALLEL_WALLS,phase-b-signal-v1/PARALLEL_WALLS/g2/INDEPENDENT_NOISE_FREE,0.18538625428278296
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1850310744,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.00031317035800571864,END_FACE_TRANSITION_PRESENT,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/INDEPENDENT_NOISE_FREE,0.0011770082385326227
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1957656152,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.00011532268834779683,END_FACE_TRANSITION_PRESENT,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/INDEPENDENT_NOISE_FREE,0.00044910682661917313
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.0011828673528692264,END_FACE_TRANSITION_PRESENT,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/INDEPENDENT_NOISE_FREE,0.0009573158249047623
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1850310744,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.000492936219856751,END_FACE_TRANSITION_WEAK,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/INDEPENDENT_NOISE_FREE,0.001136419930418025
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1957656152,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.0015182527962527708,END_FACE_TRANSITION_WEAK,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/INDEPENDENT_NOISE_FREE,0.0009566385131673243
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.0013170119290135522,END_FACE_TRANSITION_WEAK,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/INDEPENDENT_NOISE_FREE,0.002858082264166201
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1850310744,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.000260283733087197,END_FACE_TRANSITION_ABSENT,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/INDEPENDENT_NOISE_FREE,0.0193226116065513
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1957656152,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.0011513389765654336,END_FACE_TRANSITION_ABSENT,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/INDEPENDENT_NOISE_FREE,0.1104622021013732
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.002264847759235074,END_FACE_TRANSITION_ABSENT,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/INDEPENDENT_NOISE_FREE,0.15219295603746266
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1850310744,phase-b-signal-v1/REPEATED_STRUCTURE/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.000300715248990371,REPEATED_STRUCTURE,phase-b-signal-v1/REPEATED_STRUCTURE/g0/INDEPENDENT_NOISE_FREE,0.010832978224490019
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1957656152,phase-b-signal-v1/REPEATED_STRUCTURE/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,0.0005518900330287969,REPEATED_STRUCTURE,phase-b-signal-v1/REPEATED_STRUCTURE/g1/INDEPENDENT_NOISE_FREE,0.011924943945291944
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,1334931069,phase-b-signal-v1/REPEATED_STRUCTURE/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,4.533055894884845e-05,REPEATED_STRUCTURE,phase-b-signal-v1/REPEATED_STRUCTURE/g2/INDEPENDENT_NOISE_FREE,0.012703440790711132
Open3D,open3d_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g0/FULL_NOISE/open3d_point_to_plane,0.00024265928271617206,GEOMETRY_RICH_ROOM,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g0/FULL_NOISE,0.000875151134750623
Open3D,open3d_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g1/FULL_NOISE/open3d_point_to_plane,0.0001901461876276982,GEOMETRY_RICH_ROOM,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g1/FULL_NOISE,0.000690646459310411
Open3D,open3d_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g2/FULL_NOISE/open3d_point_to_plane,8.94726963623297e-05,GEOMETRY_RICH_ROOM,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g2/FULL_NOISE,0.0010718805479165796
Open3D,open3d_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/LONG_CORRIDOR/g0/FULL_NOISE/open3d_point_to_plane,0.0006152704167078088,LONG_CORRIDOR,phase-b-signal-v1/LONG_CORRIDOR/g0/FULL_NOISE,0.11042560678932506
Open3D,open3d_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/LONG_CORRIDOR/g1/FULL_NOISE/open3d_point_to_plane,0.00018382414410859492,LONG_CORRIDOR,phase-b-signal-v1/LONG_CORRIDOR/g1/FULL_NOISE,0.10138682791382841
Open3D,open3d_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE/open3d_point_to_plane,0.0005513919726385574,LONG_CORRIDOR,phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE,0.003924015288865954
Open3D,open3d_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/PARALLEL_WALLS/g0/FULL_NOISE/open3d_point_to_plane,0.0008599252190652705,PARALLEL_WALLS,phase-b-signal-v1/PARALLEL_WALLS/g0/FULL_NOISE,0.0010186862211016541
Open3D,open3d_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/PARALLEL_WALLS/g1/FULL_NOISE/open3d_point_to_plane,0.0002778830179628591,PARALLEL_WALLS,phase-b-signal-v1/PARALLEL_WALLS/g1/FULL_NOISE,0.0033317340948026764
Open3D,open3d_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/PARALLEL_WALLS/g2/FULL_NOISE/open3d_point_to_plane,0.0005404318875710165,PARALLEL_WALLS,phase-b-signal-v1/PARALLEL_WALLS/g2/FULL_NOISE,0.1676261117599474
Open3D,open3d_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/FULL_NOISE/open3d_point_to_plane,0.0003809013533979456,END_FACE_TRANSITION_PRESENT,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/FULL_NOISE,0.0012093237304342936
Open3D,open3d_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/FULL_NOISE/open3d_point_to_plane,9.841890482957957e-05,END_FACE_TRANSITION_PRESENT,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/FULL_NOISE,0.00064814057293327
Open3D,open3d_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/FULL_NOISE/open3d_point_to_plane,0.0011066499480770864,END_FACE_TRANSITION_PRESENT,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/FULL_NOISE,0.0009216850343108852
Open3D,open3d_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/FULL_NOISE/open3d_point_to_plane,0.0004613841847590741,END_FACE_TRANSITION_WEAK,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/FULL_NOISE,0.0022818988103959895
Open3D,open3d_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/FULL_NOISE/open3d_point_to_plane,0.000891640763221177,END_FACE_TRANSITION_WEAK,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/FULL_NOISE,0.008686908199372971
Open3D,open3d_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/FULL_NOISE/open3d_point_to_plane,0.0008814324005098913,END_FACE_TRANSITION_WEAK,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/FULL_NOISE,0.0032446795674519243
Open3D,open3d_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/FULL_NOISE/open3d_point_to_plane,0.00023174291417282734,END_FACE_TRANSITION_ABSENT,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/FULL_NOISE,0.10927189878832588
Open3D,open3d_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/FULL_NOISE/open3d_point_to_plane,0.0009371286396582144,END_FACE_TRANSITION_ABSENT,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/FULL_NOISE,0.14270585872988106
Open3D,open3d_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/FULL_NOISE/open3d_point_to_plane,0.0012698163286806868,END_FACE_TRANSITION_ABSENT,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/FULL_NOISE,0.08558009032896093
Open3D,open3d_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/REPEATED_STRUCTURE/g0/FULL_NOISE/open3d_point_to_plane,0.0003024539493199016,REPEATED_STRUCTURE,phase-b-signal-v1/REPEATED_STRUCTURE/g0/FULL_NOISE,0.010113413336699408
Open3D,open3d_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/REPEATED_STRUCTURE/g1/FULL_NOISE/open3d_point_to_plane,0.0005401308082229385,REPEATED_STRUCTURE,phase-b-signal-v1/REPEATED_STRUCTURE/g1/FULL_NOISE,0.012316765966910406
Open3D,open3d_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/REPEATED_STRUCTURE/g2/FULL_NOISE/open3d_point_to_plane,1.1220085102010423e-05,REPEATED_STRUCTURE,phase-b-signal-v1/REPEATED_STRUCTURE/g2/FULL_NOISE,0.013975455492363545
PCL,pcl_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.00024402522132729778,GEOMETRY_RICH_ROOM,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g0/FULL_NOISE,0.000888222638007706
PCL,pcl_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.00019093576792115802,GEOMETRY_RICH_ROOM,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g1/FULL_NOISE,0.0006923289848866538
PCL,pcl_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals,8.89001786105449e-05,GEOMETRY_RICH_ROOM,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g2/FULL_NOISE,0.0010928786341043543
PCL,pcl_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/LONG_CORRIDOR/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.0006259425847653013,LONG_CORRIDOR,phase-b-signal-v1/LONG_CORRIDOR/g0/FULL_NOISE,0.10023363660854462
PCL,pcl_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/LONG_CORRIDOR/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.0002294587883877733,LONG_CORRIDOR,phase-b-signal-v1/LONG_CORRIDOR/g1/FULL_NOISE,0.017109531094413155
PCL,pcl_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.0005688905356293932,LONG_CORRIDOR,phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE,0.004857989611826045
PCL,pcl_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/PARALLEL_WALLS/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.0008677382000494731,PARALLEL_WALLS,phase-b-signal-v1/PARALLEL_WALLS/g0/FULL_NOISE,0.0032259012650381483
PCL,pcl_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/PARALLEL_WALLS/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.00028190403627445054,PARALLEL_WALLS,phase-b-signal-v1/PARALLEL_WALLS/g1/FULL_NOISE,0.00154562691165511
PCL,pcl_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/PARALLEL_WALLS/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.0005732002915027316,PARALLEL_WALLS,phase-b-signal-v1/PARALLEL_WALLS/g2/FULL_NOISE,0.17124453432332953
PCL,pcl_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.00041483819469765226,END_FACE_TRANSITION_PRESENT,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/FULL_NOISE,0.0011831453949923975
PCL,pcl_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.00010140735995349335,END_FACE_TRANSITION_PRESENT,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/FULL_NOISE,0.0006729872660267815
PCL,pcl_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.0011125750615659253,END_FACE_TRANSITION_PRESENT,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/FULL_NOISE,0.0009272910428723053
PCL,pcl_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.00047583966340610586,END_FACE_TRANSITION_WEAK,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/FULL_NOISE,0.002018154062315402
PCL,pcl_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.0008873755809711436,END_FACE_TRANSITION_WEAK,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/FULL_NOISE,0.005881402759312936
PCL,pcl_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.0008886668885576744,END_FACE_TRANSITION_WEAK,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/FULL_NOISE,0.0012246245180009836
PCL,pcl_point_to_plane,FULL_NOISE,1850310744,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.0002393623481558166,END_FACE_TRANSITION_ABSENT,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/FULL_NOISE,0.10343813928851307
PCL,pcl_point_to_plane,FULL_NOISE,1957656152,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.0011304304777421106,END_FACE_TRANSITION_ABSENT,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/FULL_NOISE,0.1194307950440422
PCL,pcl_point_to_plane,FULL_NOISE,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals,0.0012716690786871159,END_FACE_TRANSITION_ABSENT,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/FULL_NOISE,0.08413236000024292
