backend,backend_schema_name,condition,failure_classification,finite_output,geometry_seed,planned_trial_id,reference_pose_checksum,rotation_update_rad,runtime_ms,scene_variant,snapshot_checksum,snapshot_id,solver_failure,source_checksum,target_checksum,translation_update_m
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0011125750615659253,1206.7700199986575,END_FACE_TRANSITION_PRESENT,784ffd2a0a36b66c9fca973bf2cd56b1760e095515c3b352645c0a0c8320a093,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/FULL_NOISE,False,ccc0eeb156aebaca9285df518c38a267e583b06b7e5cd964a7812c96cbbf5708,d8249b8a279441138357e66f93004853f4319fa250a98accba2edb8a804ac3b4,0.0009272910428723053
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0011828673528692264,1214.2586510017281,END_FACE_TRANSITION_PRESENT,2623c0c669564ad33aaf4067228b17241c7e781bde33f1fdd27e837ff0c76220,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/INDEPENDENT_NOISE_FREE,False,ff331c02c3ef27f67d079986f1095fd3240837656ec77d53b8953ade9623bbc5,0abec25d0f97ba9317442a6b32241e73c5eb2066b7d4803938ab71f2fb87e0c2,0.0009573158249047623
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1850310744,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.00047583966340610586,1278.841122999438,END_FACE_TRANSITION_WEAK,9bf024570b35e7c3099f14962be91d25ba32920c24d58fc03e8edfdec82cd871,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/FULL_NOISE,False,e0db324a5625175cd9d3d2861d0c65cecd6c7707a8508dad55e6d2f135d16d37,157e440e93fa13391a74e3c827b442381b9d09e54b2b8675a4997ac3dbf26837,0.002018154062315402
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1850310744,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.000492936219856751,1169.9335299927043,END_FACE_TRANSITION_WEAK,54c1034f5a017e8573530c52b6aa9840d35a9029a658edd21ac710ed5255380b,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/INDEPENDENT_NOISE_FREE,False,1ca17693ae58114623a1cf09a4626f942828173611ba6390e2ec43a8970caac4,458ac14d8e29eb934f3cac565aeba26afa53259a6b25e0a2022076219d18dbfe,0.001136419930418025
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1957656152,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0008873755809711436,1147.7084460057085,END_FACE_TRANSITION_WEAK,d89af3dce6c8b695ecc8768178d1fcb31251e8092ece79915bb3f38d4e9777ab,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/FULL_NOISE,False,1e293414cd97f2903a03a4db5bb1d6bdbc42619106c3a8967f95ca75eece617d,2cba6d8e69b5fcb5bd775551f4772dd08731e2e9828341b64d0ddc5f4b10e961,0.005881402759312936
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1957656152,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0015182527962527708,970.7965069974307,END_FACE_TRANSITION_WEAK,b04660ddfcfda3b3aa5c18f35513247990acbdddfc045150af3cc665f807fc6a,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/INDEPENDENT_NOISE_FREE,False,459a0e1e530b9468c7a34e261e79c8bcc8060d6051a108a0d796ef3d794b82ce,eec83d4dd4570273140f6015431cea0213324bf78467f99e7dae186e6e8eae16,0.0009566385131673243
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0008886668885576744,1112.2923880029703,END_FACE_TRANSITION_WEAK,a3e22f039d38b62a6df1068e21d89730f6cfa63ba3636c5df4e8c51f2c51848b,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/FULL_NOISE,False,830c5810cdb1c1e5e14dd1bfc6889e3716d4d8f9e85fc0b46113404dddf50064,03055a9f6f5f3ebbf77b178ae2e6a6a1452929ef59cdce82768cafcf78e051d9,0.0012246245180009836
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1334931069,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0013170119290135522,1094.2043819959508,END_FACE_TRANSITION_WEAK,c4cfa0ed20c2caf07acb2df48ea4a8c056a5377714528fa4c20fb76d58f84f8e,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/INDEPENDENT_NOISE_FREE,False,7f31686491a3ec0c34f16f88e988212d1a11f6206d862952f17aa4bacadec4a3,945369fda3bedcfe4949018361194ebb89e3287fd6f7fe8f147e08c4d0805fee,0.002858082264166201
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1850310744,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.00024402522132729778,1008.4043109964114,GEOMETRY_RICH_ROOM,141f37585300aaddea63c5b15ba3af7f079703a0f1f16cb1059403db93b1b86b,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g0/FULL_NOISE,False,b1a0935bce373cc4f38c53375b489a2da1fdc5a29d57e846140d4da2d515c2fb,9ddda14df3cf83f406bed7976ca913e0031096e2a253d0339125884fd79339a3,0.000888222638007706
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1850310744,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0002403466789621882,1010.8244720031507,GEOMETRY_RICH_ROOM,57b5e495ee39cafeefc1d0eb88dff088b0274c497229d37a698417eaaa828298,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g0/INDEPENDENT_NOISE_FREE,False,2f12907bede8793bfba69c143a23998e229ff8d24d0fc7c2902530473e879752,dd567e90b8bbee1fe577f745911bf07537a01f9745806a11fdabc62d5b9c9903,0.0008878159128543235
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1957656152,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.00019093576792115802,1006.8716509995284,GEOMETRY_RICH_ROOM,9b4817ac3a2134d83843ab831adb04816cde82f9bd44dfe09fb23c9166927d80,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g1/FULL_NOISE,False,cc37bb2e40cb991dd4a635186ffc366f3acde48cedde4621c011a237e95eae80,6d919e70370d6c2a4a3222e4ddcb576f73ded13beaced3893c238d066423d35a,0.0006923289848866538
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1957656152,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0001941399778872906,976.7072730028303,GEOMETRY_RICH_ROOM,4d76e2d883da669a427c2555a7333d4dcea54fbff61c0470f723807b374837ad,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g1/INDEPENDENT_NOISE_FREE,False,ea0a9abf54c3b85fe11c5bada76be8af4e383679dce85a6e5db13aafeb8fdab3,6659eb404a2d58fac0557186e1a47ee9aae5741cafbc270d6a7b27c2378572b2,0.0006390260886632767
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1334931069,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,8.89001786105449e-05,1102.7668309980072,GEOMETRY_RICH_ROOM,a5169d5eed855e0c38e40d8dbafc5622d1e4c18e1e7844f7371d05655c396def,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g2/FULL_NOISE,False,9caccfee7043480ff26630eaa18dd337e224278241dc42ce95393334321133c4,1a53a2e3f457be752a5c005b966438240a8116509218e6411b1967254633e9ea,0.0010928786341043543
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1334931069,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,9.941547841883583e-05,971.9990590092493,GEOMETRY_RICH_ROOM,dc18b3067823221494c2d918b9a91826293f779889d98ea7beb34c037fe44ff5,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g2/INDEPENDENT_NOISE_FREE,False,3cff59b9bd2da95f123c61a06c3d34a16ebf0ab13dac03cff2a1db30b12495a5,394b9a5829d8e78542ba9876fa150321628ef5cf0888f3bab5ae4b8a9f8e7dfd,0.0011151226986853555
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1850310744,phase-b-signal-v1/LONG_CORRIDOR/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0006259425847653013,1152.9640980006661,LONG_CORRIDOR,7f47149103b54c1fe0d14599fedca640734ba8aab37b4164723a1e670dae8949,phase-b-signal-v1/LONG_CORRIDOR/g0/FULL_NOISE,False,8fa57d5670c3a00d13b5bd3ff3ca0bcbb5d967a745f32f16f2d3f32ff47acb73,d5b5ae4de161a7fc1226c4643ae95df2f399b9fd9789ccdd99549a13c48e9019,0.10023363660854462
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1850310744,phase-b-signal-v1/LONG_CORRIDOR/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0006320437861669865,1289.0020219929283,LONG_CORRIDOR,7d411103ecea1dff94cc308b62e884de020f76a5acab8186a6082054b62634cb,phase-b-signal-v1/LONG_CORRIDOR/g0/INDEPENDENT_NOISE_FREE,False,fd5822a28fef2c6e39059bd54c707294688e6399de2b4dfc379a7edcda6d9169,36d1d7f8a62ac7c24d685971c333bcabcf517c23ea69a9d405c0ebcae7e3d6a9,0.09918486396669692
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1957656152,phase-b-signal-v1/LONG_CORRIDOR/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0002294587883877733,2861.3224439905025,LONG_CORRIDOR,22ff2aeb41b7f770a03218f434341f0a4104aa732d553b14355938f43cbbb3f9,phase-b-signal-v1/LONG_CORRIDOR/g1/FULL_NOISE,False,5011c79447bf17ba7634d8279a610a12a5f52079c779ff29c4eba7010ca193e9,2027ca3a225b6a4d40a4c00e1b48e3b6809f700f1eca366b622054542bdbe062,0.017109531094413155
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1957656152,phase-b-signal-v1/LONG_CORRIDOR/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.00034068241163121585,2755.8063579926966,LONG_CORRIDOR,5948afe4dc36170ee1bf44098e157b91b2385f0e5a388272131d393faa71d32e,phase-b-signal-v1/LONG_CORRIDOR/g1/INDEPENDENT_NOISE_FREE,False,a4d501b85733dfc07735e198a2424c3cc3cca9c74ae3f5f7a7cad589eb9a3a24,2c8d9294ae79739b20fbaf2a45b51b1033ec7230d425878b11e7a531c36ac918,0.00899904226765225
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1334931069,phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0005688905356293932,3271.6868210118264,LONG_CORRIDOR,3c181f7e481623baef426c8ed015a17c134a0b2d32a73213f1d211fad4ae76f3,phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE,False,71cf44bf25fda9da5a04fb44afbd6c7e84822e267a7b40a3aa82c891b2c230db,26d34f66ebcb4b74169f10703ca8db8b40450b48a8a7cdad45794ca4a5ee8fba,0.004857989611826045
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1334931069,phase-b-signal-v1/LONG_CORRIDOR/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0007270770865390135,1127.698270996916,LONG_CORRIDOR,755c6399a7fab7c80f7127a6e46d2f5e677b26e989597f3e497ab55e9cea9293,phase-b-signal-v1/LONG_CORRIDOR/g2/INDEPENDENT_NOISE_FREE,False,f97a6bf988fa354393c73f8fc94573cb454b00824560613e34d72369b45aa3f5,6fa6e98ced218c8d5662fd4256a498b5f882f82e2b602a45aaabbd6f70698f9c,0.005580800191100977
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1850310744,phase-b-signal-v1/PARALLEL_WALLS/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0008677382000494731,884.1144199977862,PARALLEL_WALLS,15354f711d2c42ee480d35489832a854605131c6bae0c898b62aaafc94b55a35,phase-b-signal-v1/PARALLEL_WALLS/g0/FULL_NOISE,False,72b063818e7310d570caadcf6df0fcefc3afcac6dbfaaa2ea7f33d09d03b453e,eaeaf60b2eb6cdf3a4f2dc39cb62f0d66df13007f28d155f42fc7d951c1186ae,0.0032259012650381483
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1850310744,phase-b-signal-v1/PARALLEL_WALLS/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0008639850696820123,745.8337620046223,PARALLEL_WALLS,d6f7384878fcf64eaf5b363d99098ece7aeead1e64c44234dce28d36ebb12a39,phase-b-signal-v1/PARALLEL_WALLS/g0/INDEPENDENT_NOISE_FREE,False,12b57d4434623cd3b4ff606b8916074e33342b1679c6f02de062bac57b7a49c7,36752fba8d45616419ab39c15fdedae442e016d91acb32f9e5c9f36dc570e6fc,0.0032911520072346225
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1957656152,phase-b-signal-v1/PARALLEL_WALLS/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.00028190403627445054,1065.2695830067387,PARALLEL_WALLS,ee79c301183a17aac6717578a92cf9864388bdfa9e271b2270d1fe7366db3819,phase-b-signal-v1/PARALLEL_WALLS/g1/FULL_NOISE,False,dabb3489999ebce288cd619e09f9bea6c9c275f2623e2f98c343106913c86942,0db417848ea69c3b1c7b3ce3c93f81fd9320dcbec3967478314f02f1c20b97b4,0.00154562691165511
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1957656152,phase-b-signal-v1/PARALLEL_WALLS/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.00032215100815064727,980.8243360021152,PARALLEL_WALLS,6ffeb5e310b3777bf22d2894b9c5a9674453e6a1e9922df263495d944d8b4940,phase-b-signal-v1/PARALLEL_WALLS/g1/INDEPENDENT_NOISE_FREE,False,fc68722f98c215a0e63494b80e64ea0ca4d3a02a4beab5cd7638dc43fe7ab7e0,f7e9a1dea0ba5db1da202978c1980afdccf397cf445825e64a57f6858e7568cb,0.00043283584277951465
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1334931069,phase-b-signal-v1/PARALLEL_WALLS/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0005732002915027316,1239.427087988588,PARALLEL_WALLS,a8a1353ba719a93aba6d5d0cd87c6d380d5144675efe67f4299f0d9e210216e4,phase-b-signal-v1/PARALLEL_WALLS/g2/FULL_NOISE,False,4061690ed1be8b990cbaaf154d473755169fa0cc5faf7ae2c81fdc5428406a9e,213791b7ca12cb1193fa60e874d95e0ab362f688e1f73b58805b538374bbed09,0.17124453432332953
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1334931069,phase-b-signal-v1/PARALLEL_WALLS/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0003917804634814531,1116.1514869891107,PARALLEL_WALLS,147ed2a199188e75983d0039a79dd05677cc0c6d51b8439a03c41dcc584899fa,phase-b-signal-v1/PARALLEL_WALLS/g2/INDEPENDENT_NOISE_FREE,False,561aa737c718c4ae8f76c9eb9fefcd03906e0893eff9c208e6504b29735962ae,5ae695fe5845e336eef69e75dd1b840787ec0a4e42e657d1a3c462fa7ef512c8,0.18538625428278296
PCL,pcl_point_to_plane,FULL_NOISE,NONE,True,1850310744,phase-b-signal-v1/REPEATED_STRUCTURE/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.0003090797791349824,4244.1746489930665,REPEATED_STRUCTURE,d157c9ac73f021c21738b0804f381195ca1da0c01610a54604cdd53ed594e02f,phase-b-signal-v1/REPEATED_STRUCTURE/g0/FULL_NOISE,False,0a8977382c1f0a176cc026f0e98908007fcdcd4c701de5020fc474759281886c,5fa09a1d3e9c04cc7504793c6c5f52e8f9fd87fd113ced924ac5d8e4b0c5d488,0.010762322947556534
PCL,pcl_point_to_plane,INDEPENDENT_NOISE_FREE,NONE,True,1850310744,phase-b-signal-v1/REPEATED_STRUCTURE/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,0.000300715248990371,1884.9243430013303,REPEATED_STRUCTURE,d8ff042ab35117a911f9bb4d7156c6e2ab82b1897c4970c3d28e3825de6fc1f2,phase-b-signal-v1/REPEATED_STRUCTURE/g0/INDEPENDENT_NOISE_FREE,False,536fabcc8d94b974d57d8a616dadc78cff9893b44d4e5e4ab87e5ed83df60ba5,c34f78ded1dde8fb0197763d9c802e01e4f25a6e061f92cdc98fd4b26df0f69d,0.010832978224490019
