absolute_difference_m,backend,backend_pass,backend_schema_name,candidate_common_pass,condition,rich_median_m,rich_ratio_denominator_valid,selected_common_weak_scene,weak_median_m,weak_rich_ratio,weak_scene
0.04588398984160547,Open3D,True,open3d_point_to_plane,True,INDEPENDENT_NOISE_FREE,0.0008738429644161413,True,True,0.04675783280602162,53.50827861532637,LONG_CORRIDOR
0.008111226354797926,PCL,True,pcl_point_to_plane,True,INDEPENDENT_NOISE_FREE,0.0008878159128543235,True,True,0.00899904226765225,10.136157887416521,LONG_CORRIDOR
0.00010755223640207783,Open3D,False,open3d_point_to_plane,False,INDEPENDENT_NOISE_FREE,0.0008738429644161413,True,False,0.0009813952008182192,1.123079592995223,PARALLEL_WALLS
0.002403336094380299,PCL,True,pcl_point_to_plane,False,INDEPENDENT_NOISE_FREE,0.0008878159128543235,True,False,0.0032911520072346225,3.7070207456110875,PARALLEL_WALLS
0.1005116767790778,Open3D,True,open3d_point_to_plane,True,FULL_NOISE,0.000875151134750623,True,True,0.10138682791382841,115.85065011967208,LONG_CORRIDOR
0.01622130845640545,PCL,True,pcl_point_to_plane,True,FULL_NOISE,0.000888222638007706,True,True,0.017109531094413155,19.26266046628809,LONG_CORRIDOR
0.002456582960052053,Open3D,True,open3d_point_to_plane,True,FULL_NOISE,0.000875151134750623,True,False,0.0033317340948026764,3.80703853598049,PARALLEL_WALLS
0.0023376786270304425,PCL,True,pcl_point_to_plane,True,FULL_NOISE,0.000888222638007706,True,False,0.0032259012650381483,3.631861120173523,PARALLEL_WALLS
