group,count,ratio,median_angle_error_deg,bootstrap_median_ci95_lower_deg,bootstrap_median_ci95_upper_deg,bootstrap_resamples,mann_whitney_u,mann_whitney_two_sided_pvalue,cliffs_delta_reliable_minus_unreliable,minimum_sample_warning,threshold,predicate,comparison_operator,gap_measure,ratio_not_absolute_gap,absolute_gap_used_for_assignment,eigenvalue_order,regularization,threshold_source,threshold_origin_domain,threshold_recalibrated_on_current_real_pilot,nonfinite_angle_error_count,minority_group_count,majority_group_ratio,reliability_state_nearly_constant,near_constant_definition,reliability_validation_sufficient,nan_primary_eigengap_ratio_count,nonfinite_primary_eigengap_ratio_count,nonfinite_classified_reliable_count,assignment_mismatch_count,assignment_unparseable_count,eigenvalue_order_mismatch_count,ratio_reconstruction_mismatch_count,regularization_applied_count,unreliable_reason_count,unreliable_reasons_json
reliable,134,0.9640287769784173,30.800324987173312,30.109645493084713,31.220726840897193,10000,426.0,0.3161190551482251,0.2716417910447761,False,0.02,primary_eigengap_ratio >= threshold,>=,primary_eigengap_ratio,True,False,"ascending(lambda_min,lambda_mid,lambda_max)","eigenvalues=max(lambda_i,0); denominator=max(lambda_max,1e-12)",Stage2A synthetic-development configuration; not calibrated on this real pilot,synthetic_development,False,0,5,0.9640287769784173,True,majority_group_ratio >= 0.95,False,0,0,0,0,0,0,0,0,5,"[{""predicate"":""primary_eigengap_ratio >= threshold"",""primary_eigengap_absolute"":4.085919191400933,""primary_eigengap_ratio"":0.01967977811479746,""reason"":""PRIMARY_EIGENGAP_RATIO_BELOW_THRESHOLD"",""scan_index"":227,""threshold"":0.02},{""predicate"":""primary_eigengap_ratio >= threshold"",""primary_eigengap_absolute"":3.9462035260740915,""primary_eigengap_ratio"":0.01963685569546934,""reason"":""PRIMARY_EIGENGAP_RATIO_BELOW_THRESHOLD"",""scan_index"":238,""threshold"":0.02},{""predicate"":""primary_eigengap_ratio >= threshold"",""primary_eigengap_absolute"":3.24248558753807,""primary_eigengap_ratio"":0.01618824418971043,""reason"":""PRIMARY_EIGENGAP_RATIO_BELOW_THRESHOLD"",""scan_index"":280,""threshold"":0.02},{""predicate"":""primary_eigengap_ratio >= threshold"",""primary_eigengap_absolute"":3.4273071157856165,""primary_eigengap_ratio"":0.016988256861464435,""reason"":""PRIMARY_EIGENGAP_RATIO_BELOW_THRESHOLD"",""scan_index"":287,""threshold"":0.02},{""predicate"":""primary_eigengap_ratio >= threshold"",""primary_eigengap_absolute"":3.57371347940237,""primary_eigengap_ratio"":0.017928758836525182,""reason"":""PRIMARY_EIGENGAP_RATIO_BELOW_THRESHOLD"",""scan_index"":304,""threshold"":0.02}]"
unreliable,5,0.03597122302158273,28.979867521025483,25.173734092212126,33.70356523458196,10000,426.0,0.3161190551482251,0.2716417910447761,True,0.02,primary_eigengap_ratio >= threshold,>=,primary_eigengap_ratio,True,False,"ascending(lambda_min,lambda_mid,lambda_max)","eigenvalues=max(lambda_i,0); denominator=max(lambda_max,1e-12)",Stage2A synthetic-development configuration; not calibrated on this real pilot,synthetic_development,False,0,5,0.9640287769784173,True,majority_group_ratio >= 0.95,False,0,0,0,0,0,0,0,0,5,"[{""predicate"":""primary_eigengap_ratio >= threshold"",""primary_eigengap_absolute"":4.085919191400933,""primary_eigengap_ratio"":0.01967977811479746,""reason"":""PRIMARY_EIGENGAP_RATIO_BELOW_THRESHOLD"",""scan_index"":227,""threshold"":0.02},{""predicate"":""primary_eigengap_ratio >= threshold"",""primary_eigengap_absolute"":3.9462035260740915,""primary_eigengap_ratio"":0.01963685569546934,""reason"":""PRIMARY_EIGENGAP_RATIO_BELOW_THRESHOLD"",""scan_index"":238,""threshold"":0.02},{""predicate"":""primary_eigengap_ratio >= threshold"",""primary_eigengap_absolute"":3.24248558753807,""primary_eigengap_ratio"":0.01618824418971043,""reason"":""PRIMARY_EIGENGAP_RATIO_BELOW_THRESHOLD"",""scan_index"":280,""threshold"":0.02},{""predicate"":""primary_eigengap_ratio >= threshold"",""primary_eigengap_absolute"":3.4273071157856165,""primary_eigengap_ratio"":0.016988256861464435,""reason"":""PRIMARY_EIGENGAP_RATIO_BELOW_THRESHOLD"",""scan_index"":287,""threshold"":0.02},{""predicate"":""primary_eigengap_ratio >= threshold"",""primary_eigengap_absolute"":3.57371347940237,""primary_eigengap_ratio"":0.017928758836525182,""reason"":""PRIMARY_EIGENGAP_RATIO_BELOW_THRESHOLD"",""scan_index"":304,""threshold"":0.02}]"
