absolute_median_difference_m,backend,condition,corridor_median_m,geometry_level_paired_win_count,geometry_level_paired_win_rate,geometry_rows_json,original_absolute_median_difference_m,original_paired_win_rate,original_weak_rich_median_ratio,primary_scene_effect_unique_unit_cell_pass,rich_median_m,unique_input_corridor_count,unique_input_rich_count,weak_rich_median_ratio
0.04588398984160548,Open3D,INDEPENDENT_NOISE_FREE,0.046757832806021624,3,1.0,"[{""corridor_median_m"":0.11010281017453699,""geometry_seed"":1850310744,""paired_win"":true,""rich_median_m"":0.0008738429644161412},{""corridor_median_m"":0.007053587838090647,""geometry_seed"":1957656152,""paired_win"":true,""rich_median_m"":0.0006396775778417789},{""corridor_median_m"":0.046757832806021624,""geometry_seed"":1334931069,""paired_win"":true,""rich_median_m"":0.00111681403164967}]",0.04588398984160548,1.0,53.50827861532638,True,0.0008738429644161412,3,3,53.50827861532638
0.10693565997717358,Open3D,FULL_NOISE,0.10782293035471933,3,1.0,"[{""corridor_median_m"":0.10999902612456,""geometry_seed"":1850310744,""paired_win"":true,""rich_median_m"":0.0008872703775457537},{""corridor_median_m"":0.10848692246558275,""geometry_seed"":1957656152,""paired_win"":true,""rich_median_m"":0.0006324349752005333},{""corridor_median_m"":0.0024633900026367088,""geometry_seed"":1334931069,""paired_win"":true,""rich_median_m"":0.0010445135795223745}]",0.10693565997717358,0.9666666666666667,121.52206709860462,True,0.0008872703775457537,30,30,121.52206709860462
0.008111226354797926,PCL,INDEPENDENT_NOISE_FREE,0.00899904226765225,3,1.0,"[{""corridor_median_m"":0.09918486396669692,""geometry_seed"":1850310744,""paired_win"":true,""rich_median_m"":0.0008878159128543235},{""corridor_median_m"":0.00899904226765225,""geometry_seed"":1957656152,""paired_win"":true,""rich_median_m"":0.0006390260886632767},{""corridor_median_m"":0.005580800191100977,""geometry_seed"":1334931069,""paired_win"":true,""rich_median_m"":0.0011151226986853555}]",0.008111226354797926,1.0,10.136157887416521,True,0.0008878159128543235,3,3,10.136157887416521
0.017627972801361608,PCL,FULL_NOISE,0.018527063931656186,3,1.0,"[{""corridor_median_m"":0.09910165403913826,""geometry_seed"":1850310744,""paired_win"":true,""rich_median_m"":0.0008990911302945776},{""corridor_median_m"":0.018527063931656186,""geometry_seed"":1957656152,""paired_win"":true,""rich_median_m"":0.0006324772780391584},{""corridor_median_m"":0.0036001174113620598,""geometry_seed"":1334931069,""paired_win"":true,""rich_median_m"":0.0010680745951433352}]",0.017627972801361608,1.0,20.606436107968268,True,0.0008990911302945776,30,30,20.606436107968268
