backend_schema_name,effective_unique_input_count,minimum_fold_relative_improvement,model_a_cv_mae,model_b_better_fold_count,model_b_cv_mae,relative_improvement,row_count,weighting_gate_pass,weighting_scheme
open3d_point_to_plane,861,0.4649085484129181,0.5326584657015412,3,0.2785631054651484,0.4770324262127983,1050,True,ORIGINAL_TRIAL_WEIGHTED
open3d_point_to_plane,861,0.48241288951146744,0.5192529694994993,3,0.2505718344670086,0.5174378401561549,1050,True,UNIQUE_INPUT_WEIGHTED
open3d_point_to_plane,861,0.4669824037756329,0.5340200485007486,3,0.27821249917322965,0.4790223701257919,1050,True,UNIQUE_INPUT_CONDITION_BALANCED
pcl_point_to_plane,861,0.3489562746589702,0.5095596605871265,3,0.3037709189015346,0.40385603022122535,1050,True,ORIGINAL_TRIAL_WEIGHTED
pcl_point_to_plane,861,0.37660790813108025,0.49534156904514043,3,0.2832719130339084,0.42812812262058736,1050,True,UNIQUE_INPUT_WEIGHTED
pcl_point_to_plane,861,0.34860993507685917,0.5089765456557502,3,0.3037385931558234,0.40323656217891996,1050,True,UNIQUE_INPUT_CONDITION_BALANCED
