condition,geometry_seed,repeat_index,repeat_index_changes_input,scene_variant,unique_pair_count
FULL_NOISE,1957656152,4,True,LONG_CORRIDOR,2
INDEPENDENT_NOISE_FREE,1957656152,0,False,LONG_CORRIDOR,1
INDEPENDENT_NOISE_FREE,1957656152,1,False,LONG_CORRIDOR,1
INDEPENDENT_NOISE_FREE,1957656152,2,False,LONG_CORRIDOR,1
INDEPENDENT_NOISE_FREE,1957656152,3,False,LONG_CORRIDOR,1
INDEPENDENT_NOISE_FREE,1957656152,4,False,LONG_CORRIDOR,1
MAP_NOISE_ONLY,1957656152,0,True,LONG_CORRIDOR,2
MAP_NOISE_ONLY,1957656152,1,True,LONG_CORRIDOR,2
MAP_NOISE_ONLY,1957656152,2,True,LONG_CORRIDOR,2
MAP_NOISE_ONLY,1957656152,3,True,LONG_CORRIDOR,2
MAP_NOISE_ONLY,1957656152,4,True,LONG_CORRIDOR,2
SCAN_NOISE_ONLY,1957656152,0,True,LONG_CORRIDOR,2
SCAN_NOISE_ONLY,1957656152,1,True,LONG_CORRIDOR,2
SCAN_NOISE_ONLY,1957656152,2,True,LONG_CORRIDOR,2
SCAN_NOISE_ONLY,1957656152,3,True,LONG_CORRIDOR,2
SCAN_NOISE_ONLY,1957656152,4,True,LONG_CORRIDOR,2
DROPOUT_ONLY,1334931069,0,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1334931069,1,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1334931069,2,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1334931069,3,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1334931069,4,True,PARALLEL_WALLS,2
FULL_NOISE,1334931069,0,True,PARALLEL_WALLS,2
FULL_NOISE,1334931069,1,True,PARALLEL_WALLS,2
FULL_NOISE,1334931069,2,True,PARALLEL_WALLS,2
FULL_NOISE,1334931069,3,True,PARALLEL_WALLS,2
FULL_NOISE,1334931069,4,True,PARALLEL_WALLS,2
INDEPENDENT_NOISE_FREE,1334931069,0,False,PARALLEL_WALLS,1
INDEPENDENT_NOISE_FREE,1334931069,1,False,PARALLEL_WALLS,1
INDEPENDENT_NOISE_FREE,1334931069,2,False,PARALLEL_WALLS,1
INDEPENDENT_NOISE_FREE,1334931069,3,False,PARALLEL_WALLS,1
INDEPENDENT_NOISE_FREE,1334931069,4,False,PARALLEL_WALLS,1
MAP_NOISE_ONLY,1334931069,0,True,PARALLEL_WALLS,2
MAP_NOISE_ONLY,1334931069,1,True,PARALLEL_WALLS,2
MAP_NOISE_ONLY,1334931069,2,True,PARALLEL_WALLS,2
MAP_NOISE_ONLY,1334931069,3,True,PARALLEL_WALLS,2
MAP_NOISE_ONLY,1334931069,4,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1334931069,0,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1334931069,1,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1334931069,2,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1334931069,3,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1334931069,4,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1850310744,0,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1850310744,1,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1850310744,2,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1850310744,3,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1850310744,4,True,PARALLEL_WALLS,2
FULL_NOISE,1850310744,0,True,PARALLEL_WALLS,2
FULL_NOISE,1850310744,1,True,PARALLEL_WALLS,2
FULL_NOISE,1850310744,2,True,PARALLEL_WALLS,2
FULL_NOISE,1850310744,3,True,PARALLEL_WALLS,2
FULL_NOISE,1850310744,4,True,PARALLEL_WALLS,2
INDEPENDENT_NOISE_FREE,1850310744,0,False,PARALLEL_WALLS,1
INDEPENDENT_NOISE_FREE,1850310744,1,False,PARALLEL_WALLS,1
INDEPENDENT_NOISE_FREE,1850310744,2,False,PARALLEL_WALLS,1
INDEPENDENT_NOISE_FREE,1850310744,3,False,PARALLEL_WALLS,1
INDEPENDENT_NOISE_FREE,1850310744,4,False,PARALLEL_WALLS,1
MAP_NOISE_ONLY,1850310744,0,True,PARALLEL_WALLS,2
MAP_NOISE_ONLY,1850310744,1,True,PARALLEL_WALLS,2
MAP_NOISE_ONLY,1850310744,2,True,PARALLEL_WALLS,2
MAP_NOISE_ONLY,1850310744,3,True,PARALLEL_WALLS,2
MAP_NOISE_ONLY,1850310744,4,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1850310744,0,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1850310744,1,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1850310744,2,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1850310744,3,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1850310744,4,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1957656152,0,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1957656152,1,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1957656152,2,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1957656152,3,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1957656152,4,True,PARALLEL_WALLS,2
FULL_NOISE,1957656152,0,True,PARALLEL_WALLS,2
FULL_NOISE,1957656152,1,True,PARALLEL_WALLS,2
FULL_NOISE,1957656152,2,True,PARALLEL_WALLS,2
FULL_NOISE,1957656152,3,True,PARALLEL_WALLS,2
FULL_NOISE,1957656152,4,True,PARALLEL_WALLS,2
INDEPENDENT_NOISE_FREE,1957656152,0,False,PARALLEL_WALLS,1
INDEPENDENT_NOISE_FREE,1957656152,1,False,PARALLEL_WALLS,1
INDEPENDENT_NOISE_FREE,1957656152,2,False,PARALLEL_WALLS,1
INDEPENDENT_NOISE_FREE,1957656152,3,False,PARALLEL_WALLS,1
INDEPENDENT_NOISE_FREE,1957656152,4,False,PARALLEL_WALLS,1
MAP_NOISE_ONLY,1957656152,0,True,PARALLEL_WALLS,2
MAP_NOISE_ONLY,1957656152,1,True,PARALLEL_WALLS,2
MAP_NOISE_ONLY,1957656152,2,True,PARALLEL_WALLS,2
MAP_NOISE_ONLY,1957656152,3,True,PARALLEL_WALLS,2
MAP_NOISE_ONLY,1957656152,4,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1957656152,0,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1957656152,1,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1957656152,2,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1957656152,3,True,PARALLEL_WALLS,2
SCAN_NOISE_ONLY,1957656152,4,True,PARALLEL_WALLS,2
DROPOUT_ONLY,1334931069,0,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1334931069,1,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1334931069,2,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1334931069,3,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1334931069,4,True,REPEATED_STRUCTURE,2
FULL_NOISE,1334931069,0,True,REPEATED_STRUCTURE,2
FULL_NOISE,1334931069,1,True,REPEATED_STRUCTURE,2
FULL_NOISE,1334931069,2,True,REPEATED_STRUCTURE,2
FULL_NOISE,1334931069,3,True,REPEATED_STRUCTURE,2
FULL_NOISE,1334931069,4,True,REPEATED_STRUCTURE,2
INDEPENDENT_NOISE_FREE,1334931069,0,False,REPEATED_STRUCTURE,1
INDEPENDENT_NOISE_FREE,1334931069,1,False,REPEATED_STRUCTURE,1
INDEPENDENT_NOISE_FREE,1334931069,2,False,REPEATED_STRUCTURE,1
INDEPENDENT_NOISE_FREE,1334931069,3,False,REPEATED_STRUCTURE,1
INDEPENDENT_NOISE_FREE,1334931069,4,False,REPEATED_STRUCTURE,1
MAP_NOISE_ONLY,1334931069,0,True,REPEATED_STRUCTURE,2
MAP_NOISE_ONLY,1334931069,1,True,REPEATED_STRUCTURE,2
MAP_NOISE_ONLY,1334931069,2,True,REPEATED_STRUCTURE,2
MAP_NOISE_ONLY,1334931069,3,True,REPEATED_STRUCTURE,2
MAP_NOISE_ONLY,1334931069,4,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1334931069,0,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1334931069,1,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1334931069,2,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1334931069,3,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1334931069,4,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1850310744,0,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1850310744,1,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1850310744,2,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1850310744,3,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1850310744,4,True,REPEATED_STRUCTURE,2
FULL_NOISE,1850310744,0,True,REPEATED_STRUCTURE,2
FULL_NOISE,1850310744,1,True,REPEATED_STRUCTURE,2
FULL_NOISE,1850310744,2,True,REPEATED_STRUCTURE,2
FULL_NOISE,1850310744,3,True,REPEATED_STRUCTURE,2
FULL_NOISE,1850310744,4,True,REPEATED_STRUCTURE,2
INDEPENDENT_NOISE_FREE,1850310744,0,False,REPEATED_STRUCTURE,1
INDEPENDENT_NOISE_FREE,1850310744,1,False,REPEATED_STRUCTURE,1
INDEPENDENT_NOISE_FREE,1850310744,2,False,REPEATED_STRUCTURE,1
INDEPENDENT_NOISE_FREE,1850310744,3,False,REPEATED_STRUCTURE,1
INDEPENDENT_NOISE_FREE,1850310744,4,False,REPEATED_STRUCTURE,1
MAP_NOISE_ONLY,1850310744,0,True,REPEATED_STRUCTURE,2
MAP_NOISE_ONLY,1850310744,1,True,REPEATED_STRUCTURE,2
MAP_NOISE_ONLY,1850310744,2,True,REPEATED_STRUCTURE,2
MAP_NOISE_ONLY,1850310744,3,True,REPEATED_STRUCTURE,2
MAP_NOISE_ONLY,1850310744,4,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1850310744,0,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1850310744,1,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1850310744,2,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1850310744,3,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1850310744,4,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1957656152,0,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1957656152,1,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1957656152,2,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1957656152,3,True,REPEATED_STRUCTURE,2
DROPOUT_ONLY,1957656152,4,True,REPEATED_STRUCTURE,2
FULL_NOISE,1957656152,0,True,REPEATED_STRUCTURE,2
FULL_NOISE,1957656152,1,True,REPEATED_STRUCTURE,2
FULL_NOISE,1957656152,2,True,REPEATED_STRUCTURE,2
FULL_NOISE,1957656152,3,True,REPEATED_STRUCTURE,2
FULL_NOISE,1957656152,4,True,REPEATED_STRUCTURE,2
INDEPENDENT_NOISE_FREE,1957656152,0,False,REPEATED_STRUCTURE,1
INDEPENDENT_NOISE_FREE,1957656152,1,False,REPEATED_STRUCTURE,1
INDEPENDENT_NOISE_FREE,1957656152,2,False,REPEATED_STRUCTURE,1
INDEPENDENT_NOISE_FREE,1957656152,3,False,REPEATED_STRUCTURE,1
INDEPENDENT_NOISE_FREE,1957656152,4,False,REPEATED_STRUCTURE,1
MAP_NOISE_ONLY,1957656152,0,True,REPEATED_STRUCTURE,2
MAP_NOISE_ONLY,1957656152,1,True,REPEATED_STRUCTURE,2
MAP_NOISE_ONLY,1957656152,2,True,REPEATED_STRUCTURE,2
MAP_NOISE_ONLY,1957656152,3,True,REPEATED_STRUCTURE,2
MAP_NOISE_ONLY,1957656152,4,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1957656152,0,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1957656152,1,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1957656152,2,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1957656152,3,True,REPEATED_STRUCTURE,2
SCAN_NOISE_ONLY,1957656152,4,True,REPEATED_STRUCTURE,2
