sequence_id,scene_family,trial_id,window_id,axis_drift_rate,weak_drift_alignment,ODI_median,AIS_median,lambda_min_clamped_median,condition_number_median,weak_alignment_median,path_length,risk_ODI,risk_low_AIS,risk_low_lambda,risk_high_condition,risk_weak_alignment,risk_low_motion,joint_risk_equal,joint_risk_spectral,joint_risk_information,joint_risk_odi_information,joint_risk_no_odi,joint_risk_motion_aware,applied_axis_bias,is_unbiased_protocol
OC-L0-S01-M1,OC,0,11,-0.000144698016496,nan,0.51324133267,9.49025160029,1378.81110811,60.486109186,nan,7.76875887608,0.20630997383,0.209217795871,0.177231753417,0.177231753417,nan,0.939081128235,0.192497819133,0.186924493554,0.187893767568,0.197586507706,0.375690607735,0.341814480954,0,true
OC-L0-S01-M1,OC,0,12,4.55573304653e-05,nan,0.512998273693,9.49025160029,1375.91009711,60.6175965019,nan,7.84290906315,0.188863041582,0.209217795871,0.200494329747,0.200494329747,nan,0.915818551905,0.199767374237,0.196617233692,0.203402151788,0.199525055733,0.381506251817,0.34297760977,0,true
OC-L0-S01-M1,OC,0,13,8.42317037907e-05,nan,0.512025514928,9.49665940981,1405.15736842,59.3492190677,nan,7.92702711628,0.0492875835999,0.089997092178,0.113259668508,0.113259668508,nan,0.892555975574,0.0914510031986,0.0919356402055,0.105505476398,0.0841814480954,0.302268101192,0.251671997674,0,true
OC-L0-S01-M1,OC,0,14,-8.80749191303e-05,nan,0.512079208109,9.49818930515,1422.49869044,58.6106985301,nan,8.01238317296,0.0551032276825,0.0551032276825,0.0492875835999,0.0492875835999,nan,0.863477755161,0.0521954056412,0.0512261316274,0.0512261316274,0.0531646796549,0.254289037511,0.214451875545,0,true
OC-L0-S01-M1,OC,0,15,-0.00031845523758,nan,0.512014216181,9.49983977312,1435.88564138,58.057022376,nan,8.0898465341,0.0434719395173,0.020209363187,0.020209363187,0.020209363187,nan,0.840215178831,0.0260250072696,0.0279635552971,0.020209363187,0.0279635552971,0.225210817098,0.188863041582,0,true
OC-L0-S01-M1,OC,0,16,2.48495329431e-05,nan,0.512575452329,9.49580005989,1426.89563578,58.441923996,nan,8.1510586321,0.119075312591,0.113259668508,0.0376562954347,0.0376562954347,nan,0.811136958418,0.0769118929921,0.0647959678201,0.0628574197926,0.089997092178,0.249927304449,0.223756906077,0,true
OC-L0-S01-M1,OC,0,17,-0.000121005641081,nan,0.512713153675,9.49502857251,1407.45859676,59.2584456567,nan,8.18951902693,0.142337888921,0.130706600756,0.0958127362605,0.101628380343,nan,0.79369002617,0.11762140157,0.113259668508,0.109382572453,0.122952408646,0.280459435883,0.25283512649,0,true
OC-L0-S01-M1,OC,0,18,-0.000150471764824,nan,0.512720138173,9.49434978503,1419.0093322,58.7726421126,nan,8.20138583106,0.151061355045,0.145245710962,0.0667345158476,0.0667345158476,nan,0.787874382088,0.107444024426,0.0948434622468,0.0929049142192,0.121013860618,0.266647281186,0.243530095958,0,true
OC-L0-S01-M1,OC,0,19,8.15404534372e-05,nan,0.512720138173,9.49434978503,1420.82198089,58.7011706377,nan,8.18586323553,0.151061355045,0.145245710962,0.0551032276825,0.060918871765,nan,0.799505670253,0.103082291364,0.0890278181642,0.0870892701367,0.117136764563,0.265193370166,0.242366967142,0,true
OC-L0-S01-M1,OC,0,20,2.82850851062e-05,nan,0.511261269828,9.50442532194,1434.21138424,58.1482241245,nan,8.14514077421,0.00276243093923,0.00276243093923,0.0260250072696,0.0260250072696,nan,0.822768246583,0.0143937191044,0.0182708151594,0.0182708151594,0.0105166230493,0.219395173015,0.1760686246,0,true
