geometry_pair_count,geometry_pairs_passed,geometry_axis_information_monotonic_pairs,measurement_sets_strictly_nested,psd_increment_valid,delta_H_min_eigenvalue,observation_pair_count,observation_pairs_passed,observation_nested_pairs
52,52,52,True,True,-1.770943391948988e-10,52,52,52
