scene_variant,geometry_seed,noise_condition,registration_backend,trial_count,translation_repeatability_covariance,translation_repeatability_rms_m,rotation_repeatability_covariance,rotation_repeatability_rms_rad,translation_error_median_m,translation_error_iqr_m,translation_error_q95_m,rotation_error_median_rad,rotation_error_iqr_rad,rotation_error_q95_rad
GEOMETRY_RICH_ROOM,1850310744,FULL_NOISE,open3d_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0008751492562068,0.0,0.0008751492562068,0.000242659261698,0.0,0.000242659261698
GEOMETRY_RICH_ROOM,1850310744,IDEAL_MATCHED,native_frozen,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0004078888365268,0.0,0.0004078888365268,2.6913685290840636e-05,0.0,2.6913685290840636e-05
GEOMETRY_RICH_ROOM,1850310744,IDEAL_MATCHED,native_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.000441014988808,0.0,0.000441014988808,4.192074022461954e-05,0.0,4.192074022461954e-05
GEOMETRY_RICH_ROOM,1850310744,IDEAL_MATCHED,open3d_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,3.340954274063999e-19,0.0,3.340954274063999e-19,7.440863529661434e-20,0.0,7.440863529661434e-20
GEOMETRY_RICH_ROOM,1850310744,INDEPENDENT_NOISE_FREE,native_frozen,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0008426098087043,0.0,0.0008426098087043,4.028875295686809e-05,0.0,4.028875295686809e-05
GEOMETRY_RICH_ROOM,1850310744,INDEPENDENT_NOISE_FREE,native_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0008411999437993,0.0,0.0008411999437993,3.9105595656048566e-05,0.0,3.9105595656048566e-05
GEOMETRY_RICH_ROOM,1850310744,INDEPENDENT_NOISE_FREE,open3d_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0009561696490941,0.0,0.0009561696490941,0.0002389795062943,0.0,0.0002389795062943
GEOMETRY_RICH_ROOM,1850310744,MAP_NOISE_ONLY,native_frozen,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0008122573871436,0.0,0.0008122573871436,4.114669718652108e-05,0.0,4.114669718652108e-05
GEOMETRY_RICH_ROOM,1850310744,MAP_NOISE_ONLY,native_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0008008946485247,0.0,0.0008008946485247,3.981667666109357e-05,0.0,3.981667666109357e-05
GEOMETRY_RICH_ROOM,1850310744,MAP_NOISE_ONLY,open3d_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0008849932094998,0.0,0.0008849932094998,0.00024104014115,0.0,0.00024104014115
GEOMETRY_RICH_ROOM,1850310744,SCAN_NOISE_ONLY,native_frozen,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0008859336403805,0.0,0.0008859336403805,3.768822876087402e-05,0.0,3.768822876087402e-05
GEOMETRY_RICH_ROOM,1850310744,SCAN_NOISE_ONLY,native_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.000881244280251,0.0,0.000881244280251,3.655618750785287e-05,0.0,3.655618750785287e-05
GEOMETRY_RICH_ROOM,1850310744,SCAN_NOISE_ONLY,open3d_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.000975482448695,0.0,0.000975482448695,0.0002309981976406,0.0,0.0002309981976406
