scene_variant,geometry_seed,noise_condition,registration_backend,trial_count,mean_translation_x_m,mean_translation_y_m,mean_translation_z_m,systematic_translation_offset_m,mean_rotation_x_rad,mean_rotation_y_rad,mean_rotation_z_rad,systematic_rotation_offset_rad,systematic_fraction_translation
END_FACE_TRANSITION_WEAK,1850310744,INDEPENDENT_NOISE_FREE,open3d_full,1,-0.0028122063426226,0.0005234020796192,-9.665548024884174e-05,0.0028621314666343713,-0.0004684053939303,-1.4390101344348234e-07,-9.893213224378284e-07,0.0004684064608085378,1.0
END_FACE_TRANSITION_WEAK,1850310744,MAP_NOISE_ONLY,native_frozen,1,-0.0011863081717603,0.0010617549298597,-0.0010721182249935,0.0019193978477193973,0.0001962703892685,5.411800491954235e-07,1.142349952136444e-06,0.00019627445973143657,1.0
END_FACE_TRANSITION_WEAK,1850310744,MAP_NOISE_ONLY,native_full,1,-0.0234498419626166,0.0012379145421009,-0.0013208381154465,0.02351961168498442,-2.6755776079019104e-05,6.661326444552658e-07,2.2393163999254125e-07,2.6765003860825605e-05,1.0
END_FACE_TRANSITION_WEAK,1850310744,MAP_NOISE_ONLY,open3d_full,1,-0.0026975272255004,0.0005256133046092,-0.0001050458278306,0.0027502649152841086,-0.0004911003702535,9.226692218573088e-08,2.4926293948056094e-08,0.0004911003795535388,1.0
END_FACE_TRANSITION_WEAK,1850310744,SCAN_NOISE_ONLY,native_frozen,1,-0.0132830549553672,0.0010385030144155,-0.0010614613279706,0.013365804787181065,0.0002199251069777,-3.772809256737274e-06,-2.157757624374071e-07,0.00021995757165421735,1.0
END_FACE_TRANSITION_WEAK,1850310744,SCAN_NOISE_ONLY,native_full,1,-0.04055540685437,0.0009740469469234,-0.0012629640162169,0.040586757331481295,-5.06376312914068e-05,-4.849018656684507e-06,-1.067570736820162e-07,5.086938255778339e-05,1.0
END_FACE_TRANSITION_WEAK,1850310744,SCAN_NOISE_ONLY,open3d_full,1,-0.0018131991361961,0.0005190146636306,-5.674378183151418e-05,0.001886872328840086,-0.0004865019131662,-3.837096477007683e-06,-1.9321132012578504e-06,0.0004865208812426956,1.0
GEOMETRY_RICH_ROOM,1850310744,DROPOUT_ONLY,native_frozen,1,-0.0006912563987883,-0.000368496973599,-0.0002884182345874,0.0008347517633763369,3.1195374832002393e-05,-2.079249984831517e-05,-1.3721545446426256e-05,3.992192718656823e-05,1.0
GEOMETRY_RICH_ROOM,1850310744,DROPOUT_ONLY,native_full,1,-0.0006920787090189,-0.000366242779711,-0.0002850735696386,0.0008332908575486719,2.9330514164783333e-05,-2.0913719091339e-05,-1.4166046935960484e-05,3.870839176708106e-05,1.0
GEOMETRY_RICH_ROOM,1850310744,DROPOUT_ONLY,open3d_full,1,-0.000872656337592,-0.0002475293512453,-0.0002910315869821,0.000952627549406756,3.999736643177551e-06,0.0002347676506228,-2.956855569334871e-05,0.00023665617920932158,1.0
GEOMETRY_RICH_ROOM,1850310744,FULL_NOISE,native_frozen,1,-0.000719462529279,-0.000386025499552,-0.0002840339449039,0.0008644751582310384,4.275273759983859e-05,-6.679143216488964e-06,-7.049997086962645e-06,4.384187479240828e-05,1.0
GEOMETRY_RICH_ROOM,1850310744,FULL_NOISE,native_full,1,-0.000702465574586,-0.0003895087948589,-0.0002819867234555,0.0008512881397952401,4.120822590680309e-05,-1.0355709919095986e-05,-5.084349967443458e-06,4.279263049762217e-05,1.0
