scene_variant,geometry_seed,noise_condition,registration_backend,trial_count,mean_translation_x_m,mean_translation_y_m,mean_translation_z_m,systematic_translation_offset_m,mean_rotation_x_rad,mean_rotation_y_rad,mean_rotation_z_rad,systematic_rotation_offset_rad,systematic_fraction_translation
PARALLEL_WALLS,1850310744,MAP_NOISE_ONLY,native_frozen,1,-0.0220048699613085,0.0004374693823126,0.0016123382212585,0.022068196936186002,-0.0003312182312766,-2.959959773257829e-07,1.0237447945290033e-07,0.0003312183793574142,1.0
PARALLEL_WALLS,1850310744,MAP_NOISE_ONLY,native_full,1,-0.0223256855181568,0.0005857669143828,0.0019433160761803,0.022417757115857122,-0.0001382283579777,-3.060658252441156e-07,-1.10486078854084e-06,0.00013823311232430028,1.0
PARALLEL_WALLS,1850310744,MAP_NOISE_ONLY,open3d_full,1,-0.0037580843345381,-0.0005221258177581,0.0003823976008716,0.0038134028321464538,-0.0008514007694354,1.931171887486732e-08,-1.0331575320413383e-07,0.0008514007759229953,1.0
PARALLEL_WALLS,1850310744,SCAN_NOISE_ONLY,native_frozen,1,-0.0213786976003265,0.0004036590018266,0.0016733967739179,0.02144788820464431,-0.0003303843490917,-2.6872461167003504e-06,3.2319374916393634e-06,0.0003304110846148898,1.0
PARALLEL_WALLS,1850310744,SCAN_NOISE_ONLY,native_full,1,-0.0174627911273442,0.0003839638224625,0.0016767698739983,0.017547309177892764,-0.0003283898253744,-2.6701502121900688e-06,3.1172356073158604e-06,0.0003284154750760325,1.0
PARALLEL_WALLS,1850310744,SCAN_NOISE_ONLY,open3d_full,1,0.0046605315184965,-0.0005532820981504,0.0004533548735987,0.004715104002718147,-0.0008690109222107,-2.51716220883421e-06,2.891381860424077e-06,0.0008690193778714832,1.0
REPEATED_STRUCTURE,1850310744,DROPOUT_ONLY,native_frozen,1,0.0010785067721885,1.7942593042928583e-05,0.0001738359321157,0.0010925738993752758,-0.0003322676513169,-1.3564867877189876e-05,2.559154140995817e-05,0.00033352769711661467,1.0
REPEATED_STRUCTURE,1850310744,DROPOUT_ONLY,native_full,1,0.00163135022825,-1.1657740578657742e-05,0.0001767468856619,0.0016409384302032504,-0.000332793811763,-1.535691168361157e-05,3.157327988661748e-05,0.0003346407445111907,1.0
REPEATED_STRUCTURE,1850310744,DROPOUT_ONLY,open3d_full,1,0.0092498588295474,-0.000539550514502,0.0001371656772373,0.009266596869793534,-0.0002638756874485,-1.4943728285015891e-06,5.8515141169176254e-05,0.0002702899060686833,1.0
REPEATED_STRUCTURE,1850310744,FULL_NOISE,native_frozen,1,0.0005897893517458,-6.859734078408562e-05,0.0001269898505962,0.0006071931296958359,-0.0002855467284505,-1.4234388016887614e-05,2.0071843409233476e-05,0.0002866050083805998,1.0
REPEATED_STRUCTURE,1850310744,FULL_NOISE,native_full,1,0.0011964442100637,-3.161932971931382e-05,0.0001473254267059,0.001205895232249023,-0.0003196998277151,-1.5563753893622253e-05,2.1623781537717277e-05,0.0003208080394945189,1.0
REPEATED_STRUCTURE,1850310744,FULL_NOISE,open3d_full,1,0.0101020786666116,-0.0004714285890841,0.0001199774938069,0.010113784301636812,-0.00030036373717,-6.072512075060278e-07,3.555982603967052e-05,0.0003024619721365473,1.0
REPEATED_STRUCTURE,1850310744,IDEAL_MATCHED,native_frozen,1,-0.0022249174179402,-0.000173259104163,-0.0001104455944298,0.0022343845826441793,-0.0001857222010976,-1.0385814895683895e-05,-4.867147131280238e-06,0.00018607603352603557,1.0
REPEATED_STRUCTURE,1850310744,IDEAL_MATCHED,native_full,1,-0.0063953907444548,-0.0001935288276801,-0.0001885798732035,0.006401096667757705,-0.0007338729731366,-2.388487722268143e-05,1.0581698558034306e-05,0.000734337797205529,1.0
REPEATED_STRUCTURE,1850310744,IDEAL_MATCHED,open3d_full,1,-2.5411024362109414e-18,-5.904343897692101e-19,0.0,2.608795576494893e-18,-5.27276223804474e-19,-1.3874434255761912e-21,-1.0849411564068348e-21,5.272791654200626e-19,
REPEATED_STRUCTURE,1850310744,INDEPENDENT_NOISE_FREE,native_frozen,1,0.0010804488607362,3.0274227067180768e-05,0.0001650635262673,0.001093403967980025,-0.0003375572296437,-1.4000812546041718e-05,2.5345854910497587e-05,0.0003387968689315517,1.0
REPEATED_STRUCTURE,1850310744,INDEPENDENT_NOISE_FREE,native_full,1,0.0016410683714378,-7.0719930609227366e-06,0.0001680527114644,0.0016496657621014944,-0.0003429345607409,-1.566688399148283e-05,3.234646226854352e-05,0.0003448127866333366,1.0
REPEATED_STRUCTURE,1850310744,INDEPENDENT_NOISE_FREE,open3d_full,1,0.0094987601635081,-0.0005136697034838,0.0001337665246405,0.009513579488880089,-0.0002645868959596,-1.718974116161266e-06,5.828872564382287e-05,0.0002709368116789025,1.0
REPEATED_STRUCTURE,1850310744,MAP_NOISE_ONLY,native_frozen,1,0.0009786734781197,-2.3156274338931983e-05,0.0001558606421221,0.0009912772213558044,-0.0003258926055342,-1.927455777251557e-05,2.213016446905868e-05,0.0003272113126079587,1.0
REPEATED_STRUCTURE,1850310744,MAP_NOISE_ONLY,native_full,1,0.0017299171144769,2.5860208120379445e-06,0.0001583528442195,0.0017371515575032967,-0.0003490907304249,-1.837409695740553e-05,2.609400136839597e-05,0.0003505464910892765,1.0
REPEATED_STRUCTURE,1850310744,MAP_NOISE_ONLY,open3d_full,1,0.0108973342343935,-0.0005519621571202,0.0001280426339897,0.01091205528555901,-0.0002681969736524,-3.6090856619211033e-06,4.725744309574109e-05,0.0002723525437802416,1.0
REPEATED_STRUCTURE,1850310744,SCAN_NOISE_ONLY,native_frozen,1,0.0007229456541222,-5.3351081354508e-05,0.0001538788044177,0.0007410637240783627,-0.0002511683134025,-1.7521576125746076e-05,2.402445016534137e-05,0.0002529223230423399,1.0
REPEATED_STRUCTURE,1850310744,SCAN_NOISE_ONLY,native_full,1,0.0014723792475942,-1.1817812431048128e-06,0.000173763104363,0.0014825976061598224,-0.0002742049295616,-1.739561081122886e-05,2.6179108170174865e-05,0.0002760005369124551,1.0
REPEATED_STRUCTURE,1850310744,SCAN_NOISE_ONLY,open3d_full,1,0.0095468017010148,-0.0005443810351413,0.0001453595544456,0.009563414810097344,-0.0002944509971861,-3.2718507733983312e-06,4.026041473251142e-05,0.00029720867373918595,1.0
