backend_input_checksum,dropout_checksum,geometry_seed,map_checksum,map_point_count,map_point_count_before_dropout,measurement_seed,noise_checksum,noise_condition,primitive_count,reference_pose_checksum,repeat_index,scan_checksum,scan_point_count,scan_point_count_before_dropout,scene_checksum,scene_variant,snapshot_id
e0e246c9568e008c1c94b88e82411e00e4054860c7a2aad1edd84ad1a5996387,c222f2c9d16b7c474a22e9932d87338d2d98d6a325e2feea193ed871fe9c7c61,1850310744,5b9f6aa36199af0375e5a5fd182497a86de5fc6f749ec44298755aebf4305336,47809,47809,217775206,71bafe053aba40f21a704c0494dabdcbcd0669a8580cbe9f070737de40f2c60c,INDEPENDENT_NOISE_FREE,4,fbd9f078d7df255c76489939ee84731937c0239eec355c776e01b815b8445903,0,3538ed69e2199bd738ca453a1bf65b5524f5cb05a1db791e1f992bd0dd8a302d,47826,47826,164aa218210d543000ccc9492eb0ec733d7ca0e84121ab235c9636c74f7f4433,END_FACE_TRANSITION_ABSENT,dev::END_FACE_TRANSITION_ABSENT::g1850310744::m217775206::r00::INDEPENDENT_NOISE_FREE
018511a1d70d0892ba5eb66db43d9c203f04b178b910bf79e8666dffab9cf8fd,c222f2c9d16b7c474a22e9932d87338d2d98d6a325e2feea193ed871fe9c7c61,1850310744,5b9f6aa36199af0375e5a5fd182497a86de5fc6f749ec44298755aebf4305336,47809,47809,217775206,5dc2486441dafb7e046bbdd7fe3d447f3b4c38d852b9259fa9a6b956a7d6a850,SCAN_NOISE_ONLY,4,fbd9f078d7df255c76489939ee84731937c0239eec355c776e01b815b8445903,0,0bca2381340a4e59e3be1841fca273818bada626011dd16422c6ab6ec05f6dc2,47826,47826,164aa218210d543000ccc9492eb0ec733d7ca0e84121ab235c9636c74f7f4433,END_FACE_TRANSITION_ABSENT,dev::END_FACE_TRANSITION_ABSENT::g1850310744::m217775206::r00::SCAN_NOISE_ONLY
dd3e5bdb7fa7a95faf60ef9dc00143e52aac0e11f2a0fa18ec92b8ef93915ba6,c222f2c9d16b7c474a22e9932d87338d2d98d6a325e2feea193ed871fe9c7c61,1850310744,6db69f275ff9508e052441a9c5756cf9a6685961ece2a2ffdb4b94630cee8d98,47809,47809,217775206,bcb7d585c79c8a1fbdf1cce76abe309c916fbfaf58dd495118946e12efe7a659,MAP_NOISE_ONLY,4,fbd9f078d7df255c76489939ee84731937c0239eec355c776e01b815b8445903,0,3538ed69e2199bd738ca453a1bf65b5524f5cb05a1db791e1f992bd0dd8a302d,47826,47826,164aa218210d543000ccc9492eb0ec733d7ca0e84121ab235c9636c74f7f4433,END_FACE_TRANSITION_ABSENT,dev::END_FACE_TRANSITION_ABSENT::g1850310744::m217775206::r00::MAP_NOISE_ONLY
b5ab38bde72d8630bdd9506dd34c7cf4d5ef8fe772622f1a1b548cf9f5b41bfa,6569723b2a601b37b008bd1534ad8609cac5796f3b4d3995daa01ac4fe4be69d,1850310744,5b9f6aa36199af0375e5a5fd182497a86de5fc6f749ec44298755aebf4305336,47809,47809,217775206,71bafe053aba40f21a704c0494dabdcbcd0669a8580cbe9f070737de40f2c60c,DROPOUT_ONLY,4,fbd9f078d7df255c76489939ee84731937c0239eec355c776e01b815b8445903,0,b78e844035b7eb18fc6e16e19868d8759eba37c25a30e5eaab32f41885aad8f9,47306,47826,164aa218210d543000ccc9492eb0ec733d7ca0e84121ab235c9636c74f7f4433,END_FACE_TRANSITION_ABSENT,dev::END_FACE_TRANSITION_ABSENT::g1850310744::m217775206::r00::DROPOUT_ONLY
fc22c148b46bc9ee1f34327409c422998055c70f22f7427bd1b1cced7f3d731f,ba11f221c7d035af8f63819a90839ac411ccc4366c3f74552006eccb6dc8f4f0,1850310744,faa853bb46a61fbe8018c7b71d3ae1366634aafaf88d7ee1cd202578ec4ce1f9,47809,47809,217775206,c616b40a331d7c19ed76cf90ac9b88226101fc63028a6722b3c5c6fcf964ac2d,FULL_NOISE,4,fbd9f078d7df255c76489939ee84731937c0239eec355c776e01b815b8445903,0,73040fccda851c0aa0fceca974263fa0664f9625608f831101220007f2b9368c,47359,47826,164aa218210d543000ccc9492eb0ec733d7ca0e84121ab235c9636c74f7f4433,END_FACE_TRANSITION_ABSENT,dev::END_FACE_TRANSITION_ABSENT::g1850310744::m217775206::r00::FULL_NOISE
3d249e0ec55a802e0d3be08235be3bd85d6f8da2df3115bd29f0212422b45d7d,efe41f0800f7fc1e1a8ec4958eff64438571edbf599f946569ad56f38b0a4183,1850310744,7551f3d97df905911a827c60f2eb39e30bf83f733710ee7baf7bae3dc6cfc565,61518,61518,217775206,8f66ab921860a2736e8212407073f0bc92c7b0fa2182f410f1265cc9d69f242d,IDEAL_MATCHED,610,fbd9f078d7df255c76489939ee84731937c0239eec355c776e01b815b8445903,0,038e047d219e3550de3d2dcfa3cb36914e7ebbab209031eca98ab3491c593fda,61518,61518,5da5aa5d7b7239542270a4b8d218ebfd5eb9a67dd54a4aa45a4f6e564f5bb200,REPEATED_STRUCTURE,dev::REPEATED_STRUCTURE::g1850310744::m217775206::r00::IDEAL_MATCHED
057f09da7ae8c96d57523da6a080509ef26e0b32dc09b62da38fe7e4f1815453,377b3543ffb1cd0486d6e19d569a4cbf8260128d498a809b23977f8c9d53c62f,1850310744,7551f3d97df905911a827c60f2eb39e30bf83f733710ee7baf7bae3dc6cfc565,61518,61518,217775206,b47f53baed895bb9c67119717389fc03b444dc272210a69bea91a1f02b2ce809,INDEPENDENT_NOISE_FREE,841,fbd9f078d7df255c76489939ee84731937c0239eec355c776e01b815b8445903,0,fc02ce729352b4bcd3074cae387ec39e96016b8a8e4a0965342e4fd4d11edbf7,60890,60890,14d485bcd1856353d09353fc35c9531fa0210d5bac5ed3ee61bea091fc340d32,REPEATED_STRUCTURE,dev::REPEATED_STRUCTURE::g1850310744::m217775206::r00::INDEPENDENT_NOISE_FREE
721ed7fcc339c63a3bad653372338383ade5e4a4c6e0734ddc2e290a6f0b4831,377b3543ffb1cd0486d6e19d569a4cbf8260128d498a809b23977f8c9d53c62f,1850310744,7551f3d97df905911a827c60f2eb39e30bf83f733710ee7baf7bae3dc6cfc565,61518,61518,217775206,f1bc7332cd4ef8aeb0a111d3239113166c04958a229ef93eec340e3a3980213c,SCAN_NOISE_ONLY,841,fbd9f078d7df255c76489939ee84731937c0239eec355c776e01b815b8445903,0,2ceeb0769f31692258056d6c502adbb3b85aeb3706940357bb292e7d050adbf6,60890,60890,14d485bcd1856353d09353fc35c9531fa0210d5bac5ed3ee61bea091fc340d32,REPEATED_STRUCTURE,dev::REPEATED_STRUCTURE::g1850310744::m217775206::r00::SCAN_NOISE_ONLY
a73a48f491eb0800473bc98eed470336b4e371ac0af338de49854f7c34ff3579,377b3543ffb1cd0486d6e19d569a4cbf8260128d498a809b23977f8c9d53c62f,1850310744,8c358991392175d11f06c553d41d1c3294b82896c4022b5ec1ea21f24620dad6,61518,61518,217775206,e770598b112c817ac02e29462cf9a9dae8dfdef5677c5afb771ba910048eef5b,MAP_NOISE_ONLY,841,fbd9f078d7df255c76489939ee84731937c0239eec355c776e01b815b8445903,0,fc02ce729352b4bcd3074cae387ec39e96016b8a8e4a0965342e4fd4d11edbf7,60890,60890,14d485bcd1856353d09353fc35c9531fa0210d5bac5ed3ee61bea091fc340d32,REPEATED_STRUCTURE,dev::REPEATED_STRUCTURE::g1850310744::m217775206::r00::MAP_NOISE_ONLY
2af10bfb400f98e29f96e25c94084bd9e916924168e3b71808d0eb8369d1fd4c,b67fb1abe26b8668ff70149cb691baf9d5d717862de7647f25e24762c07f4307,1850310744,7551f3d97df905911a827c60f2eb39e30bf83f733710ee7baf7bae3dc6cfc565,61518,61518,217775206,b47f53baed895bb9c67119717389fc03b444dc272210a69bea91a1f02b2ce809,DROPOUT_ONLY,841,fbd9f078d7df255c76489939ee84731937c0239eec355c776e01b815b8445903,0,7e131cef343c5c0a793f586c9014ec7c66bd2b531fd61dacbc06f65967d79b66,60242,60890,14d485bcd1856353d09353fc35c9531fa0210d5bac5ed3ee61bea091fc340d32,REPEATED_STRUCTURE,dev::REPEATED_STRUCTURE::g1850310744::m217775206::r00::DROPOUT_ONLY
fca00123ce0505391bc413272a6dd1f96c42ec371ffb3dc4500cb0748f72d48e,3fd33f7051834fcea353d00558f8387aec2b077b24591f6247f276966f573f9e,1850310744,3a17cec61ddbed33778f46ca2562b6f46d1b7c78402c25a36dedada87fe7c9bd,61518,61518,217775206,36445af23a73a4dbb4e2eb9485f278beb9d01a9616c40798eda1721d70e1510b,FULL_NOISE,841,fbd9f078d7df255c76489939ee84731937c0239eec355c776e01b815b8445903,0,32cc37d41902983d91a4ad6e44be42eefe6c23eaae479b93f91ead8a8fa90eb5,60275,60890,14d485bcd1856353d09353fc35c9531fa0210d5bac5ed3ee61bea091fc340d32,REPEATED_STRUCTURE,dev::REPEATED_STRUCTURE::g1850310744::m217775206::r00::FULL_NOISE
