snapshot_id,scene_variant,geometry_seed,measurement_seed,repeat_index,noise_condition,registration_backend,translation_x_m,translation_y_m,translation_z_m,rotation_x_rad,rotation_y_rad,rotation_z_rad,translation_error_m,rotation_error_rad,rotation_error_deg,solver_failure
dev::END_FACE_TRANSITION_PRESENT::g1850310744::m217775206::r00::SCAN_NOISE_ONLY,END_FACE_TRANSITION_PRESENT,1850310744,217775206,0,SCAN_NOISE_ONLY,open3d_full,0.0002909955739184,-0.0010952256673153,0.0005379620941079,-0.0003532137013289,-1.1135327249683996e-06,4.86037208063571e-06,0.0012544325016052,0.0003532488952259,0.0202396708141074,False
dev::END_FACE_TRANSITION_PRESENT::g1850310744::m217775206::r00::MAP_NOISE_ONLY,END_FACE_TRANSITION_PRESENT,1850310744,217775206,0,MAP_NOISE_ONLY,native_full,-0.0007590689413581,2.65618613950814e-05,-0.0001826035692256,7.148501850320981e-05,3.3917579028681447e-06,3.75402121088419e-07,0.0007811755588273,7.15664224258027e-05,0.0041004539598489,False
dev::END_FACE_TRANSITION_PRESENT::g1850310744::m217775206::r00::MAP_NOISE_ONLY,END_FACE_TRANSITION_PRESENT,1850310744,217775206,0,MAP_NOISE_ONLY,native_frozen,-0.0007446511291658,2.595776388043506e-05,-0.0001820138935,7.150637182343424e-05,3.3614198637667675e-06,3.2743230358523005e-07,0.0007670124947487,7.15860850079482e-05,0.0041015805428201,False
dev::END_FACE_TRANSITION_PRESENT::g1850310744::m217775206::r00::MAP_NOISE_ONLY,END_FACE_TRANSITION_PRESENT,1850310744,217775206,0,MAP_NOISE_ONLY,open3d_full,0.0001547579859915,-0.001083179748135,0.0004442802719806,-0.000286453209334,-1.2455529784742915e-06,3.7021841664563617e-06,0.0011809374924479,0.0002864798399671,0.0164140857456988,False
dev::END_FACE_TRANSITION_PRESENT::g1850310744::m217775206::r00::DROPOUT_ONLY,END_FACE_TRANSITION_PRESENT,1850310744,217775206,0,DROPOUT_ONLY,native_full,-0.0007126666558072,2.3259505025805543e-05,-0.0001853627574115,6.065765727040068e-05,2.247788116685452e-06,1.230045879956462e-06,0.0007367456268677,6.071175297928485e-05,0.0034785272125538,False
dev::END_FACE_TRANSITION_PRESENT::g1850310744::m217775206::r00::DROPOUT_ONLY,END_FACE_TRANSITION_PRESENT,1850310744,217775206,0,DROPOUT_ONLY,native_frozen,-0.0007355599634684,2.159723994661587e-05,-0.0001862599411708,6.145740136169867e-05,2.2998821691620973e-06,1.1199383780392792e-06,0.0007590834383096,6.151061617392201e-05,0.0035242987020148,False
dev::END_FACE_TRANSITION_PRESENT::g1850310744::m217775206::r00::DROPOUT_ONLY,END_FACE_TRANSITION_PRESENT,1850310744,217775206,0,DROPOUT_ONLY,open3d_full,0.0002939745983914,-0.001105747680773,0.000458095421818,-0.0002853891490415,-8.844274536721474e-07,4.199244160334868e-06,0.0012324570635624,0.0002854214116952,0.0163534422728034,False
dev::END_FACE_TRANSITION_PRESENT::g1850310744::m217775206::r00::FULL_NOISE,END_FACE_TRANSITION_PRESENT,1850310744,217775206,0,FULL_NOISE,native_full,-0.0008807791840241,2.106355806574835e-05,-0.0001572030673864,4.07380084804871e-05,1.489576539900463e-06,-3.19643587292954e-08,0.0008949460592037,4.076524493909842e-05,0.0023356764858273,False
dev::END_FACE_TRANSITION_PRESENT::g1850310744::m217775206::r00::FULL_NOISE,END_FACE_TRANSITION_PRESENT,1850310744,217775206,0,FULL_NOISE,native_frozen,-0.0008495920454232,2.066610149465922e-05,-0.0001561132158576,4.183610770536223e-05,1.5580796335445413e-06,-3.565638839397198e-08,0.0008640631154972,4.18651261965991e-05,0.0023986950398477,False
dev::END_FACE_TRANSITION_PRESENT::g1850310744::m217775206::r00::FULL_NOISE,END_FACE_TRANSITION_PRESENT,1850310744,217775206,0,FULL_NOISE,open3d_full,-3.938960817818644e-05,-0.0010820300477791,0.0005386256939299,-0.0003808833340216,-2.484472325699876e-06,1.7170967794370145e-06,0.0012093213814742,0.0003808953073477,0.0218236935473619,False
dev::END_FACE_TRANSITION_WEAK::g1850310744::m217775206::r00::IDEAL_MATCHED,END_FACE_TRANSITION_WEAK,1850310744,217775206,0,IDEAL_MATCHED,native_full,-0.0604848373583927,-0.0001235380755701,0.0002761949185134,-5.262243404734987e-05,-2.692091482858697e-07,-2.636415564911913e-07,0.0604855941159574,5.262378307859971e-05,0.0030151206724157,True
