scene_variant,geometry_seed,measurement_seed,repeat_index,block_id,base_snapshot_id,candidate_anchor,anchor_pose,anchor_translation_error_to_gt_m,anchor_rotation_error_to_gt_rad,anchor_absolute_accuracy_valid,source_condition,full_solver_converged,full_finite_output,deterministic_recheck_pass,full_method_self_consistent,frozen_method_consistent_to_common_anchor,frozen_translation_distance_to_anchor_m,frozen_rotation_distance_to_anchor_rad,conditions_1_to_4_pass,repeat_cluster_count,multiple_attractors,snapshot_anchor_eligible
END_FACE_TRANSITION_ABSENT,1103,2101,0,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r00,FULL_ZERO_SOLUTION_ANCHOR,"[0.0,0.08319641837065042,-0.0004787397103065231,1.4993671178443477,6.985448232190477e-05,-1.764230195219799e-06,1.3889455400042288e-08,0.9999999975586193]",0.08320020289180469,0.0001397535174442078,false,LOCKED_FULL_NOISE,false,true,true,false,false,0.12220899225464682,9.383825473530226e-05,false,2,true,false
END_FACE_TRANSITION_ABSENT,1103,2101,0,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r00,NOISE_FREE_FULL_SOLUTION_ANCHOR,"[0.0,0.013323342090301414,-0.0007633347485434111,1.4995093017114092,1.4063830500722755e-05,5.545691839537519e-07,-2.8669260839445045e-07,0.9999999999009095]",0.013354209418904476,2.8155359560669843e-05,true,NOISE_FREE,true,true,true,true,false,0.051329846963187466,1.12020526618676e-05,true,1,false,true
END_FACE_TRANSITION_ABSENT,1103,2101,1,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r01,GT_REFERENCE_ANCHOR,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]",0.0,0.0,true,LOCKED_FULL_NOISE,false,true,true,false,false,0.03773094269530637,8.450550943521441e-05,false,1,false,false
END_FACE_TRANSITION_ABSENT,1103,2101,1,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r01,FULL_ZERO_SOLUTION_ANCHOR,"[0.0,0.07024090095323476,-0.00040194360636191737,1.4992979821390184,-5.4813789397470295e-05,-2.051135682332921e-06,1.5738343779350754e-06,0.9999999984943821]",0.0702455589661152,0.00010974945327188195,false,LOCKED_FULL_NOISE,false,true,true,false,false,0.10795785339499762,0.00019414390092149523,false,2,true,false
END_FACE_TRANSITION_ABSENT,1103,2101,1,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r01,NOISE_FREE_FULL_SOLUTION_ANCHOR,"[0.0,0.013323342090301414,-0.0007633347485434111,1.4995093017114092,1.4063830500722755e-05,5.545691839537519e-07,-2.8669260839445045e-07,0.9999999999009095]",0.013354209418904476,2.8155359560669843e-05,true,NOISE_FREE,true,true,true,true,false,0.051329846963187466,1.12020526618676e-05,true,1,false,true
END_FACE_TRANSITION_ABSENT,1103,2101,2,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r02,GT_REFERENCE_ANCHOR,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]",0.0,0.0,true,LOCKED_FULL_NOISE,false,true,true,false,false,0.039783143512619246,8.746605449279615e-05,false,1,false,false
END_FACE_TRANSITION_ABSENT,1103,2101,2,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r02,FULL_ZERO_SOLUTION_ANCHOR,"[0.0,0.10040701230642672,-0.00042900048938110353,1.4991262143632849,-4.777974131977621e-05,-1.50246255398375e-06,7.69261197179962e-07,0.9999999988571235]",0.10041173070444381,9.561909513987038e-05,false,LOCKED_FULL_NOISE,false,true,true,false,false,0.14017608345473445,0.00018303415863734918,false,2,true,false
END_FACE_TRANSITION_ABSENT,1103,2101,2,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r02,NOISE_FREE_FULL_SOLUTION_ANCHOR,"[0.0,0.013323342090301414,-0.0007633347485434111,1.4995093017114092,1.4063830500722755e-05,5.545691839537519e-07,-2.8669260839445045e-07,0.9999999999009095]",0.013354209418904476,2.8155359560669843e-05,true,NOISE_FREE,true,true,true,true,false,0.051329846963187466,1.12020526618676e-05,true,1,false,true
END_FACE_TRANSITION_ABSENT,1103,2101,3,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r03,GT_REFERENCE_ANCHOR,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]",0.0,0.0,true,LOCKED_FULL_NOISE,false,true,true,false,false,0.03803924516438362,0.00012252718020206636,false,1,false,false
END_FACE_TRANSITION_ABSENT,1103,2101,3,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r03,FULL_ZERO_SOLUTION_ANCHOR,"[0.0,0.029996363285073727,-0.0006664960548448254,1.4993801706361347,0.00010259699199471529,1.1011908095037705e-06,1.0648744296368623e-06,0.9999999947357554]",0.030010168539372658,0.00020521685488344467,false,LOCKED_FULL_NOISE,false,true,true,false,false,0.06802080823425588,8.273674841370037e-05,false,2,true,false
END_FACE_TRANSITION_ABSENT,1103,2101,3,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r03,NOISE_FREE_FULL_SOLUTION_ANCHOR,"[0.0,0.013323342090301414,-0.0007633347485434111,1.4995093017114092,1.4063830500722755e-05,5.545691839537519e-07,-2.8669260839445045e-07,0.9999999999009095]",0.013354209418904476,2.8155359560669843e-05,true,NOISE_FREE,true,true,true,true,false,0.051329846963187466,1.12020526618676e-05,true,1,false,true
END_FACE_TRANSITION_ABSENT,1103,2101,4,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r04,GT_REFERENCE_ANCHOR,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]",0.0,0.0,true,LOCKED_FULL_NOISE,false,true,true,false,false,0.03906482301348452,7.987940568730097e-05,false,1,false,false
END_FACE_TRANSITION_ABSENT,1103,2101,4,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r04,FULL_ZERO_SOLUTION_ANCHOR,"[0.0,0.05824967186986008,-0.0010002793257645577,1.4994483451227334,3.481899832435777e-05,8.229651502613713e-07,-4.679280977450657e-07,0.9999999993933706]",0.05826087155870167,6.966373154362316e-05,false,LOCKED_FULL_NOISE,false,true,true,false,false,0.0972984651995229,1.022171249553114e-05,false,2,true,false
END_FACE_TRANSITION_ABSENT,1103,2101,4,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101,dev::END_FACE_TRANSITION_ABSENT::g1103::m2101::r04,NOISE_FREE_FULL_SOLUTION_ANCHOR,"[0.0,0.013323342090301414,-0.0007633347485434111,1.4995093017114092,1.4063830500722755e-05,5.545691839537519e-07,-2.8669260839445045e-07,0.9999999999009095]",0.013354209418904476,2.8155359560669843e-05,true,NOISE_FREE,true,true,true,true,false,0.051329846963187466,1.12020526618676e-05,true,1,false,true
END_FACE_TRANSITION_ABSENT,1103,2111,0,dev::END_FACE_TRANSITION_ABSENT::g1103::m2111,dev::END_FACE_TRANSITION_ABSENT::g1103::m2111::r00,GT_REFERENCE_ANCHOR,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]",0.0,0.0,true,LOCKED_FULL_NOISE,false,true,true,false,false,0.039589093010161974,8.884949459454501e-05,false,1,false,false
END_FACE_TRANSITION_ABSENT,1103,2111,0,dev::END_FACE_TRANSITION_ABSENT::g1103::m2111,dev::END_FACE_TRANSITION_ABSENT::g1103::m2111::r00,FULL_ZERO_SOLUTION_ANCHOR,"[0.0,0.07676694282419508,-0.0005461236002895497,1.4993953702285834,5.401666094675687e-05,-1.1437991334754994e-06,-1.4508441120309572e-07,0.9999999985404356]",0.0767712663613185,0.00010805792869792462,false,LOCKED_FULL_NOISE,false,true,true,false,false,0.11634199550348974,1.9304382036490466e-05,false,4,true,false
END_FACE_TRANSITION_ABSENT,1103,2111,0,dev::END_FACE_TRANSITION_ABSENT::g1103::m2111,dev::END_FACE_TRANSITION_ABSENT::g1103::m2111::r00,NOISE_FREE_FULL_SOLUTION_ANCHOR,"[0.0,0.013323342090301414,-0.0007633347485434111,1.4995093017114092,1.4063830500722755e-05,5.545691839537519e-07,-2.8669260839445045e-07,0.9999999999009095]",0.013354209418904476,2.8155359560669843e-05,true,NOISE_FREE,true,true,true,true,false,0.051329846963187466,1.12020526618676e-05,true,1,false,true
END_FACE_TRANSITION_ABSENT,1103,2111,1,dev::END_FACE_TRANSITION_ABSENT::g1103::m2111,dev::END_FACE_TRANSITION_ABSENT::g1103::m2111::r01,GT_REFERENCE_ANCHOR,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]",0.0,0.0,true,LOCKED_FULL_NOISE,false,true,true,false,false,0.03933807641678557,7.521061480830926e-05,false,1,false,false
END_FACE_TRANSITION_ABSENT,1103,2111,1,dev::END_FACE_TRANSITION_ABSENT::g1103::m2111,dev::END_FACE_TRANSITION_ABSENT::g1103::m2111::r01,FULL_ZERO_SOLUTION_ANCHOR,"[0.0,0.10110456807356397,-0.0010919933454670184,1.499555398505736,5.7307487295199186e-05,7.059684553650988e-07,-3.194630787064564e-07,0.9999999983576259]",0.10111144250428424,0.00011462545182994163,false,LOCKED_FULL_NOISE,false,true,true,false,false,0.1404273777804543,3.942389815951292e-05,false,4,true,false
