scene_variant,geometry_seed,measurement_seed,block_id,candidate_anchor,repeat_count,pair_count,median_pairwise_translation_m,q95_pairwise_translation_m,maximum_pairwise_translation_m,median_pairwise_rotation_rad,q95_pairwise_rotation_rad,maximum_pairwise_rotation_rad,cluster_count,multiple_attractors
LONG_CORRIDOR,1103,2101,dev::LONG_CORRIDOR::g1103::m2101,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
LONG_CORRIDOR,1103,2101,dev::LONG_CORRIDOR::g1103::m2101,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
LONG_CORRIDOR,1103,2111,dev::LONG_CORRIDOR::g1103::m2111,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.00036070535368474676,0.0009163299715322052,0.0009236117535789902,1.4298282744723279e-05,2.9607909609098044e-05,3.305620125917385e-05,1,false
LONG_CORRIDOR,1103,2111,dev::LONG_CORRIDOR::g1103::m2111,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
LONG_CORRIDOR,1103,2111,dev::LONG_CORRIDOR::g1103::m2111,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
LONG_CORRIDOR,1107,2101,dev::LONG_CORRIDOR::g1107::m2101,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.1914225283016776,0.400942756448798,0.42029814640573415,0.00040170062174213445,0.0006005769138246666,0.0006461643686467086,5,true
LONG_CORRIDOR,1107,2101,dev::LONG_CORRIDOR::g1107::m2101,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
LONG_CORRIDOR,1107,2101,dev::LONG_CORRIDOR::g1107::m2101,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
LONG_CORRIDOR,1107,2111,dev::LONG_CORRIDOR::g1107::m2111,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.12389207648141898,0.28344688664178685,0.3126263991835094,0.0004442563621511866,0.0008402450737702438,0.000888508272817727,4,true
LONG_CORRIDOR,1107,2111,dev::LONG_CORRIDOR::g1107::m2111,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
LONG_CORRIDOR,1107,2111,dev::LONG_CORRIDOR::g1107::m2111,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
PARALLEL_WALLS,1101,2101,dev::PARALLEL_WALLS::g1101::m2101,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.015407410191974839,0.021249627528495896,0.02238381545894052,5.5559684145541936e-05,0.00014105071073407954,0.00014780972332936835,1,false
PARALLEL_WALLS,1101,2101,dev::PARALLEL_WALLS::g1101::m2101,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
PARALLEL_WALLS,1101,2101,dev::PARALLEL_WALLS::g1101::m2101,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
PARALLEL_WALLS,1101,2111,dev::PARALLEL_WALLS::g1101::m2111,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.021039784726184542,0.03628115439588091,0.038272489716667225,0.0001312004196914747,0.00017780442720219603,0.00018580376977044748,1,false
PARALLEL_WALLS,1101,2111,dev::PARALLEL_WALLS::g1101::m2111,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
PARALLEL_WALLS,1101,2111,dev::PARALLEL_WALLS::g1101::m2111,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
PARALLEL_WALLS,1103,2101,dev::PARALLEL_WALLS::g1103::m2101,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.09607927961855518,0.30206046439145035,0.33469078156000776,8.029580088042131e-05,0.0001693560864202981,0.00018792107221321793,4,true
PARALLEL_WALLS,1103,2101,dev::PARALLEL_WALLS::g1103::m2101,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
PARALLEL_WALLS,1103,2101,dev::PARALLEL_WALLS::g1103::m2101,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
PARALLEL_WALLS,1103,2111,dev::PARALLEL_WALLS::g1103::m2111,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.08450444906895044,0.14751173284533328,0.1809710373927281,5.3192926877089235e-05,9.984088111346171e-05,0.00011869934297834276,3,true
PARALLEL_WALLS,1103,2111,dev::PARALLEL_WALLS::g1103::m2111,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
PARALLEL_WALLS,1103,2111,dev::PARALLEL_WALLS::g1103::m2111,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
PARALLEL_WALLS,1107,2101,dev::PARALLEL_WALLS::g1107::m2101,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.0006304994117913949,0.001196461233200616,0.0012233068781465385,1.7569492931780193e-05,3.329759530673165e-05,3.6987873966098375e-05,1,false
PARALLEL_WALLS,1107,2101,dev::PARALLEL_WALLS::g1107::m2101,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
PARALLEL_WALLS,1107,2101,dev::PARALLEL_WALLS::g1107::m2101,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
PARALLEL_WALLS,1107,2111,dev::PARALLEL_WALLS::g1107::m2111,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.0005824238433482336,0.001667443858082646,0.001827398429619778,1.5557072518135262e-05,3.2492261530043e-05,3.263093291894308e-05,1,false
PARALLEL_WALLS,1107,2111,dev::PARALLEL_WALLS::g1107::m2111,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
PARALLEL_WALLS,1107,2111,dev::PARALLEL_WALLS::g1107::m2111,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
REPEATED_STRUCTURE,1101,2101,dev::REPEATED_STRUCTURE::g1101::m2101,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.00013784228335931268,0.00016355714152772128,0.00016844680433048236,1.7794344421671216e-05,3.734287531058981e-05,3.904391189048902e-05,1,false
REPEATED_STRUCTURE,1101,2101,dev::REPEATED_STRUCTURE::g1101::m2101,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
REPEATED_STRUCTURE,1101,2101,dev::REPEATED_STRUCTURE::g1101::m2101,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
REPEATED_STRUCTURE,1101,2111,dev::REPEATED_STRUCTURE::g1101::m2111,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.00010396957026063593,0.00014834006501435724,0.00016158195999588777,5.357972266815188e-05,6.596354679666288e-05,6.644770001994381e-05,1,false
REPEATED_STRUCTURE,1101,2111,dev::REPEATED_STRUCTURE::g1101::m2111,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
REPEATED_STRUCTURE,1101,2111,dev::REPEATED_STRUCTURE::g1101::m2111,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
REPEATED_STRUCTURE,1103,2101,dev::REPEATED_STRUCTURE::g1103::m2101,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.0001218661380572722,0.00021432377412633133,0.00021994926940074424,1.887972048971859e-05,3.355019286984004e-05,3.389266755519721e-05,1,false
