scene_variant,geometry_seed,measurement_seed,repeat_index,block_id,base_snapshot_id,condition_id,method,zero_success_under_current_gt_rule,zero_translation_shift_from_reference_m,zero_rotation_shift_from_reference_rad,zero_initial_cost,zero_final_cost,zero_cost_change,zero_gradient_norm_at_reference,zero_correspondence_checksum_initial,zero_correspondence_checksum_final,zero_correspondence_checksum_change_count,zero_correspondence_changed,zero_plane_checksum_initial,zero_plane_checksum_final,zero_plane_fit_changed,zero_iteration_count,zero_solver_converged,zero_finite_output,zero_iteration_limit_not_failed,zero_termination_reason,zero_runtime_ms,deterministic_recheck_performed,deterministic_recheck_translation_difference_m,deterministic_recheck_rotation_difference_rad,deterministic_recheck_pass,reference_pose,zero_final_pose,scan_checksum,map_checksum,dropout_checksum
GEOMETRY_RICH_ROOM,1101,2101,1,dev::GEOMETRY_RICH_ROOM::g1101::m2101,dev::GEOMETRY_RICH_ROOM::g1101::m2101::r01,SCAN_NOISE_ONLY,full_reassociation,true,0.0006649945284338523,9.009427747439954e-05,0.9074649932463182,0.9089611636588106,0.0014961704124923925,19.77947858403046,fd56f496fa6200a3d3fb53c27f27af8b3cccffdabbb56abc231d5bd70d30d4a3,8253ee9ed3da0c9a038d8077357a7db1e1916658e4626ff0694a439137222dcb,3,true,54e189f2411eb88a65f73c9607959cfeb7390d159abbfcb3729012c97b202f21,d506ad300ae177d7e06d32054cdf317a41e236b547c756998de4d380596b6294,true,3,true,true,true,converged_step,1577.7145590000146,false,,,,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]","[0.0,0.00042830799627323953,-0.0004974002230839794,1.4998934026208044,-4.142737448071958e-05,1.1910727649916205e-05,-1.3082504252613798e-05,0.9999999989853776]",144648b7fb924fe61eade8d97e4aee61a5fc6949b62f7a20b25672609ec4ebbb,ef2f3fa862f43b82963f21e55db9f06e99c2eadb2b93dcb73b874bd67beec8bf,4336c83dcd2b50eb9d077b4befd73dd76adef560988931600dc81f1323663e0c
GEOMETRY_RICH_ROOM,1101,2101,1,dev::GEOMETRY_RICH_ROOM::g1101::m2101,dev::GEOMETRY_RICH_ROOM::g1101::m2101::r01,SCAN_NOISE_ONLY,frozen_jacobian,true,0.000673375940927277,8.821490200750823e-05,0.9074649932463182,0.9043977226955867,-0.0030672705507315268,19.77947858403046,fd56f496fa6200a3d3fb53c27f27af8b3cccffdabbb56abc231d5bd70d30d4a3,fd56f496fa6200a3d3fb53c27f27af8b3cccffdabbb56abc231d5bd70d30d4a3,0,false,54e189f2411eb88a65f73c9607959cfeb7390d159abbfcb3729012c97b202f21,54e189f2411eb88a65f73c9607959cfeb7390d159abbfcb3729012c97b202f21,false,2,true,true,true,converged_step,14.600984999560751,false,,,,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]","[0.0,0.0004432667371790934,-0.0004940640826259061,1.4998866402197015,-3.9970977114690475e-05,1.230546339481635e-05,-1.4012986545439944e-05,0.9999999990272664]",144648b7fb924fe61eade8d97e4aee61a5fc6949b62f7a20b25672609ec4ebbb,ef2f3fa862f43b82963f21e55db9f06e99c2eadb2b93dcb73b874bd67beec8bf,4336c83dcd2b50eb9d077b4befd73dd76adef560988931600dc81f1323663e0c
GEOMETRY_RICH_ROOM,1101,2101,1,dev::GEOMETRY_RICH_ROOM::g1101::m2101,dev::GEOMETRY_RICH_ROOM::g1101::m2101::r01,MAP_NOISE_ONLY,full_reassociation,true,0.0006539390141851356,8.823988761430236e-05,0.7202734786126541,0.7158777430562174,-0.004395735556436686,19.18336071821711,cb7a901d5308d76dbad17b07a113a2e8ed3be67f00e712d589a4bb7ed9dc1f83,2f4794cc86d5be7525868941d9770879aea2c04f075943803f55c9195d856aca,3,true,2460af423f57e9723b05c4b109af4d443b8ddf1b5e81ecadcc35b7068cb284bb,b69ad0592449b994e5b4eb14b2ae15de84c318499ee047f52a8f86497b5cc92a,true,3,true,true,true,converged_step,1750.157742999363,false,,,,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]","[0.0,0.00045599898420050847,-0.0004587406557240541,1.4999037806076334,-4.0749718254435724e-05,1.2938970016484114e-05,-1.0890957597005273e-05,0.9999999990267152]",8f20152624338f32fd2423e6c51f0507e0c64c57e0fccdf051420385243ee670,85f7038017a58086ac9495bcb6911c10cad7a751dd55148af487235a2b201782,4336c83dcd2b50eb9d077b4befd73dd76adef560988931600dc81f1323663e0c
GEOMETRY_RICH_ROOM,1101,2101,1,dev::GEOMETRY_RICH_ROOM::g1101::m2101,dev::GEOMETRY_RICH_ROOM::g1101::m2101::r01,MAP_NOISE_ONLY,frozen_jacobian,true,0.0006574157400367712,8.319991581923669e-05,0.7202734786126541,0.7174047612931822,-0.002868717319471914,19.18336071821711,cb7a901d5308d76dbad17b07a113a2e8ed3be67f00e712d589a4bb7ed9dc1f83,cb7a901d5308d76dbad17b07a113a2e8ed3be67f00e712d589a4bb7ed9dc1f83,0,false,2460af423f57e9723b05c4b109af4d443b8ddf1b5e81ecadcc35b7068cb284bb,2460af423f57e9723b05c4b109af4d443b8ddf1b5e81ecadcc35b7068cb284bb,false,2,true,true,true,converged_step,16.326379000020097,false,,,,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]","[0.0,0.00045415078992084825,-0.0004637198649287238,1.499895566278756,-3.8107482856312184e-05,1.3264891015960919e-05,-1.0120223010106795e-05,0.9999999991347218]",8f20152624338f32fd2423e6c51f0507e0c64c57e0fccdf051420385243ee670,85f7038017a58086ac9495bcb6911c10cad7a751dd55148af487235a2b201782,4336c83dcd2b50eb9d077b4befd73dd76adef560988931600dc81f1323663e0c
GEOMETRY_RICH_ROOM,1101,2101,1,dev::GEOMETRY_RICH_ROOM::g1101::m2101,dev::GEOMETRY_RICH_ROOM::g1101::m2101::r01,LOCKED_FULL_NOISE,full_reassociation,true,0.0006634088218380364,9.175006006982002e-05,0.9052334263390421,0.902199131721988,-0.0030342946170541785,19.543507400841637,ba3e8c8728689cd39f6b118f5373c980003e8f288e8c18986629c039cb610d6a,f72c189bdfa304f8579157033b5efa2e70f2b51668f1c8b63ea75ace52b157c7,3,true,c8ccd893e80cebfa7f08bc480f8f7e3609009e0d5c129dbce72ee117c42495ae,ab7d431f6616031af0d36b39d7fa7eec7695cac9e8a049830c6b5be9a252eed1,true,3,true,true,true,converged_step,1767.9056030001448,true,0.0,0.0,true,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]","[0.0,0.00041624068594343645,-0.0005085528028350617,1.4999092861477696,-4.254923828552694e-05,1.2826191016619259e-05,-1.1382861000390319e-05,0.9999999989477409]",1f1bec610ef026ef3424b0095f5f7a65afc7647bab22fc4053e07d3f446e4097,85f7038017a58086ac9495bcb6911c10cad7a751dd55148af487235a2b201782,0f46d06907e246f72168cde7cdb1311c7dc2a8a1b1965774e8c1006b36d7ea7d
GEOMETRY_RICH_ROOM,1101,2101,1,dev::GEOMETRY_RICH_ROOM::g1101::m2101,dev::GEOMETRY_RICH_ROOM::g1101::m2101::r01,LOCKED_FULL_NOISE,frozen_jacobian,true,0.0006629469581285375,8.730513200144213e-05,0.9052334263390421,0.9022779096999713,-0.0029555166390707877,19.543507400841637,ba3e8c8728689cd39f6b118f5373c980003e8f288e8c18986629c039cb610d6a,ba3e8c8728689cd39f6b118f5373c980003e8f288e8c18986629c039cb610d6a,0,false,c8ccd893e80cebfa7f08bc480f8f7e3609009e0d5c129dbce72ee117c42495ae,c8ccd893e80cebfa7f08bc480f8f7e3609009e0d5c129dbce72ee117c42495ae,false,2,true,true,true,converged_step,9.216082000421011,true,0.0,0.0,true,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]","[0.0,0.0004156705296812327,-0.0005066911361268656,1.4999000961831717,-3.970624239745143e-05,1.3485797110481711e-05,-1.2128235989074952e-05,0.9999999990472268]",1f1bec610ef026ef3424b0095f5f7a65afc7647bab22fc4053e07d3f446e4097,85f7038017a58086ac9495bcb6911c10cad7a751dd55148af487235a2b201782,0f46d06907e246f72168cde7cdb1311c7dc2a8a1b1965774e8c1006b36d7ea7d
GEOMETRY_RICH_ROOM,1101,2101,2,dev::GEOMETRY_RICH_ROOM::g1101::m2101,dev::GEOMETRY_RICH_ROOM::g1101::m2101::r02,NOISE_FREE,full_reassociation,true,0.0006625036398655834,7.904292502635337e-05,0.7184044460035451,0.7159564650636118,-0.0024479809399333696,18.19683449627313,ca59b0bcf96db96e0644ccb1f7b4fa1e810bfb8fb5f4fe180b94f767dc209a11,0ddd0ebd4759d0966236d906e47bbfcf501a53948a8ce77c99d3503f0b343dc9,1,true,1c1f163c32291586c01d044535bc83aa539e18a98f3c9a486e474ab9e50f84cc,170e0a9f370c6ec1d1769eeae160c1cbe6e018c33320ba2c5608e57b22455f69,true,2,true,true,true,converged_step,801.9021139998586,true,0.0,0.0,true,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]","[0.0,0.0004676350287170472,-0.0004525079491477387,1.4998756412097596,-3.5551077642634596e-05,1.1443268550848889e-05,-1.2927431364649528e-05,0.999999999219027]",8f20152624338f32fd2423e6c51f0507e0c64c57e0fccdf051420385243ee670,ef2f3fa862f43b82963f21e55db9f06e99c2eadb2b93dcb73b874bd67beec8bf,4336c83dcd2b50eb9d077b4befd73dd76adef560988931600dc81f1323663e0c
GEOMETRY_RICH_ROOM,1101,2101,2,dev::GEOMETRY_RICH_ROOM::g1101::m2101,dev::GEOMETRY_RICH_ROOM::g1101::m2101::r02,NOISE_FREE,frozen_jacobian,true,0.0006590553834058821,7.949970001172761e-05,0.7184044460035451,0.7155717334498546,-0.002832712553690553,18.19683449627313,ca59b0bcf96db96e0644ccb1f7b4fa1e810bfb8fb5f4fe180b94f767dc209a11,ca59b0bcf96db96e0644ccb1f7b4fa1e810bfb8fb5f4fe180b94f767dc209a11,0,false,1c1f163c32291586c01d044535bc83aa539e18a98f3c9a486e474ab9e50f84cc,1c1f163c32291586c01d044535bc83aa539e18a98f3c9a486e474ab9e50f84cc,false,2,true,true,true,converged_step,9.567084000082104,true,0.0,0.0,true,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]","[0.0,0.0004634015212368847,-0.000451287143826346,1.4998736950423432,-3.5607479238570214e-05,1.1478695620037598e-05,-1.3431215276132113e-05,0.9999999992099747]",8f20152624338f32fd2423e6c51f0507e0c64c57e0fccdf051420385243ee670,ef2f3fa862f43b82963f21e55db9f06e99c2eadb2b93dcb73b874bd67beec8bf,4336c83dcd2b50eb9d077b4befd73dd76adef560988931600dc81f1323663e0c
GEOMETRY_RICH_ROOM,1101,2101,2,dev::GEOMETRY_RICH_ROOM::g1101::m2101,dev::GEOMETRY_RICH_ROOM::g1101::m2101::r02,SCAN_NOISE_ONLY,full_reassociation,true,0.0006183180301066106,9.75493678516874e-05,0.9123034688338043,0.909886570318299,-0.0024168985155053058,20.388865769851016,77c9736ae989e06875212d988edc2886c1317d16a03c720120b627725f8fc31c,a00acc74ccd2262b22773bfe61d1c53f6d64cdce3f529b8fd7accce4bf6b7961,3,true,9d7afca149e607b1890ab2cb0009d472814a45a4012eb34fc62b9a1caf9dedad,0d1a18b0cf3655c9691d33b8d37681536fc2a417177859b2de092a491d774841,true,3,true,true,true,converged_step,1125.5264319997877,false,,,,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]","[0.0,0.0003363261516790796,-0.0005148363817499565,1.499935615171987,-4.68932720791449e-05,1.2391141715416034e-05,-5.142998238306421e-06,0.9999999988105152]",fd7bc969e88d0e97568d80059aef544ad8df5cb2059295a50f1e33fafa08b494,ef2f3fa862f43b82963f21e55db9f06e99c2eadb2b93dcb73b874bd67beec8bf,4336c83dcd2b50eb9d077b4befd73dd76adef560988931600dc81f1323663e0c
GEOMETRY_RICH_ROOM,1101,2101,2,dev::GEOMETRY_RICH_ROOM::g1101::m2101,dev::GEOMETRY_RICH_ROOM::g1101::m2101::r02,SCAN_NOISE_ONLY,frozen_jacobian,true,0.0006204586410836897,9.326053196567049e-05,0.9123034688338043,0.9095071884547437,-0.002796280379060656,20.388865769851016,77c9736ae989e06875212d988edc2886c1317d16a03c720120b627725f8fc31c,77c9736ae989e06875212d988edc2886c1317d16a03c720120b627725f8fc31c,0,false,9d7afca149e607b1890ab2cb0009d472814a45a4012eb34fc62b9a1caf9dedad,9d7afca149e607b1890ab2cb0009d472814a45a4012eb34fc62b9a1caf9dedad,false,2,true,true,true,converged_step,9.656437000558071,false,,,,"[0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0]","[0.0,0.0003453028383252535,-0.0005099078358653187,1.4999243106740479,-4.468417403472798e-05,1.1937377685559185e-05,-5.933406178615982e-06,0.9999999989128092]",fd7bc969e88d0e97568d80059aef544ad8df5cb2059295a50f1e33fafa08b494,ef2f3fa862f43b82963f21e55db9f06e99c2eadb2b93dcb73b874bd67beec8bf,4336c83dcd2b50eb9d077b4befd73dd76adef560988931600dc81f1323663e0c
