candidate_anchor,snapshot_count,zero_perturbation_success_rate,anchor_gt_accuracy_fraction,median_anchor_translation_error_to_gt_m,q95_anchor_translation_error_to_gt_m,median_anchor_rotation_error_to_gt_rad,q95_anchor_rotation_error_to_gt_rad,full_method_self_consistency_fraction,frozen_method_consistency_fraction,conditions_1_to_4_fraction,multiple_attractor_block_count,eligible_snapshot_fraction,anchor_valid
GT_REFERENCE_ANCHOR,210,0.44761904761904764,1.0,0.0,0.0,0.0,0.0,0.44761904761904764,0.6761904761904762,0.44761904761904764,0,0.44761904761904764,false
FULL_ZERO_SOLUTION_ANCHOR,210,0.4666666666666667,0.638095238095238,0.012267918080019197,0.12944023173670827,0.00011023518777900513,0.00046980331648717477,0.4666666666666667,0.6952380952380952,0.44761904761904764,11,0.44761904761904764,false
NOISE_FREE_FULL_SOLUTION_ANCHOR,210,0.47619047619047616,0.5238095238095238,0.013654069801005472,0.1202917842270825,0.0001119939555514225,0.000537379980942363,0.47619047619047616,0.6190476190476191,0.38095238095238093,0,0.38095238095238093,false
