scene_variant,geometry_seed,measurement_seed,repeat_index,block_id,base_snapshot_id,method,reference_cost,reference_gradient_norm,reference_gradient_norm_per_sqrt_correspondence,one_step_translation_m,one_step_rotation_rad,final_translation_shift_m,final_rotation_shift_rad,correspondence_changed,plane_fit_changed,deterministic_recheck_pass,reference_pose_not_registration_fixed_point
LONG_CORRIDOR,1101,2101,1,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r01,full_reassociation,1.3490401251888942,31.611834166632068,0.1452623341676415,0.1209916282445516,8.593338857524473e-05,0.1193107497961658,3.25986848635849e-05,true,true,true,true
LONG_CORRIDOR,1101,2101,1,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r01,frozen_jacobian,1.3490401251888942,31.611834166632068,0.1452623341676415,0.1209916282445516,8.593338857524473e-05,0.13372710065384108,0.00010456326899771566,false,false,true,true
LONG_CORRIDOR,1101,2101,2,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r02,full_reassociation,1.3438718481008836,30.995673693478395,0.1424505137184344,0.11990928687701827,8.804056380107828e-05,0.12172957520554056,4.676832850893184e-05,true,true,true,true
LONG_CORRIDOR,1101,2101,2,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r02,frozen_jacobian,1.3438718481008836,30.995673693478395,0.1424505137184344,0.11990928687701827,8.804056380107828e-05,0.13267262044454725,0.0001061848851678746,false,false,true,true
LONG_CORRIDOR,1101,2101,3,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r03,full_reassociation,1.3492929426018352,31.936424009664687,0.1467926362386635,0.12018212733493605,0.00011167658813887825,0.12501783267756988,2.8860859311969757e-05,true,true,true,true
LONG_CORRIDOR,1101,2101,3,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r03,frozen_jacobian,1.3492929426018352,31.936424009664687,0.1467926362386635,0.12018212733493605,0.00011167658813887825,0.13302158759374044,0.00012991160639507128,false,false,true,true
LONG_CORRIDOR,1101,2101,4,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r04,full_reassociation,1.3374549181420992,33.96182254238652,0.15609558616909963,0.12022159982953726,0.00010651024584419386,0.12166654739797401,3.10110468539566e-05,true,true,true,true
LONG_CORRIDOR,1101,2101,4,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r04,frozen_jacobian,1.3374549181420992,33.96182254238652,0.15609558616909963,0.12022159982953726,0.00010651024584419386,0.1331911802919576,0.00012486734401203115,false,false,true,true
LONG_CORRIDOR,1101,2111,0,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r00,full_reassociation,1.3414626275132575,30.86556338189479,0.14181511324006507,0.11980400102978553,9.821811807291803e-05,0.12378583136949042,4.6550221758958744e-05,true,true,true,true
LONG_CORRIDOR,1101,2111,0,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r00,frozen_jacobian,1.3414626275132575,30.86556338189479,0.14181511324006507,0.11980400102978553,9.821811807291803e-05,0.13275130918126174,0.00011684730235863699,false,false,true,true
LONG_CORRIDOR,1101,2111,1,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r01,full_reassociation,1.3444383218722589,29.99929269888712,0.13782766666313695,0.11909187158911413,9.741497047043822e-05,0.12207115822725818,4.3329136826772275e-05,true,true,true,true
LONG_CORRIDOR,1101,2111,1,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r01,frozen_jacobian,1.3444383218722589,29.99929269888712,0.13782766666313695,0.11909187158911413,9.741497047043822e-05,0.13185753127130734,0.00011498330796603754,false,false,true,true
LONG_CORRIDOR,1101,2111,2,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r02,full_reassociation,1.360453602915007,31.35816781311866,0.14410734014636348,0.121409733851989,6.389823478408528e-05,0.11932002612420498,6.475894712161808e-05,true,true,true,true
LONG_CORRIDOR,1101,2111,2,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r02,frozen_jacobian,1.360453602915007,31.35816781311866,0.14410734014636348,0.121409733851989,6.389823478408528e-05,0.13422754073796275,8.247422074604141e-05,false,false,true,true
LONG_CORRIDOR,1101,2111,3,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r03,full_reassociation,1.3410196908939627,30.43579149570442,0.13986705698643684,0.12075105489078285,7.602714551394635e-05,0.12270578644031278,7.091404477517778e-05,true,true,true,true
LONG_CORRIDOR,1101,2111,3,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r03,frozen_jacobian,1.3410196908939627,30.43579149570442,0.13986705698643684,0.12075105489078285,7.602714551394635e-05,0.13344453431893252,9.445029283740861e-05,false,false,true,true
LONG_CORRIDOR,1101,2111,4,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r04,full_reassociation,1.3461097704887648,30.73490614226139,0.1412580404925472,0.1198654675381833,0.00013344772811597005,0.12186929647664291,3.7207894795561462e-06,true,true,true,true
LONG_CORRIDOR,1101,2111,4,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r04,frozen_jacobian,1.3461097704887648,30.73490614226139,0.1412580404925472,0.1198654675381833,0.00013344772811597005,0.13260966325789814,0.00015142653872890195,false,false,true,true
