ANCHOR_AUDIT_COMPLETE,ZERO_PERTURBATION_BASELINE_VALID,REFERENCE_POSE_NOT_REGISTRATION_FIXED_POINT,NOISE_INDUCED_ANCHOR_SHIFT_CONFIRMED,DROPOUT_INDUCED_ANCHOR_SHIFT_CONFIRMED,GT_REFERENCE_ANCHOR_VALID,FULL_ZERO_SOLUTION_ANCHOR_VALID,NOISE_FREE_FULL_SOLUTION_ANCHOR_VALID,FROZEN_COMMON_ANCHOR_ELIGIBLE_FRACTION,D50_ZERO_ROOT_CAUSE_IDENTIFIED,FULL_REASSOCIATION_NONLINEAR_EFFECT_CANDIDATE,DIRECTIONAL_CAPTURE_RANGE_ROUTE_RECOVERABLE,NEW_CONFIRMATORY_PROTOCOL_AUTHORIZED,CONFIRMATORY_TEST_AUTHORIZED,NO_TEST_SEED_ACCESS,NO_GT_LEAKAGE,RECOMMENDED_ANCHOR,NONLINEAR_EFFECT_CANDIDATE_COUNT,DIFFERENCES_REMAINING_AFTER_ANCHOR_MISMATCH_EXCLUSION
true,false,true,true,false,false,false,false,0.6952380952380952,true,true,false,false,false,true,true,NONE,20,24
