role,case_id,sweep,level,stress,geometry_seed,sensor_seed,process_seed,method,expected_frame_count
calibration,day13_calibration_geometry_L3_coherent_subhuber_slip_G1765595935_S513591578_P1592645163,geometry,L3,coherent_subhuber_slip,1765595935,513591578,1592645163,huber_full,39
calibration,day13_calibration_geometry_L3_gross_outlier_control_G1765595935_S513591578_P1592645163,geometry,L3,gross_outlier_control,1765595935,513591578,1592645163,huber_full,39
calibration,day13_calibration_geometry_L4_clean_G1765595935_S513591578_P1592645163,geometry,L4,clean,1765595935,513591578,1592645163,huber_full,39
calibration,day13_calibration_geometry_L4_coherent_subhuber_slip_G1765595935_S513591578_P1592645163,geometry,L4,coherent_subhuber_slip,1765595935,513591578,1592645163,huber_full,39
calibration,day13_calibration_geometry_L4_gross_outlier_control_G1765595935_S513591578_P1592645163,geometry,L4,gross_outlier_control,1765595935,513591578,1592645163,huber_full,39
calibration,day13_calibration_observation_O3_clean_G1765595935_S513591578_P1592645163,observation,O3,clean,1765595935,513591578,1592645163,huber_full,39
calibration,day13_calibration_observation_O3_coherent_subhuber_slip_G1765595935_S513591578_P1592645163,observation,O3,coherent_subhuber_slip,1765595935,513591578,1592645163,huber_full,39
calibration,day13_calibration_observation_O3_gross_outlier_control_G1765595935_S513591578_P1592645163,observation,O3,gross_outlier_control,1765595935,513591578,1592645163,huber_full,39
calibration,day13_calibration_observation_O4_clean_G1765595935_S513591578_P1592645163,observation,O4,clean,1765595935,513591578,1592645163,huber_full,39
calibration,day13_calibration_observation_O4_coherent_subhuber_slip_G1765595935_S513591578_P1592645163,observation,O4,coherent_subhuber_slip,1765595935,513591578,1592645163,huber_full,39
calibration,day13_calibration_observation_O4_gross_outlier_control_G1765595935_S513591578_P1592645163,observation,O4,gross_outlier_control,1765595935,513591578,1592645163,huber_full,39
calibration,day13_calibration_open_control_OC_clean_G1765595935_S513591578_P1592645163,open_control,OC,clean,1765595935,513591578,1592645163,huber_full,39
calibration,day13_calibration_geometry_L3_clean_G1765595935_S513591578_P631534438,geometry,L3,clean,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_geometry_L3_coherent_subhuber_slip_G1765595935_S513591578_P631534438,geometry,L3,coherent_subhuber_slip,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_geometry_L3_gross_outlier_control_G1765595935_S513591578_P631534438,geometry,L3,gross_outlier_control,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_geometry_L4_clean_G1765595935_S513591578_P631534438,geometry,L4,clean,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_geometry_L4_coherent_subhuber_slip_G1765595935_S513591578_P631534438,geometry,L4,coherent_subhuber_slip,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_geometry_L4_gross_outlier_control_G1765595935_S513591578_P631534438,geometry,L4,gross_outlier_control,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_observation_O3_clean_G1765595935_S513591578_P631534438,observation,O3,clean,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_observation_O3_coherent_subhuber_slip_G1765595935_S513591578_P631534438,observation,O3,coherent_subhuber_slip,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_observation_O3_gross_outlier_control_G1765595935_S513591578_P631534438,observation,O3,gross_outlier_control,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_observation_O4_clean_G1765595935_S513591578_P631534438,observation,O4,clean,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_observation_O4_coherent_subhuber_slip_G1765595935_S513591578_P631534438,observation,O4,coherent_subhuber_slip,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_observation_O4_gross_outlier_control_G1765595935_S513591578_P631534438,observation,O4,gross_outlier_control,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_open_control_OC_clean_G1765595935_S513591578_P631534438,open_control,OC,clean,1765595935,513591578,631534438,huber_full,39
calibration,day13_calibration_geometry_L3_clean_G1797477789_S442833702_P1592645163,geometry,L3,clean,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_geometry_L3_coherent_subhuber_slip_G1797477789_S442833702_P1592645163,geometry,L3,coherent_subhuber_slip,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_geometry_L3_gross_outlier_control_G1797477789_S442833702_P1592645163,geometry,L3,gross_outlier_control,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_geometry_L4_clean_G1797477789_S442833702_P1592645163,geometry,L4,clean,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_geometry_L4_coherent_subhuber_slip_G1797477789_S442833702_P1592645163,geometry,L4,coherent_subhuber_slip,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_geometry_L4_gross_outlier_control_G1797477789_S442833702_P1592645163,geometry,L4,gross_outlier_control,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_observation_O3_clean_G1797477789_S442833702_P1592645163,observation,O3,clean,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_observation_O3_coherent_subhuber_slip_G1797477789_S442833702_P1592645163,observation,O3,coherent_subhuber_slip,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_observation_O3_gross_outlier_control_G1797477789_S442833702_P1592645163,observation,O3,gross_outlier_control,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_observation_O4_clean_G1797477789_S442833702_P1592645163,observation,O4,clean,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_observation_O4_coherent_subhuber_slip_G1797477789_S442833702_P1592645163,observation,O4,coherent_subhuber_slip,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_observation_O4_gross_outlier_control_G1797477789_S442833702_P1592645163,observation,O4,gross_outlier_control,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_open_control_OC_clean_G1797477789_S442833702_P1592645163,open_control,OC,clean,1797477789,442833702,1592645163,huber_full,39
calibration,day13_calibration_geometry_L3_clean_G1797477789_S442833702_P631534438,geometry,L3,clean,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_geometry_L3_coherent_subhuber_slip_G1797477789_S442833702_P631534438,geometry,L3,coherent_subhuber_slip,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_geometry_L3_gross_outlier_control_G1797477789_S442833702_P631534438,geometry,L3,gross_outlier_control,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_geometry_L4_clean_G1797477789_S442833702_P631534438,geometry,L4,clean,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_geometry_L4_coherent_subhuber_slip_G1797477789_S442833702_P631534438,geometry,L4,coherent_subhuber_slip,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_geometry_L4_gross_outlier_control_G1797477789_S442833702_P631534438,geometry,L4,gross_outlier_control,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_observation_O3_clean_G1797477789_S442833702_P631534438,observation,O3,clean,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_observation_O3_coherent_subhuber_slip_G1797477789_S442833702_P631534438,observation,O3,coherent_subhuber_slip,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_observation_O3_gross_outlier_control_G1797477789_S442833702_P631534438,observation,O3,gross_outlier_control,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_observation_O4_clean_G1797477789_S442833702_P631534438,observation,O4,clean,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_observation_O4_coherent_subhuber_slip_G1797477789_S442833702_P631534438,observation,O4,coherent_subhuber_slip,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_observation_O4_gross_outlier_control_G1797477789_S442833702_P631534438,observation,O4,gross_outlier_control,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_open_control_OC_clean_G1797477789_S442833702_P631534438,open_control,OC,clean,1797477789,442833702,631534438,huber_full,39
calibration,day13_calibration_geometry_L3_clean_G1797477789_S513591578_P1592645163,geometry,L3,clean,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_geometry_L3_coherent_subhuber_slip_G1797477789_S513591578_P1592645163,geometry,L3,coherent_subhuber_slip,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_geometry_L3_gross_outlier_control_G1797477789_S513591578_P1592645163,geometry,L3,gross_outlier_control,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_geometry_L4_clean_G1797477789_S513591578_P1592645163,geometry,L4,clean,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_geometry_L4_coherent_subhuber_slip_G1797477789_S513591578_P1592645163,geometry,L4,coherent_subhuber_slip,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_geometry_L4_gross_outlier_control_G1797477789_S513591578_P1592645163,geometry,L4,gross_outlier_control,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_observation_O3_clean_G1797477789_S513591578_P1592645163,observation,O3,clean,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_observation_O3_coherent_subhuber_slip_G1797477789_S513591578_P1592645163,observation,O3,coherent_subhuber_slip,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_observation_O3_gross_outlier_control_G1797477789_S513591578_P1592645163,observation,O3,gross_outlier_control,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_observation_O4_clean_G1797477789_S513591578_P1592645163,observation,O4,clean,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_observation_O4_coherent_subhuber_slip_G1797477789_S513591578_P1592645163,observation,O4,coherent_subhuber_slip,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_observation_O4_gross_outlier_control_G1797477789_S513591578_P1592645163,observation,O4,gross_outlier_control,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_open_control_OC_clean_G1797477789_S513591578_P1592645163,open_control,OC,clean,1797477789,513591578,1592645163,huber_full,39
calibration,day13_calibration_geometry_L3_clean_G1797477789_S513591578_P631534438,geometry,L3,clean,1797477789,513591578,631534438,huber_full,39
calibration,day13_calibration_geometry_L3_coherent_subhuber_slip_G1797477789_S513591578_P631534438,geometry,L3,coherent_subhuber_slip,1797477789,513591578,631534438,huber_full,39
calibration,day13_calibration_geometry_L3_gross_outlier_control_G1797477789_S513591578_P631534438,geometry,L3,gross_outlier_control,1797477789,513591578,631534438,huber_full,39
calibration,day13_calibration_geometry_L4_clean_G1797477789_S513591578_P631534438,geometry,L4,clean,1797477789,513591578,631534438,huber_full,39
calibration,day13_calibration_geometry_L4_coherent_subhuber_slip_G1797477789_S513591578_P631534438,geometry,L4,coherent_subhuber_slip,1797477789,513591578,631534438,huber_full,39
calibration,day13_calibration_geometry_L4_gross_outlier_control_G1797477789_S513591578_P631534438,geometry,L4,gross_outlier_control,1797477789,513591578,631534438,huber_full,39
calibration,day13_calibration_observation_O3_clean_G1797477789_S513591578_P631534438,observation,O3,clean,1797477789,513591578,631534438,huber_full,39
calibration,day13_calibration_observation_O3_coherent_subhuber_slip_G1797477789_S513591578_P631534438,observation,O3,coherent_subhuber_slip,1797477789,513591578,631534438,huber_full,39
calibration,day13_calibration_observation_O3_gross_outlier_control_G1797477789_S513591578_P631534438,observation,O3,gross_outlier_control,1797477789,513591578,631534438,huber_full,39
calibration,day13_calibration_observation_O4_clean_G1797477789_S513591578_P631534438,observation,O4,clean,1797477789,513591578,631534438,huber_full,39
calibration,day13_calibration_observation_O4_coherent_subhuber_slip_G1797477789_S513591578_P631534438,observation,O4,coherent_subhuber_slip,1797477789,513591578,631534438,huber_full,39
calibration,day13_calibration_observation_O4_gross_outlier_control_G1797477789_S513591578_P631534438,observation,O4,gross_outlier_control,1797477789,513591578,631534438,huber_full,39
calibration,day13_calibration_open_control_OC_clean_G1797477789_S513591578_P631534438,open_control,OC,clean,1797477789,513591578,631534438,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G1573279497_S658360556_P788390312,geometry,L3,clean,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G1573279497_S658360556_P788390312,geometry,L3,coherent_subhuber_slip,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G1573279497_S658360556_P788390312,geometry,L3,gross_outlier_control,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G1573279497_S658360556_P788390312,geometry,L4,clean,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G1573279497_S658360556_P788390312,geometry,L4,coherent_subhuber_slip,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G1573279497_S658360556_P788390312,geometry,L4,gross_outlier_control,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G1573279497_S658360556_P788390312,observation,O3,clean,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G1573279497_S658360556_P788390312,observation,O3,coherent_subhuber_slip,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G1573279497_S658360556_P788390312,observation,O3,gross_outlier_control,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G1573279497_S658360556_P788390312,observation,O4,clean,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G1573279497_S658360556_P788390312,observation,O4,coherent_subhuber_slip,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G1573279497_S658360556_P788390312,observation,O4,gross_outlier_control,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G1573279497_S658360556_P788390312,open_control,OC,clean,1573279497,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G1573279497_S658360556_P1671729869,geometry,L3,clean,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G1573279497_S658360556_P1671729869,geometry,L3,coherent_subhuber_slip,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G1573279497_S658360556_P1671729869,geometry,L3,gross_outlier_control,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G1573279497_S658360556_P1671729869,geometry,L4,clean,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G1573279497_S658360556_P1671729869,geometry,L4,coherent_subhuber_slip,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G1573279497_S658360556_P1671729869,geometry,L4,gross_outlier_control,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G1573279497_S658360556_P1671729869,observation,O3,clean,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G1573279497_S658360556_P1671729869,observation,O3,coherent_subhuber_slip,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G1573279497_S658360556_P1671729869,observation,O3,gross_outlier_control,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G1573279497_S658360556_P1671729869,observation,O4,clean,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G1573279497_S658360556_P1671729869,observation,O4,coherent_subhuber_slip,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G1573279497_S658360556_P1671729869,observation,O4,gross_outlier_control,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G1573279497_S658360556_P1671729869,open_control,OC,clean,1573279497,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G1573279497_S2087974662_P788390312,geometry,L3,clean,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G1573279497_S2087974662_P788390312,geometry,L3,coherent_subhuber_slip,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G1573279497_S2087974662_P788390312,geometry,L3,gross_outlier_control,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G1573279497_S2087974662_P788390312,geometry,L4,clean,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G1573279497_S2087974662_P788390312,geometry,L4,coherent_subhuber_slip,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G1573279497_S2087974662_P788390312,geometry,L4,gross_outlier_control,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G1573279497_S2087974662_P788390312,observation,O3,clean,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G1573279497_S2087974662_P788390312,observation,O3,coherent_subhuber_slip,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G1573279497_S2087974662_P788390312,observation,O3,gross_outlier_control,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G1573279497_S2087974662_P788390312,observation,O4,clean,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G1573279497_S2087974662_P788390312,observation,O4,coherent_subhuber_slip,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G1573279497_S2087974662_P788390312,observation,O4,gross_outlier_control,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G1573279497_S2087974662_P788390312,open_control,OC,clean,1573279497,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G1573279497_S2087974662_P1671729869,geometry,L3,clean,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G1573279497_S2087974662_P1671729869,geometry,L3,coherent_subhuber_slip,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G1573279497_S2087974662_P1671729869,geometry,L3,gross_outlier_control,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G1573279497_S2087974662_P1671729869,geometry,L4,clean,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G1573279497_S2087974662_P1671729869,geometry,L4,coherent_subhuber_slip,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G1573279497_S2087974662_P1671729869,geometry,L4,gross_outlier_control,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G1573279497_S2087974662_P1671729869,observation,O3,clean,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G1573279497_S2087974662_P1671729869,observation,O3,coherent_subhuber_slip,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G1573279497_S2087974662_P1671729869,observation,O3,gross_outlier_control,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G1573279497_S2087974662_P1671729869,observation,O4,clean,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G1573279497_S2087974662_P1671729869,observation,O4,coherent_subhuber_slip,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G1573279497_S2087974662_P1671729869,observation,O4,gross_outlier_control,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G1573279497_S2087974662_P1671729869,open_control,OC,clean,1573279497,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G1608298725_S658360556_P788390312,geometry,L3,clean,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G1608298725_S658360556_P788390312,geometry,L3,coherent_subhuber_slip,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G1608298725_S658360556_P788390312,geometry,L3,gross_outlier_control,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G1608298725_S658360556_P788390312,geometry,L4,clean,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G1608298725_S658360556_P788390312,geometry,L4,coherent_subhuber_slip,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G1608298725_S658360556_P788390312,geometry,L4,gross_outlier_control,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G1608298725_S658360556_P788390312,observation,O3,clean,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G1608298725_S658360556_P788390312,observation,O3,coherent_subhuber_slip,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G1608298725_S658360556_P788390312,observation,O3,gross_outlier_control,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G1608298725_S658360556_P788390312,observation,O4,clean,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G1608298725_S658360556_P788390312,observation,O4,coherent_subhuber_slip,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G1608298725_S658360556_P788390312,observation,O4,gross_outlier_control,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G1608298725_S658360556_P788390312,open_control,OC,clean,1608298725,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G1608298725_S658360556_P1671729869,geometry,L3,clean,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G1608298725_S658360556_P1671729869,geometry,L3,coherent_subhuber_slip,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G1608298725_S658360556_P1671729869,geometry,L3,gross_outlier_control,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G1608298725_S658360556_P1671729869,geometry,L4,clean,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G1608298725_S658360556_P1671729869,geometry,L4,coherent_subhuber_slip,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G1608298725_S658360556_P1671729869,geometry,L4,gross_outlier_control,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G1608298725_S658360556_P1671729869,observation,O3,clean,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G1608298725_S658360556_P1671729869,observation,O3,coherent_subhuber_slip,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G1608298725_S658360556_P1671729869,observation,O3,gross_outlier_control,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G1608298725_S658360556_P1671729869,observation,O4,clean,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G1608298725_S658360556_P1671729869,observation,O4,coherent_subhuber_slip,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G1608298725_S658360556_P1671729869,observation,O4,gross_outlier_control,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G1608298725_S658360556_P1671729869,open_control,OC,clean,1608298725,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G1608298725_S2087974662_P788390312,geometry,L3,clean,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G1608298725_S2087974662_P788390312,geometry,L3,coherent_subhuber_slip,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G1608298725_S2087974662_P788390312,geometry,L3,gross_outlier_control,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G1608298725_S2087974662_P788390312,geometry,L4,clean,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G1608298725_S2087974662_P788390312,geometry,L4,coherent_subhuber_slip,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G1608298725_S2087974662_P788390312,geometry,L4,gross_outlier_control,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G1608298725_S2087974662_P788390312,observation,O3,clean,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G1608298725_S2087974662_P788390312,observation,O3,coherent_subhuber_slip,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G1608298725_S2087974662_P788390312,observation,O3,gross_outlier_control,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G1608298725_S2087974662_P788390312,observation,O4,clean,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G1608298725_S2087974662_P788390312,observation,O4,coherent_subhuber_slip,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G1608298725_S2087974662_P788390312,observation,O4,gross_outlier_control,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G1608298725_S2087974662_P788390312,open_control,OC,clean,1608298725,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G1608298725_S2087974662_P1671729869,geometry,L3,clean,1608298725,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G1608298725_S2087974662_P1671729869,geometry,L3,coherent_subhuber_slip,1608298725,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G1608298725_S2087974662_P1671729869,geometry,L3,gross_outlier_control,1608298725,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G1608298725_S2087974662_P1671729869,geometry,L4,clean,1608298725,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G1608298725_S2087974662_P1671729869,geometry,L4,coherent_subhuber_slip,1608298725,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G1608298725_S2087974662_P1671729869,geometry,L4,gross_outlier_control,1608298725,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G1608298725_S2087974662_P1671729869,observation,O3,clean,1608298725,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G1608298725_S2087974662_P1671729869,observation,O3,coherent_subhuber_slip,1608298725,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G1608298725_S2087974662_P1671729869,observation,O3,gross_outlier_control,1608298725,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G1608298725_S2087974662_P1671729869,observation,O4,clean,1608298725,2087974662,1671729869,huber_full,39
