planned_trial_id,snapshot_id,condition,backend,solver_failure,failure_classification,finite_output,result_path,result_sha256
fixture-audit-v1/identity/open3d_point_to_plane,fixture-audit-v1/identity,FIXTURE_IDENTITY,open3d_point_to_plane,False,NONE,True,raw_results/6eb862d2dc4253e82abb7be44edb788d1893bdf37317d73ccea5fb7897cc12a5.json,9813bceefeed5c71ab762995d2162fcad0a916d81cc88719ad62c0bff4be5715
fixture-audit-v1/identity/pcl_point_to_plane,fixture-audit-v1/identity,FIXTURE_IDENTITY,pcl_point_to_plane,False,NONE,True,raw_results/1cd8274d364f7d1e86b695292cf65b607dfcbc333c397167d12aedc5c697fbe0.json,40c5bc9efb7a51b222e5c5329e1b3febe110940bd5d987611ce94e28546cb7bb
fixture-audit-v1/no-correspondence/open3d_point_to_plane,fixture-audit-v1/no-correspondence,FIXTURE_NO_CORRESPONDENCE,open3d_point_to_plane,True,NO_CORRESPONDENCES,True,raw_results/72dfbd85ebe9817849c211af9db6a11e9ee9ab12f9212d5f15fd433ca57c8722.json,1d2331773a1874973fbc275102d77564a8e4d4eb1940cef37c0cfc11ac36ada0
fixture-audit-v1/no-correspondence/pcl_point_to_plane,fixture-audit-v1/no-correspondence,FIXTURE_NO_CORRESPONDENCE,pcl_point_to_plane,True,NO_CORRESPONDENCES,True,raw_results/d9f058779d456ce4bf2e30929e91be452ae0c269c6b09bc3d017cfbaafdf9757.json,5aba2542519af226ca19d10d248cf8e2f65879389690b32197db5305900a5858
fixture-audit-v1/nonidentity-reference/open3d_point_to_plane,fixture-audit-v1/nonidentity-reference,FIXTURE_NONIDENTITY_REFERENCE,open3d_point_to_plane,False,NONE,True,raw_results/47683411aaf0a74f0afae9a46ba1b3f93b9d132fd3356a78801dce9d4f7509ea.json,af0bf6542ab8104f707ffce8f1656d8b7e1fdbff29c25995af76c7c68ea6f1bb
fixture-audit-v1/nonidentity-reference/pcl_point_to_plane,fixture-audit-v1/nonidentity-reference,FIXTURE_NONIDENTITY_REFERENCE,pcl_point_to_plane,False,NONE,True,raw_results/c23e0d0edb1b97e7453099a20dfc227394f8523817df1f6df798e222b896d724.json,0da12c6434760083ccae83da1f1012d45fdc3b4e8d61148ae226b85128cda880
