planned_trial_id,snapshot_id,condition,backend,solver_failure,failure_classification,finite_output,result_path,result_sha256
fixture-audit-v1/identity/open3d_point_to_plane,fixture-audit-v1/identity,FIXTURE_IDENTITY,open3d_point_to_plane,False,NONE,True,raw_results/6eb862d2dc4253e82abb7be44edb788d1893bdf37317d73ccea5fb7897cc12a5.json,a3e214449c88e7d2f899164ae80dbf1f1066686964e991c476e7a98017ba7a63
fixture-audit-v1/identity/pcl_point_to_plane,fixture-audit-v1/identity,FIXTURE_IDENTITY,pcl_point_to_plane,False,NONE,True,raw_results/1cd8274d364f7d1e86b695292cf65b607dfcbc333c397167d12aedc5c697fbe0.json,4a7ca8b6b2421f1948903549a30166a7a8ae28fbf4539b5ed2a3b9e9c2085207
fixture-audit-v1/no-correspondence/open3d_point_to_plane,fixture-audit-v1/no-correspondence,FIXTURE_NO_CORRESPONDENCE,open3d_point_to_plane,True,NO_CORRESPONDENCES,True,raw_results/72dfbd85ebe9817849c211af9db6a11e9ee9ab12f9212d5f15fd433ca57c8722.json,df20528ce2b9af460bce2b252babb70d3d37a4cbbd32ab4042f769783c276606
fixture-audit-v1/no-correspondence/pcl_point_to_plane,fixture-audit-v1/no-correspondence,FIXTURE_NO_CORRESPONDENCE,pcl_point_to_plane,True,NO_CORRESPONDENCES,True,raw_results/d9f058779d456ce4bf2e30929e91be452ae0c269c6b09bc3d017cfbaafdf9757.json,3eb1f04606ded5683f2f141aac8d0d2fe1f2f7da4de59bb03a21482ca9b22845
fixture-audit-v1/nonidentity-reference/open3d_point_to_plane,fixture-audit-v1/nonidentity-reference,FIXTURE_NONIDENTITY_REFERENCE,open3d_point_to_plane,False,NONE,True,raw_results/47683411aaf0a74f0afae9a46ba1b3f93b9d132fd3356a78801dce9d4f7509ea.json,f5ffc509aec1e05e791a8befd805be8227a8a9247a30479c202cebeb0f71ca34
fixture-audit-v1/nonidentity-reference/pcl_point_to_plane,fixture-audit-v1/nonidentity-reference,FIXTURE_NONIDENTITY_REFERENCE,pcl_point_to_plane,False,NONE,True,raw_results/c23e0d0edb1b97e7453099a20dfc227394f8523817df1f6df798e222b896d724.json,f972d66f39e697ffb6e2067a88253abff313b349f008d99e4291eb31d9879bdf
