timestamp,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,ODI,AIS,lambda_min,lambda_min_clamped,condition_number,num_points,weak_dir_0,weak_dir_1,weak_dir_2,weak_dir_3,weak_dir_4,weak_dir_5,weak_trans_x,weak_trans_y,weak_trans_z,axis_alignment,weak_reliable,num_weak_dims,trans_eig_1,trans_eig_2,trans_eig_3,ODI_trans,AIS_trans_raw,AIS_trans_normalized,lambda_min_trans_raw,lambda_min_trans_normalized,condition_number_trans,trans_info_trace_raw,trans_info_trace_normalized,effective_sample_size,weak_trans_subspace_dim,weak_trans_subspace_alignment,weak_trans_primary_x,weak_trans_primary_y,weak_trans_primary_z,weak_trans_primary_reliable
0.0,265272.9058062287,144808.18764039295,2809.766507432475,1989.5017598352072,1457.3765484492403,396.64686899392603,0.780622588104989,8.862649768279098,396.64686899392603,396.64686899392603,668.7886040272535,640,-0.003317810622725343,0.9786192545739136,0.0016894518631597334,0.020821674963876415,-7.156135278887576e-05,0.20458969962572143,0.10124982737471343,-0.0003479823131013719,0.9948609708722624,nan,0,4,93.28491754106204,13.948348984151265,2.7285419805796085,0.6812568710569039,9.186402654960363,2.724934478606644,1746.2668675709497,2.7285419805796085,34.18855865330907,70375.55744370745,109.96180850579289,640.0,0,0.0,0.9997177036191899,0.014909650587473768,0.01849906456373203,0
0.1,277764.4939684314,129481.702089867,2872.9345845250073,2302.563845873451,1849.2761797413295,413.3016406734293,0.7865649439768427,8.926279707682466,413.3016406734293,413.3016406734293,672.0624034200417,640,-0.009116951365415307,0.9798918658511229,-9.199875793734077e-05,0.01411900744030698,0.0001486835948308896,0.1988201083767019,0.07083557468043324,0.0007459510117780465,0.9974877266998231,nan,0,4,156.90856749109207,15.168157731931757,2.9278615163235417,0.7701226225573322,9.411187525563056,2.9497193492093388,1873.831370447067,2.9278615163235417,53.59152631239167,112002.93551318234,175.00458673934742,640.0,1,0.9993480912600236,0.9993480912600236,0.03403215739446562,0.01205009369365754,0
0.2,291113.03539007896,113731.51662567479,3756.128162652045,2909.73347505387,1729.6809360909183,632.435862697461,0.7920699305087044,9.055914396189424,632.435862697461,632.435862697461,460.3044396445605,640,0.014342047472168492,0.980223492402301,-0.0025953360381755775,0.02118239926916371,0.0005586778527880698,0.19621536302759235,0.107330795097929,0.0028308095500134836,0.994219335429028,nan,0,4,268.94776614058316,22.545711980228567,2.8836725195066553,0.8082376150421244,9.71785667015054,3.256388493796822,1845.5504124842596,2.8836725195066553,93.26571041658895,188401.3764098038,294.3771506403184,640.0,1,0.9984657902183245,0.9984657902183243,0.054648098751514815,0.008924744620547728,0
0.3,286934.2720682471,114708.11601035131,4412.398529603804,2789.5444566596307,2041.759879787418,1767.4986523099542,0.7806214359395226,9.273660585166445,1767.4986523099542,1767.4986523099542,162.33917445608856,640,0.052312144199181225,0.1073471380421217,-0.22850596008489482,0.9646531142061592,0.05247013586466545,0.014707543093006925,0.9984082954901321,0.054306173007990274,0.015222190043330452,nan,0,4,337.5260333355799,86.53726820637105,2.861322867150491,0.639568775752623,10.239319399498529,3.7778512231448125,1831.2466349763138,2.861322867150491,117.96153353071698,273231.75962182484,426.9246244091013,640.0,1,0.9988519670272843,0.9988519670272843,0.04786698261148319,0.0018708130310420928,0
0.4,279114.1700962241,120465.77005661938,5019.123330702965,3587.6461989088752,2982.7218301664207,1706.2509103946957,0.76491224904565,9.397916952704128,1706.2509103946957,1706.2509103946957,163.58330911111923,640,0.12118063090993349,0.00891289899934589,-0.13297922815254815,0.9828439305085196,0.039593867163542774,0.0015728157077255507,0.9991882684120861,0.04025229880639277,0.0015989710621914454,nan,0,4,413.418261399391,144.30793571696609,2.7147639790183877,0.5892855139200741,10.459863127751243,3.998394951397525,1737.4489465717681,2.7147639790183877,152.28515797121926,358682.21510104043,560.4409610953758,640.0,1,0.9992460675366541,0.9992460675366539,0.038813162399324815,0.000913748924218134,0
0.5,271929.9941023885,126488.99831588792,6218.310902904011,4755.410387742317,2897.9333825015156,1779.431319230925,0.750010808162618,9.486565611375882,1779.431319230925,1779.431319230925,152.81848260371035,640,0.12028026061188861,0.013393444852135176,-0.11700088059485168,0.9849181209587853,0.03990393507654451,0.002835393196867079,0.9991761437684626,0.0404815985435984,0.0028764393508722264,nan,0,3,421.7517908535385,186.85393493087255,2.825519309275541,0.5486194850619822,10.565971529714947,4.104503353361229,1808.332357936346,2.825519309275541,149.2652304548133,391315.9968599593,611.4312450936866,640.0,1,0.9991863652380856,0.9991863652380856,0.04031274038444237,0.0012208542089372793,0
0.6,272585.2774561717,125012.47690249373,9092.212003842684,5927.510504058088,2818.3223942156274,1818.2281145433465,0.7364954172716095,9.584001109135214,1818.2281145433465,1818.2281145433465,149.91808523686387,640,0.011861173105213117,0.0008284378040108168,-0.29010506172065065,0.956919790995749,0.0014768391133117749,-0.00010942721804931304,0.9999988025363364,0.0015433240682730957,-0.00011435345788002596,nan,0,2,424.3669945086063,194.59211121025714,3.0464015080030107,0.5417944490510244,10.606646488286607,4.145178311932888,1949.696965121927,3.0464015080030107,139.30107157371683,398083.5246251945,622.0055072268665,640.0,1,0.9999992901921098,0.9999992901921099,0.0011896053649377224,-6.674093394563306e-05,0
0.7,260631.4092728832,136887.38006038117,8500.128608702049,6130.965756838853,2644.233490074244,1796.151906514562,0.7291502044493686,9.573390655530487,1796.151906514562,1796.151906514562,145.10543809105724,640,0.002811099563869313,0.0010076834971090734,-0.3232473805911919,0.9463097735421374,-0.00015911575221992734,2.037034061547378e-05,0.9999999856322112,-0.00016814340756325357,2.1526080457299613e-05,nan,0,2,407.0927219031813,213.35517914689,3.058462522580822,0.521519901456042,10.624795191290998,4.1633270149372805,1957.4160144517261,3.058462522580822,133.10371433280284,399044.0726864973,623.506363572652,640.0,1,0.9999999111704844,0.9999999111704844,-0.00042015526246647484,3.3594327795747906e-05,0
0.8,262554.1367345945,135101.6980240221,8214.656035228227,6026.550576112745,2749.971838949161,1797.9766371470373,0.731399785842861,9.570574777655986,1797.9766371470373,1797.9766371470373,146.02755748328613,640,0.09204449692474259,-6.856723555163925e-05,-0.31521137797432613,0.944534443770202,-0.00483682459833147,0.000939542150171391,0.9999863939675834,-0.005120786034051647,0.0009947010116224191,nan,0,2,410.1530198640808,206.8903040457719,3.056453239524935,0.5269532399894596,10.616815952922659,4.155347776568942,1956.1300732959585,3.056453239524935,134.19247334136574,396863.8573756018,620.0997771493777,640.0,1,0.9999879011543703,0.9999879011543703,-0.004911002158406464,0.0002821394648586012,0
0.9,268524.1482050253,129377.91307836842,8704.489368378436,5705.4072208148355,2796.208868093939,1735.2443021295678,0.7356411445958572,9.564493674166554,1735.2443021295678,1735.2443021295678,154.74717183942383,640,0.07000521926434936,0.000900978037140926,-0.2726042972605271,0.9595388795784523,-0.00839591777525224,4.208872871897147e-05,0.9999617204185283,-0.008749615634878822,4.3861815790665285e-05,nan,0,2,411.5002467387996,202.04905453304363,2.8888624394140923,0.5320899892099294,10.591220035968638,4.129751859614919,1848.8719612250193,2.8888624394140923,142.4436972576162,394520.4247752047,616.4381637112572,640.0,1,0.9999726943702565,0.9999726943702566,-0.007389861083469695,2.1611493774356818e-05,0
