microtest,cloud,finite_count,zero_count,nan_count,norm_min,norm_median,norm_max,direction_rank
NONDEGENERATE_IDENTITY,source,806,0,0,0.9999998987129718,1.0,1.0000000884329288,3
NONDEGENERATE_IDENTITY,target,806,0,0,0.9999998987129718,1.0,1.0000000884329288,3
KNOWN_SMALL_TRANSFORM,source,806,0,0,0.999999885959997,0.9999999987336934,1.0000001070329354,3
KNOWN_SMALL_TRANSFORM,target,806,0,0,0.9999998987129718,1.0,1.0000000884329288,3
PLANAR_DEGENERACY_DIAGNOSTIC,source,64,0,0,1.0,1.0,1.0,1
PLANAR_DEGENERACY_DIAGNOSTIC,target,64,0,0,1.0,1.0,1.0,1
