planned_trial_id,snapshot_id,condition,backend,solver_failure,failure_classification,finite_output,result_path,result_sha256
fixture-audit-v1/identity/open3d_point_to_plane,fixture-audit-v1/identity,FIXTURE_IDENTITY,open3d_point_to_plane,False,NONE,True,raw_results/6eb862d2dc4253e82abb7be44edb788d1893bdf37317d73ccea5fb7897cc12a5.json,247f6c06bf8453c590245d0558f8ab161cff3d1c0cc520f106666568580d82e9
fixture-audit-v1/identity/pcl_point_to_plane,fixture-audit-v1/identity,FIXTURE_IDENTITY,pcl_point_to_plane,False,NONE,True,raw_results/1cd8274d364f7d1e86b695292cf65b607dfcbc333c397167d12aedc5c697fbe0.json,8e0c630a7d1558227b740bf88683d0e3f88ec0f6bfbe9d154303e77f6a7080d2
fixture-audit-v1/no-correspondence/open3d_point_to_plane,fixture-audit-v1/no-correspondence,FIXTURE_NO_CORRESPONDENCE,open3d_point_to_plane,True,NO_CORRESPONDENCES,True,raw_results/72dfbd85ebe9817849c211af9db6a11e9ee9ab12f9212d5f15fd433ca57c8722.json,a3a9345d95696a9f2e7354250911716ec1fc95c750ad50d62de0b299b9df5dca
fixture-audit-v1/no-correspondence/pcl_point_to_plane,fixture-audit-v1/no-correspondence,FIXTURE_NO_CORRESPONDENCE,pcl_point_to_plane,True,NO_CORRESPONDENCES,True,raw_results/d9f058779d456ce4bf2e30929e91be452ae0c269c6b09bc3d017cfbaafdf9757.json,6389e22fa84affa3b50ab9af6a7364011067cd7f15a7fc60a9737853559f05d7
fixture-audit-v1/nonidentity-reference/open3d_point_to_plane,fixture-audit-v1/nonidentity-reference,FIXTURE_NONIDENTITY_REFERENCE,open3d_point_to_plane,False,NONE,True,raw_results/47683411aaf0a74f0afae9a46ba1b3f93b9d132fd3356a78801dce9d4f7509ea.json,6d189a8cb556f3f6052c9f0aea94ca08077582a031ba7ea37ba59d208cd8135a
fixture-audit-v1/nonidentity-reference/pcl_point_to_plane,fixture-audit-v1/nonidentity-reference,FIXTURE_NONIDENTITY_REFERENCE,pcl_point_to_plane,False,NONE,True,raw_results/c23e0d0edb1b97e7453099a20dfc227394f8523817df1f6df798e222b896d724.json,bc29c5fb35b4ac3bd61b9b261536a7023c89fc1bef2c7bb23c745bc3a12307ba
