geometry_pair_count,geometry_pairs_passed,geometry_axis_information_monotonic_pairs,measurement_sets_strictly_nested,psd_increment_valid,delta_H_min_eigenvalue,observation_pair_count,observation_pairs_passed,observation_nested_pairs
20,20,20,True,True,-1.1641532182731423e-10,20,20,20
