scene_variant,geometry_seed,measurement_seed,block_id,perturbation_type,direction_id,registration_path,bootstrap_repetitions,bootstrap_seed,curve_subseed,uncensored_count,uncensored_fraction,mean_d50,sample_std_ddof_1,cv,eligible,reason
END_FACE_TRANSITION_ABSENT,1107,2111,dev::END_FACE_TRANSITION_ABSENT::g1107::m2111,translation,ico_09,full_reassociation,500,161803,312347133952879152088699308230880663118,500,1.0,0.001,0.007945203112885787,7.945203112885787,true,ELIGIBLE
END_FACE_TRANSITION_ABSENT,1107,2111,dev::END_FACE_TRANSITION_ABSENT::g1107::m2111,translation,ico_10,full_reassociation,500,161803,148781109522294391730051656044713867018,500,1.0,0.0031,0.012069853467439072,3.893501118528733,true,ELIGIBLE
END_FACE_TRANSITION_ABSENT,1107,2111,dev::END_FACE_TRANSITION_ABSENT::g1107::m2111,translation,ico_11,full_reassociation,500,161803,296459837227368062219447591810380330447,500,1.0,0.0036,0.018647666635316165,5.179907398698934,true,ELIGIBLE
END_FACE_TRANSITION_ABSENT,1107,2111,dev::END_FACE_TRANSITION_ABSENT::g1107::m2111,translation,neg_x,full_reassociation,500,161803,277016043975880415814102506537825705913,500,1.0,0.00668,0.023877140441672294,3.5744222218072297,true,ELIGIBLE
END_FACE_TRANSITION_ABSENT,1107,2111,dev::END_FACE_TRANSITION_ABSENT::g1107::m2111,translation,neg_y,full_reassociation,500,161803,143925361675060923243050817923413279047,500,1.0,0.0112,0.04603039859908212,4.109857017775189,true,ELIGIBLE
END_FACE_TRANSITION_ABSENT,1107,2111,dev::END_FACE_TRANSITION_ABSENT::g1107::m2111,translation,neg_z,full_reassociation,500,161803,142570421436685062901184585023367979822,500,1.0,0.0124,0.04827941386975629,3.893501118528733,true,ELIGIBLE
END_FACE_TRANSITION_ABSENT,1107,2111,dev::END_FACE_TRANSITION_ABSENT::g1107::m2111,translation,pos_x,full_reassociation,500,161803,317819212061880608211834815883316935934,500,1.0,0.0005200000000000001,0.0022224938600400746,4.27402665392322,true,ELIGIBLE
END_FACE_TRANSITION_ABSENT,1107,2111,dev::END_FACE_TRANSITION_ABSENT::g1107::m2111,translation,pos_y,full_reassociation,500,161803,160939290486652480079665460829724962061,500,1.0,0.026400000000000003,0.09941230110616314,3.765617466142543,true,ELIGIBLE
END_FACE_TRANSITION_ABSENT,1107,2111,dev::END_FACE_TRANSITION_ABSENT::g1107::m2111,translation,pos_z,full_reassociation,500,161803,244355225970092370399748628042529636041,500,1.0,0.0042000000000000015,0.0200790022826168,4.7807148291944745,true,ELIGIBLE
END_FACE_TRANSITION_PRESENT,1101,2101,dev::END_FACE_TRANSITION_PRESENT::g1101::m2101,translation,ico_00,full_reassociation,500,161803,187563999140454456017262502215605188648,0,0.0,,,,false,INSUFFICIENT_UNCENSORED_BOOTSTRAPS
