seed_value,source_file,json_path,container_type,seed_type,declared_seed_type
1850310744,artifacts/current/zero_perturbation_phase_a_lock_architecture_v2/phase_a_scientific_protocol_lock_v2.json,$.geometry_seeds[0].value,structured_value,geometry,geometry
1957656152,artifacts/current/zero_perturbation_phase_a_lock_architecture_v2/phase_a_scientific_protocol_lock_v2.json,$.geometry_seeds[1].value,structured_value,geometry,geometry
1334931069,artifacts/current/zero_perturbation_phase_a_lock_architecture_v2/phase_a_scientific_protocol_lock_v2.json,$.geometry_seeds[2].value,structured_value,geometry,geometry
217775206,artifacts/current/zero_perturbation_phase_a_lock_architecture_v2/phase_a_scientific_protocol_lock_v2.json,$.measurement_seeds[0].value,structured_value,sensor,measurement
1664898153,artifacts/current/zero_perturbation_phase_a_lock_architecture_v2/phase_a_scientific_protocol_lock_v2.json,$.measurement_seeds[1].value,structured_value,sensor,measurement
