scope_count,axis_rmse_relative_change,strong_translation_rmse_relative_change,orientation_rmse_rad_relative_change,trajectory_rmse_3d_relative_change
3600,0.027454296727152418,0.0006840098668694054,1.1975633970166325e-05,0.01894382866507089
