sweep,level,stress,geometry_seed,sensor_seed,configured_burst_length_frames,contaminated_measurement_count,clean_unchanged,open_control_contamination_zero,axial_only,burst_duration_valid,variance_unchanged,invariant_observations_unchanged,locked_anchor_delta,shared_burst_start_frame,shared_burst_sign,shared_sign_valid,nominal_measurement_sigma_m,injected_slip_distance_m,injected_slip_sigma,slip_sigma_valid,subhuber_valid,selected_axial_patch_ids,contaminated_measurement_ratio,stress_mechanism_valid
geometry,L2,coherent_subhuber_slip,4373,111,20,1120,True,True,True,True,True,True,True,14,-1,True,0.02,0.03,1.5,True,True,axial_patch_12|axial_patch_02|axial_patch_14|axial_patch_15|axial_patch_03|axial_patch_13|axial_patch_04,0.10526315789473684,True
geometry,L3,clean,4373,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,4373,99,20,480,True,True,True,True,True,True,True,7,1,True,0.02,0.03,1.5,True,True,axial_patch_03|axial_patch_12|axial_patch_14,0.05128205128205128,True
geometry,L3,clean,4373,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,4373,111,20,480,True,True,True,True,True,True,True,14,-1,True,0.02,0.03,1.5,True,True,axial_patch_12|axial_patch_14|axial_patch_03,0.05128205128205128,True
geometry,L4,clean,4373,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,4373,99,20,160,True,True,True,True,True,True,True,7,1,True,0.02,0.03,1.5,True,True,axial_patch_03,0.01834862385321101,True
geometry,L4,clean,4373,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,4373,111,20,160,True,True,True,True,True,True,True,14,-1,True,0.02,0.03,1.5,True,True,axial_patch_03,0.01834862385321101,True
observation,O1,clean,4373,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,4373,99,20,3042,True,True,True,True,True,True,True,7,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_03|axial_patch_12|axial_patch_11|axial_patch_02|axial_patch_15|axial_patch_06|axial_patch_13|axial_patch_10|axial_patch_09|axial_patch_08|axial_patch_07|axial_patch_05|axial_patch_14|axial_patch_04|axial_patch_00,0.39609375,True
observation,O1,clean,4373,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,4373,111,20,3057,True,True,True,True,True,True,True,14,-1,True,0.02,0.03,1.5,True,True,axial_patch_12|axial_patch_10|axial_patch_05|axial_patch_09|axial_patch_01|axial_patch_06|axial_patch_00|axial_patch_02|axial_patch_14|axial_patch_15|axial_patch_08|axial_patch_07|axial_patch_11|axial_patch_03|axial_patch_13|axial_patch_04,0.398046875,True
observation,O2,clean,4373,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,4373,99,20,2341,True,True,True,True,True,True,True,7,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_03|axial_patch_12|axial_patch_11|axial_patch_02|axial_patch_15|axial_patch_06|axial_patch_13|axial_patch_10|axial_patch_09|axial_patch_08|axial_patch_07|axial_patch_05|axial_patch_14|axial_patch_04|axial_patch_00,0.3048177083333333,True
observation,O2,clean,4373,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,4373,111,20,2348,True,True,True,True,True,True,True,14,-1,True,0.02,0.03,1.5,True,True,axial_patch_12|axial_patch_10|axial_patch_05|axial_patch_09|axial_patch_01|axial_patch_06|axial_patch_00|axial_patch_02|axial_patch_14|axial_patch_15|axial_patch_08|axial_patch_07|axial_patch_11|axial_patch_03|axial_patch_13|axial_patch_04,0.30572916666666666,True
observation,O3,clean,4373,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,4373,99,20,1104,True,True,True,True,True,True,True,7,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_03|axial_patch_12|axial_patch_11|axial_patch_02|axial_patch_15|axial_patch_06|axial_patch_13|axial_patch_10|axial_patch_09|axial_patch_08|axial_patch_07|axial_patch_05|axial_patch_14|axial_patch_04|axial_patch_00,0.14375,True
observation,O3,clean,4373,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,4373,111,20,1109,True,True,True,True,True,True,True,14,-1,True,0.02,0.03,1.5,True,True,axial_patch_12|axial_patch_10|axial_patch_05|axial_patch_09|axial_patch_01|axial_patch_06|axial_patch_00|axial_patch_02|axial_patch_14|axial_patch_15|axial_patch_08|axial_patch_07|axial_patch_11|axial_patch_03|axial_patch_13|axial_patch_04,0.14440104166666667,True
observation,O4,clean,4373,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,4373,99,20,286,True,True,True,True,True,True,True,7,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_03|axial_patch_12|axial_patch_11|axial_patch_02|axial_patch_15|axial_patch_06|axial_patch_13|axial_patch_10|axial_patch_09|axial_patch_08|axial_patch_07|axial_patch_05|axial_patch_14|axial_patch_04|axial_patch_00,0.03723958333333333,True
observation,O4,clean,4373,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,4373,111,20,285,True,True,True,True,True,True,True,14,-1,True,0.02,0.03,1.5,True,True,axial_patch_12|axial_patch_10|axial_patch_05|axial_patch_09|axial_patch_01|axial_patch_06|axial_patch_00|axial_patch_02|axial_patch_14|axial_patch_15|axial_patch_08|axial_patch_07|axial_patch_11|axial_patch_03|axial_patch_13|axial_patch_04,0.037109375,True
open_control,OC,clean,4493,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,coherent_subhuber_slip,4493,99,20,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,clean,4493,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,coherent_subhuber_slip,4493,111,20,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
geometry,L1,clean,4493,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L1,coherent_subhuber_slip,4493,99,20,1920,True,True,True,True,True,True,True,6,-1,True,0.02,0.03,1.5,True,True,axial_patch_03|axial_patch_02|axial_patch_06|axial_patch_11|axial_patch_01|axial_patch_07|axial_patch_13|axial_patch_12|axial_patch_09|axial_patch_10|axial_patch_08|axial_patch_00,0.1568627450980392,True
geometry,L1,clean,4493,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L1,coherent_subhuber_slip,4493,111,20,1920,True,True,True,True,True,True,True,6,1,True,0.02,0.03,1.5,True,True,axial_patch_03|axial_patch_01|axial_patch_12|axial_patch_08|axial_patch_11|axial_patch_09|axial_patch_00|axial_patch_02|axial_patch_10|axial_patch_06|axial_patch_13|axial_patch_07,0.1568627450980392,True
geometry,L2,clean,4493,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L2,coherent_subhuber_slip,4493,99,20,1120,True,True,True,True,True,True,True,6,-1,True,0.02,0.03,1.5,True,True,axial_patch_06|axial_patch_11|axial_patch_01|axial_patch_07|axial_patch_12|axial_patch_09|axial_patch_00,0.10526315789473684,True
geometry,L2,clean,4493,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L2,coherent_subhuber_slip,4493,111,20,1120,True,True,True,True,True,True,True,6,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_12|axial_patch_11|axial_patch_09|axial_patch_00|axial_patch_06|axial_patch_07,0.10526315789473684,True
geometry,L3,clean,4493,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,4493,99,20,480,True,True,True,True,True,True,True,6,-1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_12|axial_patch_09,0.05128205128205128,True
geometry,L3,clean,4493,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,4493,111,20,480,True,True,True,True,True,True,True,6,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_12|axial_patch_09,0.05128205128205128,True
geometry,L4,clean,4493,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,4493,99,20,160,True,True,True,True,True,True,True,6,-1,True,0.02,0.03,1.5,True,True,axial_patch_12,0.01834862385321101,True
geometry,L4,clean,4493,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,4493,111,20,160,True,True,True,True,True,True,True,6,1,True,0.02,0.03,1.5,True,True,axial_patch_12,0.01834862385321101,True
observation,O1,clean,4493,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,4493,99,20,3044,True,True,True,True,True,True,True,6,-1,True,0.02,0.03,1.5,True,True,axial_patch_04|axial_patch_15|axial_patch_03|axial_patch_05|axial_patch_02|axial_patch_06|axial_patch_11|axial_patch_01|axial_patch_14|axial_patch_07|axial_patch_13|axial_patch_12|axial_patch_09|axial_patch_10|axial_patch_08|axial_patch_00,0.3963541666666667,True
observation,O1,clean,4493,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,4493,111,20,3060,True,True,True,True,True,True,True,6,1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_03|axial_patch_01|axial_patch_12|axial_patch_08|axial_patch_11|axial_patch_09|axial_patch_15|axial_patch_00|axial_patch_02|axial_patch_04|axial_patch_14|axial_patch_10|axial_patch_06|axial_patch_13|axial_patch_07,0.3984375,True
observation,O2,clean,4493,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,4493,99,20,2325,True,True,True,True,True,True,True,6,-1,True,0.02,0.03,1.5,True,True,axial_patch_04|axial_patch_15|axial_patch_03|axial_patch_05|axial_patch_02|axial_patch_06|axial_patch_11|axial_patch_01|axial_patch_14|axial_patch_07|axial_patch_13|axial_patch_12|axial_patch_09|axial_patch_10|axial_patch_08|axial_patch_00,0.302734375,True
observation,O2,clean,4493,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,4493,111,20,2379,True,True,True,True,True,True,True,6,1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_03|axial_patch_01|axial_patch_12|axial_patch_08|axial_patch_11|axial_patch_09|axial_patch_15|axial_patch_00|axial_patch_02|axial_patch_04|axial_patch_14|axial_patch_10|axial_patch_06|axial_patch_13|axial_patch_07,0.309765625,True
observation,O3,clean,4493,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,4493,99,20,1036,True,True,True,True,True,True,True,6,-1,True,0.02,0.03,1.5,True,True,axial_patch_04|axial_patch_15|axial_patch_03|axial_patch_05|axial_patch_02|axial_patch_06|axial_patch_11|axial_patch_01|axial_patch_14|axial_patch_07|axial_patch_13|axial_patch_12|axial_patch_09|axial_patch_10|axial_patch_08|axial_patch_00,0.13489583333333333,True
observation,O3,clean,4493,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,4493,111,20,1064,True,True,True,True,True,True,True,6,1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_03|axial_patch_01|axial_patch_12|axial_patch_08|axial_patch_11|axial_patch_09|axial_patch_15|axial_patch_00|axial_patch_02|axial_patch_04|axial_patch_14|axial_patch_10|axial_patch_06|axial_patch_13|axial_patch_07,0.13854166666666667,True
observation,O4,clean,4493,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,4493,99,20,261,True,True,True,True,True,True,True,6,-1,True,0.02,0.03,1.5,True,True,axial_patch_04|axial_patch_15|axial_patch_03|axial_patch_05|axial_patch_02|axial_patch_06|axial_patch_11|axial_patch_01|axial_patch_14|axial_patch_07|axial_patch_13|axial_patch_12|axial_patch_09|axial_patch_10|axial_patch_08|axial_patch_00,0.033984375,True
observation,O4,clean,4493,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,4493,111,20,267,True,True,True,True,True,True,True,6,1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_03|axial_patch_01|axial_patch_12|axial_patch_08|axial_patch_11|axial_patch_09|axial_patch_15|axial_patch_00|axial_patch_02|axial_patch_04|axial_patch_14|axial_patch_10|axial_patch_06|axial_patch_13|axial_patch_07,0.034765625,True
open_control,OC,clean,4621,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,coherent_subhuber_slip,4621,99,20,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,clean,4621,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,coherent_subhuber_slip,4621,111,20,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
geometry,L1,clean,4621,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L1,coherent_subhuber_slip,4621,99,20,1920,True,True,True,True,True,True,True,10,-1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_12|axial_patch_00|axial_patch_14|axial_patch_15|axial_patch_09|axial_patch_02|axial_patch_03|axial_patch_13|axial_patch_05|axial_patch_07|axial_patch_08,0.1568627450980392,True
geometry,L1,clean,4621,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L1,coherent_subhuber_slip,4621,111,20,1920,True,True,True,True,True,True,True,20,1,True,0.02,0.03,1.5,True,True,axial_patch_09|axial_patch_03|axial_patch_05|axial_patch_02|axial_patch_13|axial_patch_12|axial_patch_00|axial_patch_01|axial_patch_08|axial_patch_07|axial_patch_14|axial_patch_15,0.1568627450980392,True
geometry,L2,clean,4621,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L2,coherent_subhuber_slip,4621,99,20,1120,True,True,True,True,True,True,True,10,-1,True,0.02,0.03,1.5,True,True,axial_patch_12|axial_patch_00|axial_patch_15|axial_patch_13|axial_patch_05|axial_patch_07|axial_patch_08,0.10526315789473684,True
geometry,L2,clean,4621,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L2,coherent_subhuber_slip,4621,111,20,1120,True,True,True,True,True,True,True,20,1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_13|axial_patch_12|axial_patch_00|axial_patch_08|axial_patch_07|axial_patch_15,0.10526315789473684,True
geometry,L3,clean,4621,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,4621,99,20,480,True,True,True,True,True,True,True,10,-1,True,0.02,0.03,1.5,True,True,axial_patch_12|axial_patch_00|axial_patch_05,0.05128205128205128,True
geometry,L3,clean,4621,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,4621,111,20,480,True,True,True,True,True,True,True,20,1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_12|axial_patch_00,0.05128205128205128,True
geometry,L4,clean,4621,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,4621,99,20,160,True,True,True,True,True,True,True,10,-1,True,0.02,0.03,1.5,True,True,axial_patch_05,0.01834862385321101,True
geometry,L4,clean,4621,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,4621,111,20,160,True,True,True,True,True,True,True,20,1,True,0.02,0.03,1.5,True,True,axial_patch_05,0.01834862385321101,True
observation,O1,clean,4621,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,4621,99,20,3050,True,True,True,True,True,True,True,10,-1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_12|axial_patch_00|axial_patch_04|axial_patch_10|axial_patch_14|axial_patch_15|axial_patch_09|axial_patch_02|axial_patch_06|axial_patch_03|axial_patch_11|axial_patch_13|axial_patch_05|axial_patch_07|axial_patch_08,0.3971354166666667,True
observation,O1,clean,4621,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,4621,111,20,3092,True,True,True,True,True,True,True,20,1,True,0.02,0.03,1.5,True,True,axial_patch_09|axial_patch_03|axial_patch_05|axial_patch_02|axial_patch_13|axial_patch_12|axial_patch_00|axial_patch_11|axial_patch_10|axial_patch_06|axial_patch_01|axial_patch_08|axial_patch_07|axial_patch_14|axial_patch_04|axial_patch_15,0.40260416666666665,True
observation,O2,clean,4621,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,4621,99,20,2359,True,True,True,True,True,True,True,10,-1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_12|axial_patch_00|axial_patch_04|axial_patch_10|axial_patch_14|axial_patch_15|axial_patch_09|axial_patch_02|axial_patch_06|axial_patch_03|axial_patch_11|axial_patch_13|axial_patch_05|axial_patch_07|axial_patch_08,0.30716145833333336,True
observation,O2,clean,4621,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,4621,111,20,2353,True,True,True,True,True,True,True,20,1,True,0.02,0.03,1.5,True,True,axial_patch_09|axial_patch_03|axial_patch_05|axial_patch_02|axial_patch_13|axial_patch_12|axial_patch_00|axial_patch_11|axial_patch_10|axial_patch_06|axial_patch_01|axial_patch_08|axial_patch_07|axial_patch_14|axial_patch_04|axial_patch_15,0.30638020833333335,True
observation,O3,clean,4621,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,4621,99,20,1089,True,True,True,True,True,True,True,10,-1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_12|axial_patch_00|axial_patch_04|axial_patch_10|axial_patch_14|axial_patch_15|axial_patch_09|axial_patch_02|axial_patch_06|axial_patch_03|axial_patch_11|axial_patch_13|axial_patch_05|axial_patch_07|axial_patch_08,0.141796875,True
observation,O3,clean,4621,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,4621,111,20,1073,True,True,True,True,True,True,True,20,1,True,0.02,0.03,1.5,True,True,axial_patch_09|axial_patch_03|axial_patch_05|axial_patch_02|axial_patch_13|axial_patch_12|axial_patch_00|axial_patch_11|axial_patch_10|axial_patch_06|axial_patch_01|axial_patch_08|axial_patch_07|axial_patch_14|axial_patch_04|axial_patch_15,0.13971354166666666,True
observation,O4,clean,4621,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,4621,99,20,269,True,True,True,True,True,True,True,10,-1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_12|axial_patch_00|axial_patch_04|axial_patch_10|axial_patch_14|axial_patch_15|axial_patch_09|axial_patch_02|axial_patch_06|axial_patch_03|axial_patch_11|axial_patch_13|axial_patch_05|axial_patch_07|axial_patch_08,0.03502604166666667,True
observation,O4,clean,4621,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,4621,111,20,270,True,True,True,True,True,True,True,20,1,True,0.02,0.03,1.5,True,True,axial_patch_09|axial_patch_03|axial_patch_05|axial_patch_02|axial_patch_13|axial_patch_12|axial_patch_00|axial_patch_11|axial_patch_10|axial_patch_06|axial_patch_01|axial_patch_08|axial_patch_07|axial_patch_14|axial_patch_04|axial_patch_15,0.03515625,True
open_control,OC,clean,4751,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,coherent_subhuber_slip,4751,99,20,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,clean,4751,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,coherent_subhuber_slip,4751,111,20,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
geometry,L1,clean,4751,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L1,coherent_subhuber_slip,4751,99,20,1920,True,True,True,True,True,True,True,1,1,True,0.02,0.03,1.5,True,True,axial_patch_07|axial_patch_13|axial_patch_02|axial_patch_03|axial_patch_01|axial_patch_10|axial_patch_14|axial_patch_04|axial_patch_00|axial_patch_11|axial_patch_15|axial_patch_06,0.1568627450980392,True
geometry,L1,clean,4751,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L1,coherent_subhuber_slip,4751,111,20,1920,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_11|axial_patch_07|axial_patch_10|axial_patch_01|axial_patch_06|axial_patch_14|axial_patch_04|axial_patch_00|axial_patch_15|axial_patch_03|axial_patch_13|axial_patch_02,0.1568627450980392,True
geometry,L2,clean,4751,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L2,coherent_subhuber_slip,4751,99,20,1120,True,True,True,True,True,True,True,1,1,True,0.02,0.03,1.5,True,True,axial_patch_02|axial_patch_01|axial_patch_10|axial_patch_14|axial_patch_04|axial_patch_11|axial_patch_06,0.10526315789473684,True
geometry,L2,clean,4751,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L2,coherent_subhuber_slip,4751,111,20,1120,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_11|axial_patch_10|axial_patch_01|axial_patch_06|axial_patch_14|axial_patch_04|axial_patch_02,0.10526315789473684,True
geometry,L3,clean,4751,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,4751,99,20,480,True,True,True,True,True,True,True,1,1,True,0.02,0.03,1.5,True,True,axial_patch_10|axial_patch_14|axial_patch_04,0.05128205128205128,True
geometry,L3,clean,4751,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,4751,111,20,480,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_10|axial_patch_14|axial_patch_04,0.05128205128205128,True
geometry,L4,clean,4751,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,4751,99,20,160,True,True,True,True,True,True,True,1,1,True,0.02,0.03,1.5,True,True,axial_patch_04,0.01834862385321101,True
geometry,L4,clean,4751,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,4751,111,20,160,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_04,0.01834862385321101,True
observation,O1,clean,4751,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,4751,99,20,3043,True,True,True,True,True,True,True,1,1,True,0.02,0.03,1.5,True,True,axial_patch_07|axial_patch_13|axial_patch_02|axial_patch_03|axial_patch_01|axial_patch_10|axial_patch_14|axial_patch_04|axial_patch_00|axial_patch_12|axial_patch_11|axial_patch_15|axial_patch_08|axial_patch_05|axial_patch_09|axial_patch_06,0.39622395833333335,True
observation,O1,clean,4751,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,4751,111,20,3074,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_08|axial_patch_11|axial_patch_07|axial_patch_10|axial_patch_01|axial_patch_06|axial_patch_14|axial_patch_04|axial_patch_00|axial_patch_15|axial_patch_03|axial_patch_09|axial_patch_13|axial_patch_12|axial_patch_02,0.4002604166666667,True
observation,O2,clean,4751,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,4751,99,20,2310,True,True,True,True,True,True,True,1,1,True,0.02,0.03,1.5,True,True,axial_patch_07|axial_patch_13|axial_patch_02|axial_patch_03|axial_patch_01|axial_patch_10|axial_patch_14|axial_patch_04|axial_patch_00|axial_patch_12|axial_patch_11|axial_patch_15|axial_patch_08|axial_patch_05|axial_patch_09|axial_patch_06,0.30078125,True
observation,O2,clean,4751,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,4751,111,20,2374,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_08|axial_patch_11|axial_patch_07|axial_patch_10|axial_patch_01|axial_patch_06|axial_patch_14|axial_patch_04|axial_patch_00|axial_patch_15|axial_patch_03|axial_patch_09|axial_patch_13|axial_patch_12|axial_patch_02,0.30911458333333336,True
observation,O3,clean,4751,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,4751,99,20,1098,True,True,True,True,True,True,True,1,1,True,0.02,0.03,1.5,True,True,axial_patch_07|axial_patch_13|axial_patch_02|axial_patch_03|axial_patch_01|axial_patch_10|axial_patch_14|axial_patch_04|axial_patch_00|axial_patch_12|axial_patch_11|axial_patch_15|axial_patch_08|axial_patch_05|axial_patch_09|axial_patch_06,0.14296875,True
observation,O3,clean,4751,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
