sweep,level,stress,geometry_seed,sensor_seed,configured_burst_length_frames,contaminated_measurement_count,clean_unchanged,open_control_contamination_zero,axial_only,burst_duration_valid,variance_unchanged,invariant_observations_unchanged,locked_anchor_delta,shared_burst_start_frame,shared_burst_sign,shared_sign_valid,nominal_measurement_sigma_m,injected_slip_distance_m,injected_slip_sigma,slip_sigma_valid,subhuber_valid,selected_axial_patch_ids,contaminated_measurement_ratio,stress_mechanism_valid
observation,O3,coherent_subhuber_slip,4751,111,20,1136,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_08|axial_patch_11|axial_patch_07|axial_patch_10|axial_patch_01|axial_patch_06|axial_patch_14|axial_patch_04|axial_patch_00|axial_patch_15|axial_patch_03|axial_patch_09|axial_patch_13|axial_patch_12|axial_patch_02,0.14791666666666667,True
observation,O4,clean,4751,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,4751,99,20,295,True,True,True,True,True,True,True,1,1,True,0.02,0.03,1.5,True,True,axial_patch_07|axial_patch_13|axial_patch_02|axial_patch_03|axial_patch_01|axial_patch_10|axial_patch_14|axial_patch_04|axial_patch_00|axial_patch_12|axial_patch_11|axial_patch_15|axial_patch_08|axial_patch_05|axial_patch_09|axial_patch_06,0.038411458333333336,True
observation,O4,clean,4751,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,4751,111,20,320,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_08|axial_patch_11|axial_patch_07|axial_patch_10|axial_patch_01|axial_patch_06|axial_patch_14|axial_patch_04|axial_patch_00|axial_patch_15|axial_patch_03|axial_patch_09|axial_patch_13|axial_patch_12|axial_patch_02,0.041666666666666664,True
open_control,OC,clean,4877,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,coherent_subhuber_slip,4877,99,20,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,clean,4877,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,coherent_subhuber_slip,4877,111,20,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
geometry,L1,clean,4877,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L1,coherent_subhuber_slip,4877,99,20,1920,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_11|axial_patch_04|axial_patch_10|axial_patch_02|axial_patch_06|axial_patch_14|axial_patch_15|axial_patch_05|axial_patch_09|axial_patch_07|axial_patch_03,0.1568627450980392,True
geometry,L1,clean,4877,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L1,coherent_subhuber_slip,4877,111,20,1920,True,True,True,True,True,True,True,13,-1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_01|axial_patch_14|axial_patch_15|axial_patch_11|axial_patch_10|axial_patch_03|axial_patch_02|axial_patch_06|axial_patch_07|axial_patch_09|axial_patch_04,0.1568627450980392,True
geometry,L2,clean,4877,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L2,coherent_subhuber_slip,4877,99,20,1120,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_04|axial_patch_10|axial_patch_02|axial_patch_06|axial_patch_15|axial_patch_05,0.10526315789473684,True
geometry,L2,clean,4877,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L2,coherent_subhuber_slip,4877,111,20,1120,True,True,True,True,True,True,True,13,-1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_01|axial_patch_15|axial_patch_10|axial_patch_02|axial_patch_06|axial_patch_04,0.10526315789473684,True
geometry,L3,clean,4877,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,4877,99,20,480,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_15|axial_patch_05,0.05128205128205128,True
geometry,L3,clean,4877,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,4877,111,20,480,True,True,True,True,True,True,True,13,-1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_01|axial_patch_15,0.05128205128205128,True
geometry,L4,clean,4877,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,4877,99,20,160,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_01,0.01834862385321101,True
geometry,L4,clean,4877,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,4877,111,20,160,True,True,True,True,True,True,True,13,-1,True,0.02,0.03,1.5,True,True,axial_patch_01,0.01834862385321101,True
observation,O1,clean,4877,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,4877,99,20,3041,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_11|axial_patch_04|axial_patch_10|axial_patch_02|axial_patch_06|axial_patch_12|axial_patch_14|axial_patch_08|axial_patch_15|axial_patch_05|axial_patch_00|axial_patch_09|axial_patch_13|axial_patch_07|axial_patch_03,0.39596354166666664,True
observation,O1,clean,4877,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,4877,111,20,3044,True,True,True,True,True,True,True,13,-1,True,0.02,0.03,1.5,True,True,axial_patch_00|axial_patch_05|axial_patch_01|axial_patch_14|axial_patch_15|axial_patch_12|axial_patch_11|axial_patch_13|axial_patch_10|axial_patch_03|axial_patch_02|axial_patch_06|axial_patch_08|axial_patch_07|axial_patch_09|axial_patch_04,0.3963541666666667,True
observation,O2,clean,4877,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,4877,99,20,2326,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_11|axial_patch_04|axial_patch_10|axial_patch_02|axial_patch_06|axial_patch_12|axial_patch_14|axial_patch_08|axial_patch_15|axial_patch_05|axial_patch_00|axial_patch_09|axial_patch_13|axial_patch_07|axial_patch_03,0.3028645833333333,True
observation,O2,clean,4877,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,4877,111,20,2348,True,True,True,True,True,True,True,13,-1,True,0.02,0.03,1.5,True,True,axial_patch_00|axial_patch_05|axial_patch_01|axial_patch_14|axial_patch_15|axial_patch_12|axial_patch_11|axial_patch_13|axial_patch_10|axial_patch_03|axial_patch_02|axial_patch_06|axial_patch_08|axial_patch_07|axial_patch_09|axial_patch_04,0.30572916666666666,True
observation,O3,clean,4877,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,4877,99,20,1069,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_11|axial_patch_04|axial_patch_10|axial_patch_02|axial_patch_06|axial_patch_12|axial_patch_14|axial_patch_08|axial_patch_15|axial_patch_05|axial_patch_00|axial_patch_09|axial_patch_13|axial_patch_07|axial_patch_03,0.13919270833333333,True
observation,O3,clean,4877,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,4877,111,20,1069,True,True,True,True,True,True,True,13,-1,True,0.02,0.03,1.5,True,True,axial_patch_00|axial_patch_05|axial_patch_01|axial_patch_14|axial_patch_15|axial_patch_12|axial_patch_11|axial_patch_13|axial_patch_10|axial_patch_03|axial_patch_02|axial_patch_06|axial_patch_08|axial_patch_07|axial_patch_09|axial_patch_04,0.13919270833333333,True
observation,O4,clean,4877,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,4877,99,20,267,True,True,True,True,True,True,True,16,1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_11|axial_patch_04|axial_patch_10|axial_patch_02|axial_patch_06|axial_patch_12|axial_patch_14|axial_patch_08|axial_patch_15|axial_patch_05|axial_patch_00|axial_patch_09|axial_patch_13|axial_patch_07|axial_patch_03,0.034765625,True
observation,O4,clean,4877,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,4877,111,20,287,True,True,True,True,True,True,True,13,-1,True,0.02,0.03,1.5,True,True,axial_patch_00|axial_patch_05|axial_patch_01|axial_patch_14|axial_patch_15|axial_patch_12|axial_patch_11|axial_patch_13|axial_patch_10|axial_patch_03|axial_patch_02|axial_patch_06|axial_patch_08|axial_patch_07|axial_patch_09|axial_patch_04,0.037369791666666666,True
open_control,OC,clean,5003,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,coherent_subhuber_slip,5003,99,20,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,clean,5003,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,coherent_subhuber_slip,5003,111,20,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
geometry,L1,clean,5003,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L1,coherent_subhuber_slip,5003,99,20,1920,True,True,True,True,True,True,True,10,1,True,0.02,0.03,1.5,True,True,axial_patch_13|axial_patch_08|axial_patch_11|axial_patch_14|axial_patch_06|axial_patch_02|axial_patch_04|axial_patch_15|axial_patch_07|axial_patch_03|axial_patch_10|axial_patch_05,0.1568627450980392,True
geometry,L1,clean,5003,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L1,coherent_subhuber_slip,5003,111,20,1920,True,True,True,True,True,True,True,8,-1,True,0.02,0.03,1.5,True,True,axial_patch_08|axial_patch_10|axial_patch_07|axial_patch_13|axial_patch_05|axial_patch_04|axial_patch_14|axial_patch_15|axial_patch_11|axial_patch_03|axial_patch_02|axial_patch_06,0.1568627450980392,True
geometry,L2,clean,5003,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L2,coherent_subhuber_slip,5003,99,20,1120,True,True,True,True,True,True,True,10,1,True,0.02,0.03,1.5,True,True,axial_patch_13|axial_patch_14|axial_patch_02|axial_patch_15|axial_patch_07|axial_patch_10|axial_patch_05,0.10526315789473684,True
geometry,L2,clean,5003,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L2,coherent_subhuber_slip,5003,111,20,1120,True,True,True,True,True,True,True,8,-1,True,0.02,0.03,1.5,True,True,axial_patch_10|axial_patch_07|axial_patch_13|axial_patch_05|axial_patch_14|axial_patch_15|axial_patch_02,0.10526315789473684,True
geometry,L3,clean,5003,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,5003,99,20,480,True,True,True,True,True,True,True,10,1,True,0.02,0.03,1.5,True,True,axial_patch_07|axial_patch_10|axial_patch_05,0.05128205128205128,True
geometry,L3,clean,5003,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,5003,111,20,480,True,True,True,True,True,True,True,8,-1,True,0.02,0.03,1.5,True,True,axial_patch_10|axial_patch_07|axial_patch_05,0.05128205128205128,True
geometry,L4,clean,5003,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,5003,99,20,160,True,True,True,True,True,True,True,10,1,True,0.02,0.03,1.5,True,True,axial_patch_05,0.01834862385321101,True
geometry,L4,clean,5003,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,5003,111,20,160,True,True,True,True,True,True,True,8,-1,True,0.02,0.03,1.5,True,True,axial_patch_05,0.01834862385321101,True
observation,O1,clean,5003,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,5003,99,20,3050,True,True,True,True,True,True,True,10,1,True,0.02,0.03,1.5,True,True,axial_patch_13|axial_patch_08|axial_patch_01|axial_patch_11|axial_patch_14|axial_patch_06|axial_patch_00|axial_patch_09|axial_patch_12|axial_patch_02|axial_patch_04|axial_patch_15|axial_patch_07|axial_patch_03|axial_patch_10|axial_patch_05,0.3971354166666667,True
observation,O1,clean,5003,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,5003,111,20,3058,True,True,True,True,True,True,True,8,-1,True,0.02,0.03,1.5,True,True,axial_patch_08|axial_patch_10|axial_patch_07|axial_patch_13|axial_patch_05|axial_patch_04|axial_patch_14|axial_patch_00|axial_patch_15|axial_patch_11|axial_patch_03|axial_patch_01|axial_patch_02|axial_patch_09|axial_patch_12|axial_patch_06,0.39817708333333335,True
observation,O2,clean,5003,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,5003,99,20,2337,True,True,True,True,True,True,True,10,1,True,0.02,0.03,1.5,True,True,axial_patch_13|axial_patch_08|axial_patch_01|axial_patch_11|axial_patch_14|axial_patch_06|axial_patch_00|axial_patch_09|axial_patch_12|axial_patch_02|axial_patch_04|axial_patch_15|axial_patch_07|axial_patch_03|axial_patch_10|axial_patch_05,0.304296875,True
observation,O2,clean,5003,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,5003,111,20,2364,True,True,True,True,True,True,True,8,-1,True,0.02,0.03,1.5,True,True,axial_patch_08|axial_patch_10|axial_patch_07|axial_patch_13|axial_patch_05|axial_patch_04|axial_patch_14|axial_patch_00|axial_patch_15|axial_patch_11|axial_patch_03|axial_patch_01|axial_patch_02|axial_patch_09|axial_patch_12|axial_patch_06,0.3078125,True
observation,O3,clean,5003,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,5003,99,20,1063,True,True,True,True,True,True,True,10,1,True,0.02,0.03,1.5,True,True,axial_patch_13|axial_patch_08|axial_patch_01|axial_patch_11|axial_patch_14|axial_patch_06|axial_patch_00|axial_patch_09|axial_patch_12|axial_patch_02|axial_patch_04|axial_patch_15|axial_patch_07|axial_patch_03|axial_patch_10|axial_patch_05,0.13841145833333332,True
observation,O3,clean,5003,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,5003,111,20,1108,True,True,True,True,True,True,True,8,-1,True,0.02,0.03,1.5,True,True,axial_patch_08|axial_patch_10|axial_patch_07|axial_patch_13|axial_patch_05|axial_patch_04|axial_patch_14|axial_patch_00|axial_patch_15|axial_patch_11|axial_patch_03|axial_patch_01|axial_patch_02|axial_patch_09|axial_patch_12|axial_patch_06,0.14427083333333332,True
observation,O4,clean,5003,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,5003,99,20,299,True,True,True,True,True,True,True,10,1,True,0.02,0.03,1.5,True,True,axial_patch_13|axial_patch_08|axial_patch_01|axial_patch_11|axial_patch_14|axial_patch_06|axial_patch_00|axial_patch_09|axial_patch_12|axial_patch_02|axial_patch_04|axial_patch_15|axial_patch_07|axial_patch_03|axial_patch_10|axial_patch_05,0.03893229166666667,True
observation,O4,clean,5003,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,5003,111,20,278,True,True,True,True,True,True,True,8,-1,True,0.02,0.03,1.5,True,True,axial_patch_08|axial_patch_10|axial_patch_07|axial_patch_13|axial_patch_05|axial_patch_04|axial_patch_14|axial_patch_00|axial_patch_15|axial_patch_11|axial_patch_03|axial_patch_01|axial_patch_02|axial_patch_09|axial_patch_12|axial_patch_06,0.03619791666666667,True
open_control,OC,clean,5147,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,coherent_subhuber_slip,5147,99,20,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,clean,5147,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
open_control,OC,coherent_subhuber_slip,5147,111,20,0,True,True,True,True,True,True,True,-1,0,True,0.0,0.0,0.0,True,True,,0.0,True
geometry,L1,clean,5147,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L1,coherent_subhuber_slip,5147,99,20,1920,True,True,True,True,True,True,True,5,1,True,0.02,0.03,1.5,True,True,axial_patch_00|axial_patch_07|axial_patch_05|axial_patch_04|axial_patch_11|axial_patch_03|axial_patch_06|axial_patch_14|axial_patch_01|axial_patch_15|axial_patch_12|axial_patch_08,0.1568627450980392,True
geometry,L1,clean,5147,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L1,coherent_subhuber_slip,5147,111,20,1920,True,True,True,True,True,True,True,19,-1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_00|axial_patch_01|axial_patch_07|axial_patch_03|axial_patch_12|axial_patch_14|axial_patch_11|axial_patch_06|axial_patch_04|axial_patch_15|axial_patch_08,0.1568627450980392,True
geometry,L2,clean,5147,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L2,coherent_subhuber_slip,5147,99,20,1120,True,True,True,True,True,True,True,5,1,True,0.02,0.03,1.5,True,True,axial_patch_04|axial_patch_11|axial_patch_14|axial_patch_01|axial_patch_15|axial_patch_12|axial_patch_08,0.10526315789473684,True
geometry,L2,clean,5147,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L2,coherent_subhuber_slip,5147,111,20,1120,True,True,True,True,True,True,True,19,-1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_12|axial_patch_14|axial_patch_11|axial_patch_04|axial_patch_15|axial_patch_08,0.10526315789473684,True
geometry,L3,clean,5147,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,5147,99,20,480,True,True,True,True,True,True,True,5,1,True,0.02,0.03,1.5,True,True,axial_patch_14|axial_patch_01|axial_patch_08,0.05128205128205128,True
geometry,L3,clean,5147,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L3,coherent_subhuber_slip,5147,111,20,480,True,True,True,True,True,True,True,19,-1,True,0.02,0.03,1.5,True,True,axial_patch_01|axial_patch_14|axial_patch_08,0.05128205128205128,True
geometry,L4,clean,5147,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,5147,99,20,160,True,True,True,True,True,True,True,5,1,True,0.02,0.03,1.5,True,True,axial_patch_08,0.01834862385321101,True
geometry,L4,clean,5147,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
geometry,L4,coherent_subhuber_slip,5147,111,20,160,True,True,True,True,True,True,True,19,-1,True,0.02,0.03,1.5,True,True,axial_patch_08,0.01834862385321101,True
observation,O1,clean,5147,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,5147,99,20,3050,True,True,True,True,True,True,True,5,1,True,0.02,0.03,1.5,True,True,axial_patch_00|axial_patch_13|axial_patch_07|axial_patch_05|axial_patch_04|axial_patch_09|axial_patch_02|axial_patch_11|axial_patch_03|axial_patch_10|axial_patch_06|axial_patch_14|axial_patch_01|axial_patch_15|axial_patch_12|axial_patch_08,0.3971354166666667,True
observation,O1,clean,5147,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O1,coherent_subhuber_slip,5147,111,20,3086,True,True,True,True,True,True,True,19,-1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_00|axial_patch_02|axial_patch_01|axial_patch_07|axial_patch_03|axial_patch_12|axial_patch_14|axial_patch_11|axial_patch_06|axial_patch_13|axial_patch_04|axial_patch_10|axial_patch_15|axial_patch_08|axial_patch_09,0.40182291666666664,True
observation,O2,clean,5147,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,5147,99,20,2316,True,True,True,True,True,True,True,5,1,True,0.02,0.03,1.5,True,True,axial_patch_00|axial_patch_13|axial_patch_07|axial_patch_05|axial_patch_04|axial_patch_09|axial_patch_02|axial_patch_11|axial_patch_03|axial_patch_10|axial_patch_06|axial_patch_14|axial_patch_01|axial_patch_15|axial_patch_12|axial_patch_08,0.3015625,True
observation,O2,clean,5147,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O2,coherent_subhuber_slip,5147,111,20,2417,True,True,True,True,True,True,True,19,-1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_00|axial_patch_02|axial_patch_01|axial_patch_07|axial_patch_03|axial_patch_12|axial_patch_14|axial_patch_11|axial_patch_06|axial_patch_13|axial_patch_04|axial_patch_10|axial_patch_15|axial_patch_08|axial_patch_09,0.31471354166666665,True
observation,O3,clean,5147,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,5147,99,20,1047,True,True,True,True,True,True,True,5,1,True,0.02,0.03,1.5,True,True,axial_patch_00|axial_patch_13|axial_patch_07|axial_patch_05|axial_patch_04|axial_patch_09|axial_patch_02|axial_patch_11|axial_patch_03|axial_patch_10|axial_patch_06|axial_patch_14|axial_patch_01|axial_patch_15|axial_patch_12|axial_patch_08,0.136328125,True
observation,O3,clean,5147,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O3,coherent_subhuber_slip,5147,111,20,1144,True,True,True,True,True,True,True,19,-1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_00|axial_patch_02|axial_patch_01|axial_patch_07|axial_patch_03|axial_patch_12|axial_patch_14|axial_patch_11|axial_patch_06|axial_patch_13|axial_patch_04|axial_patch_10|axial_patch_15|axial_patch_08|axial_patch_09,0.14895833333333333,True
observation,O4,clean,5147,99,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,5147,99,20,276,True,True,True,True,True,True,True,5,1,True,0.02,0.03,1.5,True,True,axial_patch_00|axial_patch_13|axial_patch_07|axial_patch_05|axial_patch_04|axial_patch_09|axial_patch_02|axial_patch_11|axial_patch_03|axial_patch_10|axial_patch_06|axial_patch_14|axial_patch_01|axial_patch_15|axial_patch_12|axial_patch_08,0.0359375,True
observation,O4,clean,5147,111,0,0,True,True,True,True,True,True,True,-1,0,True,0.02,0.0,0.0,True,True,,0.0,True
observation,O4,coherent_subhuber_slip,5147,111,20,303,True,True,True,True,True,True,True,19,-1,True,0.02,0.03,1.5,True,True,axial_patch_05|axial_patch_00|axial_patch_02|axial_patch_01|axial_patch_07|axial_patch_03|axial_patch_12|axial_patch_14|axial_patch_11|axial_patch_06|axial_patch_13|axial_patch_04|axial_patch_10|axial_patch_15|axial_patch_08|axial_patch_09,0.039453125,True
