total_pair_count,oracle_positive_pair_count,oracle_nonpositive_pair_count,oracle_positive_fraction,selective_positive_pair_count,selective_positive_fraction,both_positive_pair_count,median_selective_gain_all_pairs,median_oracle_gain_all_pairs,median_selective_minus_oracle_rmse_all_pairs,conditional_gain_capture_median,conditional_eligible_pair_count,conditional_coverage_fraction
1600,1088,512,0.68,1092,0.6825,1088,0.0001321688883650935,0.00013100407803052182,-3.833761920389589e-07,1.0012348495419348,1088,0.68
