low_information_quantile,low_axis_information_threshold,calibration_source,calibration_frame_count,calibration_data_hash,metric_definition_version
0.05,232.7182817530372,development_open_control_only,40,549cf0bb97af33b47c9a61420e4b221f8c46cd60b0be463cdc87464434f69f75,stage1c_v1
